source_path,trimmed_path,label,split,is_phrase
Strings/cello/A3/cello_A3_05_mezzo-piano_arco-normal.mp3,work/trimmed/Strings/cello/A3/cello_A3_05_mezzo-piano_arco-normal.wav,cello,val,0
Strings/cello/A3/cello_A3_15_forte_arco-normal.mp3,work/trimmed/Strings/cello/A3/cello_A3_15_forte_arco-normal.wav,cello,train,0
Strings/cello/A3/cello_A3_15_mezzo-piano_arco-normal.mp3,work/trimmed/Strings/cello/A3/cello_A3_15_mezzo-piano_arco-normal.wav,cello,train,0
Strings/cello/A3/cello_A3_1_forte_arco-normal.mp3,work/trimmed/Strings/cello/A3/cello_A3_1_forte_arco-normal.wav,cello,train,0
Strings/cello/A3/cello_A3_1_fortissimo_arco-normal.mp3,work/trimmed/Strings/cello/A3/cello_A3_1_fortissimo_arco-normal.wav,cello,train,0
Strings/cello/A3/cello_A3_1_mezzo-piano_arco-minor-trill.mp3,work/trimmed/Strings/cello/A3/cello_A3_1_mezzo-piano_arco-minor-trill.wav,cello,train,0
Strings/cello/A3/cello_A3_1_mezzo-piano_arco-normal.mp3,work/trimmed/Strings/cello/A3/cello_A3_1_mezzo-piano_arco-normal.wav,cello,val,0
Strings/cello/A3/cello_A3_1_mezzo-piano_non-vibrato.mp3,work/trimmed/Strings/cello/A3/cello_A3_1_mezzo-piano_non-vibrato.wav,cello,train,0
Strings/cello/A3/cello_A3_1_pianissimo_arco-normal.mp3,work/trimmed/Strings/cello/A3/cello_A3_1_pianissimo_arco-normal.wav,cello,train,0
Strings/cello/A3/cello_A3_phrase_cresc-decresc_arco-normal.mp3,work/trimmed/Strings/cello/A3/cello_A3_phrase_cresc-decresc_arco-normal.wav,cello,train,1
Strings/cello/A3/cello_A3_phrase_fortissimo_arco-tremolo.mp3,work/trimmed/Strings/cello/A3/cello_A3_phrase_fortissimo_arco-tremolo.wav,cello,train,1
Strings/cello/A3/cello_A3_phrase_mezzo-forte_arco-detache.mp3,work/trimmed/Strings/cello/A3/cello_A3_phrase_mezzo-forte_arco-detache.wav,cello,train,1
Strings/cello/A3/cello_A3_phrase_mezzo-forte_arco-legato.mp3,work/trimmed/Strings/cello/A3/cello_A3_phrase_mezzo-forte_arco-legato.wav,cello,train,1
Strings/cello/A3/cello_A3_phrase_mezzo-forte_arco-spiccato.mp3,work/trimmed/Strings/cello/A3/cello_A3_phrase_mezzo-forte_arco-spiccato.wav,cello,test,1
Strings/cello/A3/cello_A3_phrase_mezzo-forte_arco-staccato.mp3,work/trimmed/Strings/cello/A3/cello_A3_phrase_mezzo-forte_arco-staccato.wav,cello,val,1
Strings/cello/A4/cello_A4_025_forte_arco-normal.mp3,work/trimmed/Strings/cello/A4/cello_A4_025_forte_arco-normal.wav,cello,train,0
Strings/cello/A4/cello_A4_025_fortissimo_arco-normal.mp3,work/trimmed/Strings/cello/A4/cello_A4_025_fortissimo_arco-normal.wav,cello,train,0
Strings/cello/A4/cello_A4_025_mezzo-forte_arco-col-legno-battuto.mp3,work/trimmed/Strings/cello/A4/cello_A4_025_mezzo-forte_arco-col-legno-battuto.wav,cello,train,0
Strings/cello/A4/cello_A4_025_mezzo-piano_arco-normal.mp3,work/trimmed/Strings/cello/A4/cello_A4_025_mezzo-piano_arco-normal.wav,cello,train,0
Strings/cello/A4/cello_A4_025_pianissimo_arco-normal.mp3,work/trimmed/Strings/cello/A4/cello_A4_025_pianissimo_arco-normal.wav,cello,test,0
Strings/cello/A4/cello_A4_05_forte_arco-normal.mp3,work/trimmed/Strings/cello/A4/cello_A4_05_forte_arco-normal.wav,cello,train,0
Strings/cello/A4/cello_A4_05_mezzo-piano_arco-normal.mp3,work/trimmed/Strings/cello/A4/cello_A4_05_mezzo-piano_arco-normal.wav,cello,train,0
Strings/cello/A4/cello_A4_05_pianissimo_arco-normal.mp3,work/trimmed/Strings/cello/A4/cello_A4_05_pianissimo_arco-normal.wav,cello,train,0
Strings/cello/A4/cello_A4_15_forte_arco-normal.mp3,work/trimmed/Strings/cello/A4/cello_A4_15_forte_arco-normal.wav,cello,train,0
Strings/cello/A4/cello_A4_15_mezzo-piano_arco-normal.mp3,work/trimmed/Strings/cello/A4/cello_A4_15_mezzo-piano_arco-normal.wav,cello,train,0
Strings/cello/A4/cello_A4_1_forte_arco-normal.mp3,work/trimmed/Strings/cello/A4/cello_A4_1_forte_arco-normal.wav,cello,train,0
Strings/cello/A4/cello_A4_1_fortissimo_arco-normal.mp3,work/trimmed/Strings/cello/A4/cello_A4_1_fortissimo_arco-normal.wav,cello,train,0
Strings/cello/A4/cello_A4_1_mezzo-forte_arco-harmonic.mp3,work/trimmed/Strings/cello/A4/cello_A4_1_mezzo-forte_arco-harmonic.wav,cello,test,0
Strings/cello/A4/cello_A4_1_mezzo-piano_arco-minor-trill.mp3,work/trimmed/Strings/cello/A4/cello_A4_1_mezzo-piano_arco-minor-trill.wav,cello,train,0
Strings/cello/A4/cello_A4_1_mezzo-piano_arco-normal.mp3,work/trimmed/Strings/cello/A4/cello_A4_1_mezzo-piano_arco-normal.wav,cello,train,0
Strings/cello/A4/cello_A4_1_mezzo-piano_molto-vibrato.mp3,work/trimmed/Strings/cello/A4/cello_A4_1_mezzo-piano_molto-vibrato.wav,cello,train,0
Strings/cello/A4/cello_A4_1_pianissimo_arco-normal.mp3,work/trimmed/Strings/cello/A4/cello_A4_1_pianissimo_arco-normal.wav,cello,train,0
Strings/cello/A4/cello_A4_phrase_mezzo-forte_arco-detache.mp3,work/trimmed/Strings/cello/A4/cello_A4_phrase_mezzo-forte_arco-detache.wav,cello,train,1
Strings/cello/A4/cello_A4_phrase_mezzo-forte_arco-legato.mp3,work/trimmed/Strings/cello/A4/cello_A4_phrase_mezzo-forte_arco-legato.wav,cello,train,1
Strings/cello/A4/cello_A4_phrase_mezzo-forte_arco-spiccato.mp3,work/trimmed/Strings/cello/A4/cello_A4_phrase_mezzo-forte_arco-spiccato.wav,cello,train,1
Strings/cello/A4/cello_A4_phrase_mezzo-forte_arco-staccato.mp3,work/trimmed/Strings/cello/A4/cello_A4_phrase_mezzo-forte_arco-staccato.wav,cello,val,1
Strings/cello/A5/cello_A5_025_forte_arco-normal.mp3,work/trimmed/Strings/cello/A5/cello_A5_025_forte_arco-normal.wav,cello,val,0
Strings/cello/A5/cello_A5_025_fortissimo_arco-normal.mp3,work/trimmed/Strings/cello/A5/cello_A5_025_fortissimo_arco-normal.wav,cello,train,0
Strings/cello/A5/cello_A5_025_mezzo-piano_arco-normal.mp3,work/trimmed/Strings/cello/A5/cello_A5_025_mezzo-piano_arco-normal.wav,cello,test,0
Strings/cello/A5/cello_A5_025_pianissimo_arco-normal.mp3,work/trimmed/Strings/cello/A5/cello_A5_025_pianissimo_arco-normal.wav,cello,train,0
Strings/cello/A5/cello_A5_05_forte_arco-normal.mp3,work/trimmed/Strings/cello/A5/cello_A5_05_forte_arco-normal.wav,cello,train,0
Strings/cello/A5/cello_A5_05_fortissimo_arco-normal.mp3,work/trimmed/Strings/cello/A5/cello_A5_05_fortissimo_arco-normal.wav,cello,val,0
Strings/cello/A5/cello_A5_05_mezzo-piano_arco-normal.mp3,work/trimmed/Strings/cello/A5/cello_A5_05_mezzo-piano_arco-normal.wav,cello,train,0
Strings/cello/A5/cello_A5_05_pianissimo_arco-normal.mp3,work/trimmed/Strings/cello/A5/cello_A5_05_pianissimo_arco-normal.wav,cello,train,0
Strings/cello/A5/cello_A5_15_forte_arco-normal.mp3,work/trimmed/Strings/cello/A5/cello_A5_15_forte_arco-normal.wav,cello,val,0
Strings/cello/A5/cello_A5_15_mezzo-piano_arco-normal.mp3,work/trimmed/Strings/cello/A5/cello_A5_15_mezzo-piano_arco-normal.wav,cello,train,0
Strings/cello/A5/cello_A5_15_pianissimo_arco-normal.mp3,work/trimmed/Strings/cello/A5/cello_A5_15_pianissimo_arco-normal.wav,cello,train,0
Strings/cello/A5/cello_A5_1_forte_arco-normal.mp3,work/trimmed/Strings/cello/A5/cello_A5_1_forte_arco-normal.wav,cello,val,0
Strings/cello/A5/cello_A5_1_fortissimo_arco-normal.mp3,work/trimmed/Strings/cello/A5/cello_A5_1_fortissimo_arco-normal.wav,cello,train,0
Strings/cello/A5/cello_A5_1_mezzo-forte_arco-harmonic.mp3,work/trimmed/Strings/cello/A5/cello_A5_1_mezzo-forte_arco-harmonic.wav,cello,train,0
Strings/cello/A5/cello_A5_1_mezzo-piano_arco-normal.mp3,work/trimmed/Strings/cello/A5/cello_A5_1_mezzo-piano_arco-normal.wav,cello,train,0
Strings/cello/A5/cello_A5_1_pianissimo_arco-normal.mp3,work/trimmed/Strings/cello/A5/cello_A5_1_pianissimo_arco-normal.wav,cello,train,0
Strings/cello/As2/cello_As2_025_forte_arco-normal.mp3,work/trimmed/Strings/cello/As2/cello_As2_025_forte_arco-normal.wav,cello,train,0
Strings/cello/As2/cello_As2_025_fortissimo_arco-normal.mp3,work/trimmed/Strings/cello/As2/cello_As2_025_fortissimo_arco-normal.wav,cello,train,0
Strings/cello/As2/cello_As2_025_mezzo-forte_arco-col-legno-battuto.mp3,work/trimmed/Strings/cello/As2/cello_As2_025_mezzo-forte_arco-col-legno-battuto.wav,cello,val,0
Strings/cello/As2/cello_As2_025_mezzo-piano_arco-normal.mp3,work/trimmed/Strings/cello/As2/cello_As2_025_mezzo-piano_arco-normal.wav,cello,test,0
Strings/cello/As2/cello_As2_025_pianissimo_arco-normal.mp3,work/trimmed/Strings/cello/As2/cello_As2_025_pianissimo_arco-normal.wav,cello,train,0
Strings/cello/As2/cello_As2_05_forte_arco-normal.mp3,work/trimmed/Strings/cello/As2/cello_As2_05_forte_arco-normal.wav,cello,val,0
Strings/cello/As2/cello_As2_05_fortissimo_arco-normal.mp3,work/trimmed/Strings/cello/As2/cello_As2_05_fortissimo_arco-normal.wav,cello,train,0
Strings/cello/As2/cello_As2_05_mezzo-piano_arco-normal.mp3,work/trimmed/Strings/cello/As2/cello_As2_05_mezzo-piano_arco-normal.wav,cello,val,0
Strings/cello/As2/cello_As2_05_pianissimo_arco-normal.mp3,work/trimmed/Strings/cello/As2/cello_As2_05_pianissimo_arco-normal.wav,cello,train,0
Strings/cello/As2/cello_As2_15_forte_arco-normal.mp3,work/trimmed/Strings/cello/As2/cello_As2_15_forte_arco-normal.wav,cello,train,0
Strings/cello/As2/cello_As2_15_fortissimo_arco-normal.mp3,work/trimmed/Strings/cello/As2/cello_As2_15_fortissimo_arco-normal.wav,cello,train,0
Strings/cello/As2/cello_As2_15_pianissimo_arco-normal.mp3,work/trimmed/Strings/cello/As2/cello_As2_15_pianissimo_arco-normal.wav,cello,val,0
Strings/cello/As2/cello_As2_15_piano_arco-normal.mp3,work/trimmed/Strings/cello/As2/cello_As2_15_piano_arco-normal.wav,cello,val,0
Strings/cello/As2/cello_As2_1_forte_arco-normal.mp3,work/trimmed/Strings/cello/As2/cello_As2_1_forte_arco-normal.wav,cello,train,0
Strings/cello/As2/cello_As2_1_fortissimo_arco-normal.mp3,work/trimmed/Strings/cello/As2/cello_As2_1_fortissimo_arco-normal.wav,cello,val,0
Strings/cello/As2/cello_As2_1_mezzo-piano_arco-minor-trill.mp3,work/trimmed/Strings/cello/As2/cello_As2_1_mezzo-piano_arco-minor-trill.wav,cello,train,0
Strings/cello/As2/cello_As2_1_mezzo-piano_arco-normal.mp3,work/trimmed/Strings/cello/As2/cello_As2_1_mezzo-piano_arco-normal.wav,cello,train,0
Strings/cello/As2/cello_As2_1_mezzo-piano_molto-vibrato.mp3,work/trimmed/Strings/cello/As2/cello_As2_1_mezzo-piano_molto-vibrato.wav,cello,train,0
Strings/cello/As2/cello_As2_1_mezzo-piano_non-vibrato.mp3,work/trimmed/Strings/cello/As2/cello_As2_1_mezzo-piano_non-vibrato.wav,cello,train,0
Strings/cello/As2/cello_As2_1_pianissimo_arco-normal.mp3,work/trimmed/Strings/cello/As2/cello_As2_1_pianissimo_arco-normal.wav,cello,val,0
Strings/cello/As3/cello_As3_025_forte_arco-normal.mp3,work/trimmed/Strings/cello/As3/cello_As3_025_forte_arco-normal.wav,cello,train,0
Strings/cello/As3/cello_As3_025_fortissimo_arco-normal.mp3,work/trimmed/Strings/cello/As3/cello_As3_025_fortissimo_arco-normal.wav,cello,test,0
Strings/cello/As3/cello_As3_025_mezzo-piano_arco-normal.mp3,work/trimmed/Strings/cello/As3/cello_As3_025_mezzo-piano_arco-normal.wav,cello,train,0
Strings/cello/As3/cello_As3_025_pianissimo_arco-normal.mp3,work/trimmed/Strings/cello/As3/cello_As3_025_pianissimo_arco-normal.wav,cello,train,0
Strings/cello/As3/cello_As3_05_forte_arco-normal.mp3,work/trimmed/Strings/cello/As3/cello_As3_05_forte_arco-normal.wav,cello,val,0
Strings/cello/As3/cello_As3_05_fortissimo_arco-normal.mp3,work/trimmed/Strings/cello/As3/cello_As3_05_fortissimo_arco-normal.wav,cello,val,0
Strings/cello/As3/cello_As3_05_mezzo-piano_arco-normal.mp3,work/trimmed/Strings/cello/As3/cello_As3_05_mezzo-piano_arco-normal.wav,cello,train,0
Strings/cello/As3/cello_As3_05_pianissimo_arco-normal.mp3,work/trimmed/Strings/cello/As3/cello_As3_05_pianissimo_arco-normal.wav,cello,test,0
Strings/cello/As3/cello_As3_15_forte_arco-normal.mp3,work/trimmed/Strings/cello/As3/cello_As3_15_forte_arco-normal.wav,cello,train,0
Strings/cello/As3/cello_As3_15_fortissimo_arco-normal.mp3,work/trimmed/Strings/cello/As3/cello_As3_15_fortissimo_arco-normal.wav,cello,train,0
Strings/cello/As3/cello_As3_15_mezzo-piano_arco-normal.mp3,work/trimmed/Strings/cello/As3/cello_As3_15_mezzo-piano_arco-normal.wav,cello,val,0
Strings/cello/As3/cello_As3_15_pianissimo_arco-normal.mp3,work/trimmed/Strings/cello/As3/cello_As3_15_pianissimo_arco-normal.wav,cello,train,0
Strings/cello/As3/cello_As3_1_forte_arco-normal.mp3,work/trimmed/Strings/cello/As3/cello_As3_1_forte_arco-normal.wav,cello,train,0
Strings/cello/As3/cello_As3_1_fortissimo_arco-normal.mp3,work/trimmed/Strings/cello/As3/cello_As3_1_fortissimo_arco-normal.wav,cello,train,0
Strings/cello/As3/cello_As3_1_mezzo-piano_arco-normal.mp3,work/trimmed/Strings/cello/As3/cello_As3_1_mezzo-piano_arco-normal.wav,cello,val,0
Strings/cello/As3/cello_As3_1_pianissimo_arco-normal.mp3,work/trimmed/Strings/cello/As3/cello_As3_1_pianissimo_arco-normal.wav,cello,test,0
Strings/cello/As4/cello_As4_025_forte_arco-normal.mp3,work/trimmed/Strings/cello/As4/cello_As4_025_forte_arco-normal.wav,cello,train,0
Strings/cello/As4/cello_As4_025_fortissimo_arco-normal.mp3,work/trimmed/Strings/cello/As4/cello_As4_025_fortissimo_arco-normal.wav,cello,train,0
Strings/cello/As4/cello_As4_025_mezzo-piano_arco-normal.mp3,work/trimmed/Strings/cello/As4/cello_As4_025_mezzo-piano_arco-normal.wav,cello,train,0
Strings/cello/As4/cello_As4_025_pianissimo_arco-normal.mp3,work/trimmed/Strings/cello/As4/cello_As4_025_pianissimo_arco-normal.wav,cello,train,0
Strings/cello/As4/cello_As4_05_forte_arco-normal.mp3,work/trimmed/Strings/cello/As4/cello_As4_05_forte_arco-normal.wav,cello,test,0
Strings/cello/As4/cello_As4_05_fortissimo_arco-normal.mp3,work/trimmed/Strings/cello/As4/cello_As4_05_fortissimo_arco-normal.wav,cello,test,0
Strings/cello/As4/cello_As4_05_mezzo-piano_arco-normal.mp3,work/trimmed/Strings/cello/As4/cello_As4_05_mezzo-piano_arco-normal.wav,cello,train,0
Strings/cello/As4/cello_As4_05_pianissimo_arco-normal.mp3,work/trimmed/Strings/cello/As4/cello_As4_05_pianissimo_arco-normal.wav,cello,test,0
Strings/cello/As4/cello_As4_15_forte_arco-normal.mp3,work/trimmed/Strings/cello/As4/cello_As4_15_forte_arco-normal.wav,cello,train,0
Strings/cello/As4/cello_As4_15_fortissimo_arco-normal.mp3,work/trimmed/Strings/cello/As4/cello_As4_15_fortissimo_arco-normal.wav,cello,train,0
Strings/cello/As4/cello_As4_15_mezzo-piano_arco-normal.mp3,work/trimmed/Strings/cello/As4/cello_As4_15_mezzo-piano_arco-normal.wav,cello,train,0
Strings/cello/As4/cello_As4_15_pianissimo_arco-normal.mp3,work/trimmed/Strings/cello/As4/cello_As4_15_pianissimo_arco-normal.wav,cello,val,0
Strings/cello/As4/cello_As4_1_forte_arco-normal.mp3,work/trimmed/Strings/cello/As4/cello_As4_1_forte_arco-normal.wav,cello,train,0
Strings/cello/As4/cello_As4_1_fortissimo_arco-normal.mp3,work/trimmed/Strings/cello/As4/cello_As4_1_fortissimo_arco-normal.wav,cello,train,0
Strings/cello/As4/cello_As4_1_mezzo-piano_arco-normal.mp3,work/trimmed/Strings/cello/As4/cello_As4_1_mezzo-piano_arco-normal.wav,cello,train,0
Strings/cello/As4/cello_As4_1_pianissimo_arco-normal.mp3,work/trimmed/Strings/cello/As4/cello_As4_1_pianissimo_arco-normal.wav,cello,test,0
Strings/cello/As4/cello_As4_long_mezzo-forte_arco-harmonic.mp3,work/trimmed/Strings/cello/As4/cello_As4_long_mezzo-forte_arco-harmonic.wav,cello,train,0
Strings/cello/As5/cello_As5_025_forte_arco-normal.mp3,work/trimmed/Strings/cello/As5/cello_As5_025_forte_arco-normal.wav,cello,test,0
Strings/cello/As5/cello_As5_025_fortissimo_arco-normal.mp3,work/trimmed/Strings/cello/As5/cello_As5_025_fortissimo_arco-normal.wav,cello,train,0
Strings/cello/As5/cello_As5_025_mezzo-piano_arco-normal.mp3,work/trimmed/Strings/cello/As5/cello_As5_025_mezzo-piano_arco-normal.wav,cello,val,0
Strings/cello/As5/cello_As5_025_pianissimo_arco-normal.mp3,work/trimmed/Strings/cello/As5/cello_As5_025_pianissimo_arco-normal.wav,cello,test,0
Strings/cello/As5/cello_As5_05_forte_arco-normal.mp3,work/trimmed/Strings/cello/As5/cello_As5_05_forte_arco-normal.wav,cello,train,0
Strings/cello/As5/cello_As5_05_fortissimo_arco-normal.mp3,work/trimmed/Strings/cello/As5/cello_As5_05_fortissimo_arco-normal.wav,cello,val,0
Strings/cello/As5/cello_As5_05_mezzo-piano_arco-normal.mp3,work/trimmed/Strings/cello/As5/cello_As5_05_mezzo-piano_arco-normal.wav,cello,test,0
Strings/cello/As5/cello_As5_05_pianissimo_arco-normal.mp3,work/trimmed/Strings/cello/As5/cello_As5_05_pianissimo_arco-normal.wav,cello,train,0
Strings/cello/As5/cello_As5_15_forte_arco-normal.mp3,work/trimmed/Strings/cello/As5/cello_As5_15_forte_arco-normal.wav,cello,train,0
Strings/cello/As5/cello_As5_15_fortissimo_arco-normal.mp3,work/trimmed/Strings/cello/As5/cello_As5_15_fortissimo_arco-normal.wav,cello,train,0
Strings/cello/As5/cello_As5_15_mezzo-piano_arco-normal.mp3,work/trimmed/Strings/cello/As5/cello_As5_15_mezzo-piano_arco-normal.wav,cello,train,0
Strings/cello/As5/cello_As5_15_pianissimo_arco-normal.mp3,work/trimmed/Strings/cello/As5/cello_As5_15_pianissimo_arco-normal.wav,cello,train,0
Strings/cello/As5/cello_As5_1_forte_arco-normal.mp3,work/trimmed/Strings/cello/As5/cello_As5_1_forte_arco-normal.wav,cello,train,0
Strings/cello/As5/cello_As5_1_fortissimo_arco-normal.mp3,work/trimmed/Strings/cello/As5/cello_As5_1_fortissimo_arco-normal.wav,cello,train,0
Strings/cello/As5/cello_As5_1_mezzo-piano_arco-normal.mp3,work/trimmed/Strings/cello/As5/cello_As5_1_mezzo-piano_arco-normal.wav,cello,val,0
Strings/cello/As5/cello_As5_1_pianissimo_arco-normal.mp3,work/trimmed/Strings/cello/As5/cello_As5_1_pianissimo_arco-normal.wav,cello,test,0
Strings/cello/As6/cello_As6_1_mezzo-forte_arco-harmonic.mp3,work/trimmed/Strings/cello/As6/cello_As6_1_mezzo-forte_arco-harmonic.wav,cello,test,0
Strings/cello/B2/cello_B2_025_forte_arco-normal.mp3,work/trimmed/Strings/cello/B2/cello_B2_025_forte_arco-normal.wav,cello,train,0
Strings/cello/B2/cello_B2_025_fortissimo_arco-normal.mp3,work/trimmed/Strings/cello/B2/cello_B2_025_fortissimo_arco-normal.wav,cello,train,0
Strings/cello/B2/cello_B2_025_mezzo-forte_arco-col-legno-battuto.mp3,work/trimmed/Strings/cello/B2/cello_B2_025_mezzo-forte_arco-col-legno-battuto.wav,cello,train,0
Strings/cello/B2/cello_B2_025_mezzo-piano_arco-normal.mp3,work/trimmed/Strings/cello/B2/cello_B2_025_mezzo-piano_arco-normal.wav,cello,train,0
Strings/cello/B2/cello_B2_025_pianissimo_arco-normal.mp3,work/trimmed/Strings/cello/B2/cello_B2_025_pianissimo_arco-normal.wav,cello,val,0
Strings/cello/B2/cello_B2_025_piano_arco-normal.mp3,work/trimmed/Strings/cello/B2/cello_B2_025_piano_arco-normal.wav,cello,train,0
Strings/cello/B2/cello_B2_05_forte_arco-normal.mp3,work/trimmed/Strings/cello/B2/cello_B2_05_forte_arco-normal.wav,cello,train,0
Strings/cello/B2/cello_B2_05_fortissimo_arco-normal.mp3,work/trimmed/Strings/cello/B2/cello_B2_05_fortissimo_arco-normal.wav,cello,train,0
Strings/cello/B2/cello_B2_05_mezzo-piano_arco-normal.mp3,work/trimmed/Strings/cello/B2/cello_B2_05_mezzo-piano_arco-normal.wav,cello,test,0
Strings/cello/B2/cello_B2_05_pianissimo_arco-normal.mp3,work/trimmed/Strings/cello/B2/cello_B2_05_pianissimo_arco-normal.wav,cello,test,0
Strings/cello/B2/cello_B2_15_forte_arco-normal.mp3,work/trimmed/Strings/cello/B2/cello_B2_15_forte_arco-normal.wav,cello,train,0
Strings/cello/B2/cello_B2_15_fortissimo_arco-normal.mp3,work/trimmed/Strings/cello/B2/cello_B2_15_fortissimo_arco-normal.wav,cello,val,0
Strings/cello/B2/cello_B2_15_pianissimo_arco-normal.mp3,work/trimmed/Strings/cello/B2/cello_B2_15_pianissimo_arco-normal.wav,cello,val,0
Strings/cello/B2/cello_B2_15_piano_arco-normal.mp3,work/trimmed/Strings/cello/B2/cello_B2_15_piano_arco-normal.wav,cello,train,0
Strings/cello/B2/cello_B2_1_forte_arco-normal.mp3,work/trimmed/Strings/cello/B2/cello_B2_1_forte_arco-normal.wav,cello,train,0
Strings/cello/B2/cello_B2_1_fortissimo_arco-normal.mp3,work/trimmed/Strings/cello/B2/cello_B2_1_fortissimo_arco-normal.wav,cello,train,0
Strings/cello/B2/cello_B2_1_mezzo-piano_arco-major-trill.mp3,work/trimmed/Strings/cello/B2/cello_B2_1_mezzo-piano_arco-major-trill.wav,cello,train,0
Strings/cello/B2/cello_B2_1_pianissimo_arco-normal.mp3,work/trimmed/Strings/cello/B2/cello_B2_1_pianissimo_arco-normal.wav,cello,train,0
Strings/cello/B3/cello_B3_025_forte_arco-normal.mp3,work/trimmed/Strings/cello/B3/cello_B3_025_forte_arco-normal.wav,cello,train,0
Strings/cello/B3/cello_B3_025_fortissimo_arco-normal.mp3,work/trimmed/Strings/cello/B3/cello_B3_025_fortissimo_arco-normal.wav,cello,val,0
Strings/cello/B3/cello_B3_025_pianissimo_arco-normal.mp3,work/trimmed/Strings/cello/B3/cello_B3_025_pianissimo_arco-normal.wav,cello,train,0
Strings/cello/B3/cello_B3_05_forte_arco-normal.mp3,work/trimmed/Strings/cello/B3/cello_B3_05_forte_arco-normal.wav,cello,test,0
Strings/cello/B3/cello_B3_05_fortissimo_arco-normal.mp3,work/trimmed/Strings/cello/B3/cello_B3_05_fortissimo_arco-normal.wav,cello,train,0
Strings/cello/B3/cello_B3_05_mezzo-piano_arco-normal.mp3,work/trimmed/Strings/cello/B3/cello_B3_05_mezzo-piano_arco-normal.wav,cello,train,0
