path,label,family,duration_s,sample_rate,note,midi,dynamic,technique,is_plain,is_phrase
bassoon/A3/bassoon_A3_025_piano_normal.mp3,bassoon,woodwind,0.2612,44100,A3,57,piano,normal,1,0
bassoon/A3/bassoon_A3_05_forte_normal.mp3,bassoon,woodwind,0.4964,44100,A3,57,forte,normal,1,0
bassoon/A3/bassoon_A3_05_fortissimo_normal.mp3,bassoon,woodwind,0.4703,44100,A3,57,fortissimo,normal,1,0
bassoon/A3/bassoon_A3_05_mezzo-piano_normal.mp3,bassoon,woodwind,0.418,44100,A3,57,mezzo-piano,normal,1,0
bassoon/A3/bassoon_A3_05_piano_normal.mp3,bassoon,woodwind,0.2874,44100,A3,57,piano,normal,1,0
bassoon/A3/bassoon_A3_15_forte_normal.mp3,bassoon,woodwind,1.3061,44100,A3,57,forte,normal,1,0
bassoon/A3/bassoon_A3_15_mezzo-piano_normal.mp3,bassoon,woodwind,1.2279,44100,A3,57,mezzo-piano,normal,1,0
bassoon/A3/bassoon_A3_15_piano_normal.mp3,bassoon,woodwind,1.3061,44100,A3,57,piano,normal,1,0
bassoon/A3/bassoon_A3_1_forte_normal.mp3,bassoon,woodwind,1.4106,44100,A3,57,forte,normal,1,0
bassoon/A3/bassoon_A3_1_fortissimo_normal.mp3,bassoon,woodwind,1.3322,44100,A3,57,fortissimo,normal,1,0
bassoon/A3/bassoon_A3_1_mezzo-forte_normal.mp3,bassoon,woodwind,1.3322,44100,A3,57,mezzo-forte,normal,1,0
bassoon/A3/bassoon_A3_1_mezzo-piano_normal.mp3,bassoon,woodwind,1.4106,44100,A3,57,mezzo-piano,normal,1,0
bassoon/A3/bassoon_A3_1_piano_normal.mp3,bassoon,woodwind,1.3061,44100,A3,57,piano,normal,1,0
bassoon/A4/bassoon_A4_025_forte_normal.mp3,bassoon,woodwind,0.2874,44100,A4,69,forte,normal,1,0
bassoon/A4/bassoon_A4_025_fortissimo_normal.mp3,bassoon,woodwind,0.4703,44100,A4,69,fortissimo,normal,1,0
bassoon/A4/bassoon_A4_025_mezzo-piano_normal.mp3,bassoon,woodwind,0.2351,44100,A4,69,mezzo-piano,normal,1,0
bassoon/A4/bassoon_A4_025_piano_normal.mp3,bassoon,woodwind,0.3919,44100,A4,69,piano,normal,1,0
bassoon/A4/bassoon_A4_05_forte_normal.mp3,bassoon,woodwind,0.418,44100,A4,69,forte,normal,1,0
bassoon/A4/bassoon_A4_05_fortissimo_normal.mp3,bassoon,woodwind,1.3845,44100,A4,69,fortissimo,normal,1,0
bassoon/A4/bassoon_A4_05_mezzo-forte_normal.mp3,bassoon,woodwind,0.3135,44100,A4,69,mezzo-forte,normal,1,0
bassoon/A4/bassoon_A4_05_mezzo-piano_normal.mp3,bassoon,woodwind,0.418,44100,A4,69,mezzo-piano,normal,1,0
bassoon/A4/bassoon_A4_05_piano_normal.mp3,bassoon,woodwind,0.5225,44100,A4,69,piano,normal,1,0
bassoon/A4/bassoon_A4_15_forte_normal.mp3,bassoon,woodwind,1.2279,44100,A4,69,forte,normal,1,0
bassoon/A4/bassoon_A4_15_mezzo-piano_normal.mp3,bassoon,woodwind,1.28,44100,A4,69,mezzo-piano,normal,1,0
bassoon/A4/bassoon_A4_15_piano_normal.mp3,bassoon,woodwind,1.3845,44100,A4,69,piano,normal,1,0
bassoon/A4/bassoon_A4_1_forte_normal.mp3,bassoon,woodwind,1.4367,44100,A4,69,forte,normal,1,0
bassoon/A4/bassoon_A4_1_mezzo-piano_normal.mp3,bassoon,woodwind,1.28,44100,A4,69,mezzo-piano,normal,1,0
bassoon/A4/bassoon_A4_1_piano_normal.mp3,bassoon,woodwind,1.2279,44100,A4,69,piano,normal,1,0
bassoon/As1/bassoon_As1_025_fortissimo_normal.mp3,bassoon,woodwind,0.3396,44100,As1,34,fortissimo,normal,1,0
bassoon/As1/bassoon_As1_025_mezzo-piano_normal.mp3,bassoon,woodwind,0.3396,44100,As1,34,mezzo-piano,normal,1,0
bassoon/As1/bassoon_As1_025_piano_normal.mp3,bassoon,woodwind,0.2612,44100,As1,34,piano,normal,1,0
bassoon/As1/bassoon_As1_05_forte_normal.mp3,bassoon,woodwind,0.6793,44100,As1,34,forte,normal,1,0
bassoon/As1/bassoon_As1_05_fortissimo_normal.mp3,bassoon,woodwind,0.5747,44100,As1,34,fortissimo,normal,1,0
bassoon/As1/bassoon_As1_05_mezzo-piano_normal.mp3,bassoon,woodwind,0.4441,44100,As1,34,mezzo-piano,normal,1,0
bassoon/As1/bassoon_As1_05_piano_normal.mp3,bassoon,woodwind,0.5747,44100,As1,34,piano,normal,1,0
bassoon/As1/bassoon_As1_15_forte_normal.mp3,bassoon,woodwind,1.1495,44100,As1,34,forte,normal,1,0
bassoon/As1/bassoon_As1_15_fortissimo_normal.mp3,bassoon,woodwind,1.3322,44100,As1,34,fortissimo,normal,1,0
bassoon/As1/bassoon_As1_15_mezzo-piano_normal.mp3,bassoon,woodwind,1.3584,44100,As1,34,mezzo-piano,normal,1,0
bassoon/As1/bassoon_As1_15_piano_normal.mp3,bassoon,woodwind,1.1756,44100,As1,34,piano,normal,1,0
bassoon/As1/bassoon_As1_1_forte_normal.mp3,bassoon,woodwind,1.3845,44100,As1,34,forte,normal,1,0
bassoon/As1/bassoon_As1_1_fortissimo_normal.mp3,bassoon,woodwind,1.489,44100,As1,34,fortissimo,normal,1,0
bassoon/As1/bassoon_As1_1_mezzo-forte_normal.mp3,bassoon,woodwind,0.9144,44100,As1,34,mezzo-forte,normal,1,0
bassoon/As1/bassoon_As1_1_mezzo-piano_normal.mp3,bassoon,woodwind,1.2279,44100,As1,34,mezzo-piano,normal,1,0
bassoon/As1/bassoon_As1_1_piano_normal.mp3,bassoon,woodwind,1.045,44100,As1,34,piano,normal,1,0
bassoon/As1/bassoon_As1_very-long_cresc-decresc_normal.mp3,bassoon,woodwind,5.747,44100,As1,34,cresc-decresc,normal,1,0
bassoon/As2/bassoon_As2_025_forte_normal.mp3,bassoon,woodwind,0.4703,44100,As2,46,forte,normal,1,0
bassoon/As2/bassoon_As2_025_fortissimo_normal.mp3,bassoon,woodwind,0.5225,44100,As2,46,fortissimo,normal,1,0
bassoon/As2/bassoon_As2_025_mezzo-piano_normal.mp3,bassoon,woodwind,0.3396,44100,As2,46,mezzo-piano,normal,1,0
bassoon/As2/bassoon_As2_025_piano_normal.mp3,bassoon,woodwind,0.2874,44100,As2,46,piano,normal,1,0
bassoon/As2/bassoon_As2_05_forte_normal.mp3,bassoon,woodwind,1.4106,44100,As2,46,forte,normal,1,0
bassoon/As2/bassoon_As2_05_fortissimo_normal.mp3,bassoon,woodwind,1.4367,44100,As2,46,fortissimo,normal,1,0
bassoon/As2/bassoon_As2_05_mezzo-forte_normal.mp3,bassoon,woodwind,0.3919,44100,As2,46,mezzo-forte,normal,1,0
bassoon/As2/bassoon_As2_05_mezzo-piano_normal.mp3,bassoon,woodwind,0.4703,44100,As2,46,mezzo-piano,normal,1,0
bassoon/As2/bassoon_As2_05_piano_normal.mp3,bassoon,woodwind,0.418,44100,As2,46,piano,normal,1,0
bassoon/As2/bassoon_As2_15_piano_normal.mp3,bassoon,woodwind,1.4106,44100,As2,46,piano,normal,1,0
bassoon/As2/bassoon_As2_1_forte_normal.mp3,bassoon,woodwind,0.9928,44100,As2,46,forte,normal,1,0
bassoon/As2/bassoon_As2_1_mezzo-forte_normal.mp3,bassoon,woodwind,1.3322,44100,As2,46,mezzo-forte,normal,1,0
bassoon/As2/bassoon_As2_1_mezzo-piano_normal.mp3,bassoon,woodwind,1.3584,44100,As2,46,mezzo-piano,normal,1,0
bassoon/As2/bassoon_As2_1_piano_normal.mp3,bassoon,woodwind,1.3061,44100,As2,46,piano,normal,1,0
bassoon/As2/bassoon_As2_very-long_cresc-decresc_normal.mp3,bassoon,woodwind,5.9037,44100,As2,46,cresc-decresc,normal,1,0
bassoon/As3/bassoon_As3_025_forte_normal.mp3,bassoon,woodwind,0.3919,44100,As3,58,forte,normal,1,0
bassoon/As3/bassoon_As3_025_fortissimo_normal.mp3,bassoon,woodwind,0.4703,44100,As3,58,fortissimo,normal,1,0
bassoon/As3/bassoon_As3_025_mezzo-piano_normal.mp3,bassoon,woodwind,0.2612,44100,As3,58,mezzo-piano,normal,1,0
bassoon/As3/bassoon_As3_025_piano_normal.mp3,bassoon,woodwind,0.2612,44100,As3,58,piano,normal,1,0
bassoon/As3/bassoon_As3_05_forte_normal.mp3,bassoon,woodwind,0.4703,44100,As3,58,forte,normal,1,0
bassoon/As3/bassoon_As3_05_fortissimo_normal.mp3,bassoon,woodwind,1.3845,44100,As3,58,fortissimo,normal,1,0
bassoon/As3/bassoon_As3_05_mezzo-forte_normal.mp3,bassoon,woodwind,0.3658,44100,As3,58,mezzo-forte,normal,1,0
bassoon/As3/bassoon_As3_05_mezzo-piano_normal.mp3,bassoon,woodwind,0.4441,44100,As3,58,mezzo-piano,normal,1,0
bassoon/As3/bassoon_As3_05_piano_normal.mp3,bassoon,woodwind,0.3919,44100,As3,58,piano,normal,1,0
bassoon/As3/bassoon_As3_15_forte_normal.mp3,bassoon,woodwind,1.3322,44100,As3,58,forte,normal,1,0
bassoon/As3/bassoon_As3_15_mezzo-piano_normal.mp3,bassoon,woodwind,1.28,44100,As3,58,mezzo-piano,normal,1,0
bassoon/As3/bassoon_As3_15_piano_normal.mp3,bassoon,woodwind,1.3584,44100,As3,58,piano,normal,1,0
bassoon/As3/bassoon_As3_1_forte_normal.mp3,bassoon,woodwind,1.28,44100,As3,58,forte,normal,1,0
bassoon/As3/bassoon_As3_1_mezzo-forte_normal.mp3,bassoon,woodwind,1.3845,44100,As3,58,mezzo-forte,normal,1,0
bassoon/As3/bassoon_As3_1_mezzo-piano_normal.mp3,bassoon,woodwind,1.3584,44100,As3,58,mezzo-piano,normal,1,0
bassoon/As3/bassoon_As3_1_piano_normal.mp3,bassoon,woodwind,1.3061,44100,As3,58,piano,normal,1,0
bassoon/As3/bassoon_As3_very-long_cresc-decresc_normal.mp3,bassoon,woodwind,6.1389,44100,As3,58,cresc-decresc,normal,1,0
bassoon/As4/bassoon_As4_025_forte_normal.mp3,bassoon,woodwind,0.3135,44100,As4,70,forte,normal,1,0
bassoon/As4/bassoon_As4_025_fortissimo_normal.mp3,bassoon,woodwind,0.5225,44100,As4,70,fortissimo,normal,1,0
bassoon/As4/bassoon_As4_025_mezzo-piano_normal.mp3,bassoon,woodwind,0.2612,44100,As4,70,mezzo-piano,normal,1,0
bassoon/As4/bassoon_As4_025_piano_normal.mp3,bassoon,woodwind,0.2612,44100,As4,70,piano,normal,1,0
bassoon/As4/bassoon_As4_05_forte_normal.mp3,bassoon,woodwind,0.4964,44100,As4,70,forte,normal,1,0
bassoon/As4/bassoon_As4_05_fortissimo_normal.mp3,bassoon,woodwind,1.3061,44100,As4,70,fortissimo,normal,1,0
bassoon/As4/bassoon_As4_05_mezzo-piano_normal.mp3,bassoon,woodwind,0.4441,44100,As4,70,mezzo-piano,normal,1,0
bassoon/As4/bassoon_As4_05_piano_normal.mp3,bassoon,woodwind,0.5486,44100,As4,70,piano,normal,1,0
bassoon/As4/bassoon_As4_15_forte_normal.mp3,bassoon,woodwind,1.2279,44100,As4,70,forte,normal,1,0
bassoon/As4/bassoon_As4_15_mezzo-piano_normal.mp3,bassoon,woodwind,1.2279,44100,As4,70,mezzo-piano,normal,1,0
bassoon/As4/bassoon_As4_15_piano_normal.mp3,bassoon,woodwind,1.2018,44100,As4,70,piano,normal,1,0
bassoon/As4/bassoon_As4_1_forte_normal.mp3,bassoon,woodwind,0.3658,44100,As4,70,forte,normal,1,0
bassoon/As4/bassoon_As4_1_fortissimo_normal.mp3,bassoon,woodwind,1.1756,44100,As4,70,fortissimo,normal,1,0
bassoon/As4/bassoon_As4_1_mezzo-piano_normal.mp3,bassoon,woodwind,1.3845,44100,As4,70,mezzo-piano,normal,1,0
bassoon/As4/bassoon_As4_1_piano_normal.mp3,bassoon,woodwind,1.1234,44100,As4,70,piano,normal,1,0
bassoon/B1/bassoon_B1_025_forte_normal.mp3,bassoon,woodwind,0.3135,44100,B1,35,forte,normal,1,0
bassoon/B1/bassoon_B1_025_fortissimo_normal.mp3,bassoon,woodwind,0.3135,44100,B1,35,fortissimo,normal,1,0
bassoon/B1/bassoon_B1_025_mezzo-piano_normal.mp3,bassoon,woodwind,0.3396,44100,B1,35,mezzo-piano,normal,1,0
bassoon/B1/bassoon_B1_025_piano_normal.mp3,bassoon,woodwind,0.2612,44100,B1,35,piano,normal,1,0
bassoon/B1/bassoon_B1_05_forte_normal.mp3,bassoon,woodwind,0.5486,44100,B1,35,forte,normal,1,0
bassoon/B1/bassoon_B1_05_fortissimo_normal.mp3,bassoon,woodwind,0.6009,44100,B1,35,fortissimo,normal,1,0
bassoon/B1/bassoon_B1_05_mezzo-piano_normal.mp3,bassoon,woodwind,0.5747,44100,B1,35,mezzo-piano,normal,1,0
bassoon/B1/bassoon_B1_05_piano_normal.mp3,bassoon,woodwind,0.4703,44100,B1,35,piano,normal,1,0
bassoon/B1/bassoon_B1_15_forte_normal.mp3,bassoon,woodwind,1.2279,44100,B1,35,forte,normal,1,0
bassoon/B1/bassoon_B1_15_fortissimo_normal.mp3,bassoon,woodwind,1.2539,44100,B1,35,fortissimo,normal,1,0
bassoon/B1/bassoon_B1_15_mezzo-piano_normal.mp3,bassoon,woodwind,1.2539,44100,B1,35,mezzo-piano,normal,1,0
bassoon/B1/bassoon_B1_15_piano_normal.mp3,bassoon,woodwind,1.2279,44100,B1,35,piano,normal,1,0
bassoon/B1/bassoon_B1_1_forte_normal.mp3,bassoon,woodwind,1.3845,44100,B1,35,forte,normal,1,0
bassoon/B1/bassoon_B1_1_fortissimo_normal.mp3,bassoon,woodwind,1.5413,44100,B1,35,fortissimo,normal,1,0
bassoon/B1/bassoon_B1_1_mezzo-piano_normal.mp3,bassoon,woodwind,1.1234,44100,B1,35,mezzo-piano,normal,1,0
bassoon/B1/bassoon_B1_1_piano_normal.mp3,bassoon,woodwind,1.0711,44100,B1,35,piano,normal,1,0
bassoon/B2/bassoon_B2_025_forte_normal.mp3,bassoon,woodwind,0.4964,44100,B2,47,forte,normal,1,0
bassoon/B2/bassoon_B2_025_fortissimo_normal.mp3,bassoon,woodwind,0.5747,44100,B2,47,fortissimo,normal,1,0
bassoon/B2/bassoon_B2_025_mezzo-piano_normal.mp3,bassoon,woodwind,0.4441,44100,B2,47,mezzo-piano,normal,1,0
bassoon/B2/bassoon_B2_025_piano_normal.mp3,bassoon,woodwind,0.2612,44100,B2,47,piano,normal,1,0
bassoon/B2/bassoon_B2_05_forte_normal.mp3,bassoon,woodwind,0.418,44100,B2,47,forte,normal,1,0
bassoon/B2/bassoon_B2_05_fortissimo_normal.mp3,bassoon,woodwind,1.3584,44100,B2,47,fortissimo,normal,1,0
bassoon/B2/bassoon_B2_05_mezzo-forte_normal.mp3,bassoon,woodwind,0.3658,44100,B2,47,mezzo-forte,normal,1,0
bassoon/B2/bassoon_B2_05_mezzo-piano_normal.mp3,bassoon,woodwind,1.28,44100,B2,47,mezzo-piano,normal,1,0
bassoon/B2/bassoon_B2_05_piano_normal.mp3,bassoon,woodwind,0.3919,44100,B2,47,piano,normal,1,0
bassoon/B2/bassoon_B2_15_piano_normal.mp3,bassoon,woodwind,1.3584,44100,B2,47,piano,normal,1,0
bassoon/B2/bassoon_B2_1_forte_normal.mp3,bassoon,woodwind,1.2539,44100,B2,47,forte,normal,1,0
bassoon/B2/bassoon_B2_1_mezzo-forte_normal.mp3,bassoon,woodwind,1.3845,44100,B2,47,mezzo-forte,normal,1,0
bassoon/B2/bassoon_B2_1_mezzo-piano_normal.mp3,bassoon,woodwind,1.28,44100,B2,47,mezzo-piano,normal,1,0
bassoon/B2/bassoon_B2_1_piano_normal.mp3,bassoon,woodwind,1.2539,44100,B2,47,piano,normal,1,0
bassoon/B3/bassoon_B3_025_forte_normal.mp3,bassoon,woodwind,0.3135,44100,B3,59,forte,normal,1,0
bassoon/B3/bassoon_B3_025_fortissimo_normal.mp3,bassoon,woodwind,0.4964,44100,B3,59,fortissimo,normal,1,0
bassoon/B3/bassoon_B3_025_mezzo-piano_normal.mp3,bassoon,woodwind,0.3135,44100,B3,59,mezzo-piano,normal,1,0
bassoon/B3/bassoon_B3_025_piano_normal.mp3,bassoon,woodwind,0.2351,44100,B3,59,piano,normal,1,0
bassoon/B3/bassoon_B3_05_forte_normal.mp3,bassoon,woodwind,0.418,44100,B3,59,forte,normal,1,0
bassoon/B3/bassoon_B3_05_fortissimo_normal.mp3,bassoon,woodwind,1.4106,44100,B3,59,fortissimo,normal,1,0
bassoon/B3/bassoon_B3_05_mezzo-forte_normal.mp3,bassoon,woodwind,0.3135,44100,B3,59,mezzo-forte,normal,1,0
bassoon/B3/bassoon_B3_05_mezzo-piano_normal.mp3,bassoon,woodwind,0.4441,44100,B3,59,mezzo-piano,normal,1,0
bassoon/B3/bassoon_B3_05_piano_normal.mp3,bassoon,woodwind,0.418,44100,B3,59,piano,normal,1,0
bassoon/B3/bassoon_B3_15_mezzo-piano_normal.mp3,bassoon,woodwind,0.8882,44100,B3,59,mezzo-piano,normal,1,0
bassoon/B3/bassoon_B3_15_piano_normal.mp3,bassoon,woodwind,1.3584,44100,B3,59,piano,normal,1,0
bassoon/B3/bassoon_B3_1_forte_normal.mp3,bassoon,woodwind,1.3584,44100,B3,59,forte,normal,1,0
bassoon/B3/bassoon_B3_1_mezzo-forte_normal.mp3,bassoon,woodwind,1.4106,44100,B3,59,mezzo-forte,normal,1,0
bassoon/B3/bassoon_B3_1_mezzo-piano_normal.mp3,bassoon,woodwind,1.2539,44100,B3,59,mezzo-piano,normal,1,0
bassoon/B3/bassoon_B3_1_piano_normal.mp3,bassoon,woodwind,1.2539,44100,B3,59,piano,normal,1,0
bassoon/B4/bassoon_B4_025_forte_normal.mp3,bassoon,woodwind,0.3135,44100,B4,71,forte,normal,1,0
bassoon/B4/bassoon_B4_025_fortissimo_normal.mp3,bassoon,woodwind,0.3396,44100,B4,71,fortissimo,normal,1,0
bassoon/B4/bassoon_B4_025_mezzo-piano_normal.mp3,bassoon,woodwind,0.2351,44100,B4,71,mezzo-piano,normal,1,0
bassoon/B4/bassoon_B4_025_piano_normal.mp3,bassoon,woodwind,0.2874,44100,B4,71,piano,normal,1,0
bassoon/B4/bassoon_B4_05_forte_normal.mp3,bassoon,woodwind,0.4441,44100,B4,71,forte,normal,1,0
bassoon/B4/bassoon_B4_05_fortissimo_normal.mp3,bassoon,woodwind,0.4703,44100,B4,71,fortissimo,normal,1,0
bassoon/B4/bassoon_B4_05_mezzo-piano_normal.mp3,bassoon,woodwind,0.418,44100,B4,71,mezzo-piano,normal,1,0
bassoon/B4/bassoon_B4_05_piano_normal.mp3,bassoon,woodwind,0.4964,44100,B4,71,piano,normal,1,0
bassoon/B4/bassoon_B4_15_forte_normal.mp3,bassoon,woodwind,1.28,44100,B4,71,forte,normal,1,0
bassoon/B4/bassoon_B4_15_piano_normal.mp3,bassoon,woodwind,1.3322,44100,B4,71,piano,normal,1,0
bassoon/B4/bassoon_B4_1_forte_normal.mp3,bassoon,woodwind,1.3845,44100,B4,71,forte,normal,1,0
bassoon/B4/bassoon_B4_1_fortissimo_normal.mp3,bassoon,woodwind,1.3845,44100,B4,71,fortissimo,normal,1,0
bassoon/B4/bassoon_B4_1_mezzo-piano_normal.mp3,bassoon,woodwind,1.3322,44100,B4,71,mezzo-piano,normal,1,0
bassoon/B4/bassoon_B4_1_piano_normal.mp3,bassoon,woodwind,1.28,44100,B4,71,piano,normal,1,0
bassoon/C2/bassoon_C2_025_forte_normal.mp3,bassoon,woodwind,0.3135,44100,C2,36,forte,normal,1,0
bassoon/C2/bassoon_C2_025_fortissimo_normal.mp3,bassoon,woodwind,0.3658,44100,C2,36,fortissimo,normal,1,0
bassoon/C2/bassoon_C2_025_mezzo-piano_normal.mp3,bassoon,woodwind,0.3135,44100,C2,36,mezzo-piano,normal,1,0
bassoon/C2/bassoon_C2_025_piano_normal.mp3,bassoon,woodwind,0.2874,44100,C2,36,piano,normal,1,0
bassoon/C2/bassoon_C2_05_forte_normal.mp3,bassoon,woodwind,1.3322,44100,C2,36,forte,normal,1,0
bassoon/C2/bassoon_C2_05_fortissimo_normal.mp3,bassoon,woodwind,0.6009,44100,C2,36,fortissimo,normal,1,0
bassoon/C2/bassoon_C2_05_mezzo-piano_normal.mp3,bassoon,woodwind,0.4703,44100,C2,36,mezzo-piano,normal,1,0
bassoon/C2/bassoon_C2_05_piano_normal.mp3,bassoon,woodwind,0.3135,44100,C2,36,piano,normal,1,0
bassoon/C2/bassoon_C2_15_forte_normal.mp3,bassoon,woodwind,0.4703,44100,C2,36,forte,normal,1,0
bassoon/C2/bassoon_C2_15_fortissimo_normal.mp3,bassoon,woodwind,1.3584,44100,C2,36,fortissimo,normal,1,0
bassoon/C2/bassoon_C2_15_mezzo-piano_normal.mp3,bassoon,woodwind,1.28,44100,C2,36,mezzo-piano,normal,1,0
bassoon/C2/bassoon_C2_15_piano_normal.mp3,bassoon,woodwind,1.2539,44100,C2,36,piano,normal,1,0
bassoon/C2/bassoon_C2_1_forte_normal.mp3,bassoon,woodwind,1.2279,44100,C2,36,forte,normal,1,0
bassoon/C2/bassoon_C2_1_fortissimo_normal.mp3,bassoon,woodwind,1.4629,44100,C2,36,fortissimo,normal,1,0
bassoon/C2/bassoon_C2_1_mezzo-piano_normal.mp3,bassoon,woodwind,1.28,44100,C2,36,mezzo-piano,normal,1,0
bassoon/C2/bassoon_C2_1_piano_normal.mp3,bassoon,woodwind,1.1495,44100,C2,36,piano,normal,1,0
bassoon/C3/bassoon_C3_025_forte_normal.mp3,bassoon,woodwind,0.3135,44100,C3,48,forte,normal,1,0
bassoon/C3/bassoon_C3_025_fortissimo_normal.mp3,bassoon,woodwind,0.5225,44100,C3,48,fortissimo,normal,1,0
bassoon/C3/bassoon_C3_025_mezzo-piano_normal.mp3,bassoon,woodwind,0.3396,44100,C3,48,mezzo-piano,normal,1,0
bassoon/C3/bassoon_C3_025_piano_normal.mp3,bassoon,woodwind,0.2874,44100,C3,48,piano,normal,1,0
bassoon/C3/bassoon_C3_05_forte_normal.mp3,bassoon,woodwind,0.4703,44100,C3,48,forte,normal,1,0
bassoon/C3/bassoon_C3_05_fortissimo_normal.mp3,bassoon,woodwind,1.5413,44100,C3,48,fortissimo,normal,1,0
bassoon/C3/bassoon_C3_05_mezzo-forte_normal.mp3,bassoon,woodwind,0.3919,44100,C3,48,mezzo-forte,normal,1,0
bassoon/C3/bassoon_C3_05_mezzo-piano_normal.mp3,bassoon,woodwind,0.4441,44100,C3,48,mezzo-piano,normal,1,0
bassoon/C3/bassoon_C3_05_piano_normal.mp3,bassoon,woodwind,0.3396,44100,C3,48,piano,normal,1,0
bassoon/C3/bassoon_C3_15_piano_normal.mp3,bassoon,woodwind,1.3322,44100,C3,48,piano,normal,1,0
bassoon/C3/bassoon_C3_1_forte_normal.mp3,bassoon,woodwind,1.3322,44100,C3,48,forte,normal,1,0
bassoon/C3/bassoon_C3_1_fortissimo_normal.mp3,bassoon,woodwind,1.0973,44100,C3,48,fortissimo,normal,1,0
bassoon/C3/bassoon_C3_1_mezzo-piano_normal.mp3,bassoon,woodwind,1.3322,44100,C3,48,mezzo-piano,normal,1,0
bassoon/C3/bassoon_C3_1_piano_normal.mp3,bassoon,woodwind,1.2539,44100,C3,48,piano,normal,1,0
bassoon/C4/bassoon_C4_025_forte_normal.mp3,bassoon,woodwind,0.5747,44100,C4,60,forte,normal,1,0
bassoon/C4/bassoon_C4_025_fortissimo_normal.mp3,bassoon,woodwind,0.4964,44100,C4,60,fortissimo,normal,1,0
bassoon/C4/bassoon_C4_025_mezzo-piano_normal.mp3,bassoon,woodwind,0.3135,44100,C4,60,mezzo-piano,normal,1,0
bassoon/C4/bassoon_C4_025_piano_normal.mp3,bassoon,woodwind,0.2874,44100,C4,60,piano,normal,1,0
bassoon/C4/bassoon_C4_05_forte_normal.mp3,bassoon,woodwind,0.3658,44100,C4,60,forte,normal,1,0
bassoon/C4/bassoon_C4_05_fortissimo_normal.mp3,bassoon,woodwind,1.3845,44100,C4,60,fortissimo,normal,1,0
bassoon/C4/bassoon_C4_05_mezzo-forte_normal.mp3,bassoon,woodwind,0.2874,44100,C4,60,mezzo-forte,normal,1,0
bassoon/C4/bassoon_C4_05_mezzo-piano_normal.mp3,bassoon,woodwind,0.3135,44100,C4,60,mezzo-piano,normal,1,0
bassoon/C4/bassoon_C4_05_piano_normal.mp3,bassoon,woodwind,0.3919,44100,C4,60,piano,normal,1,0
bassoon/C4/bassoon_C4_15_mezzo-piano_normal.mp3,bassoon,woodwind,1.28,44100,C4,60,mezzo-piano,normal,1,0
bassoon/C4/bassoon_C4_15_piano_normal.mp3,bassoon,woodwind,1.045,44100,C4,60,piano,normal,1,0
bassoon/C4/bassoon_C4_1_forte_normal.mp3,bassoon,woodwind,1.3584,44100,C4,60,forte,normal,1,0
bassoon/C4/bassoon_C4_1_mezzo-forte_normal.mp3,bassoon,woodwind,1.3845,44100,C4,60,mezzo-forte,normal,1,0
bassoon/C4/bassoon_C4_1_mezzo-piano_normal.mp3,bassoon,woodwind,1.28,44100,C4,60,mezzo-piano,normal,1,0
bassoon/C4/bassoon_C4_1_piano_normal.mp3,bassoon,woodwind,1.2279,44100,C4,60,piano,normal,1,0
