window_path,label,split,source_path,start_time,content_s,pre_norm_rms,post_norm_rms
work/windows/bassoon/As1/bassoon_As1_1_piano_normal_w000.wav,bassoon,train,bassoon/As1/bassoon_As1_1_piano_normal.mp3,0.0,1.0449,0.01365,0.1
work/windows/bassoon/As1/bassoon_As1_very-long_cresc-decresc_normal_w000.wav,bassoon,train,bassoon/As1/bassoon_As1_very-long_cresc-decresc_normal.mp3,0.0,3.0,0.03626,0.1
work/windows/bassoon/As1/bassoon_As1_very-long_cresc-decresc_normal_w001.wav,bassoon,train,bassoon/As1/bassoon_As1_very-long_cresc-decresc_normal.mp3,3.0,2.6192,0.04024,0.1
work/windows/bassoon/As2/bassoon_As2_025_forte_normal_w000.wav,bassoon,train,bassoon/As2/bassoon_As2_025_forte_normal.mp3,0.0,0.4644,0.05099,0.1
work/windows/bassoon/As2/bassoon_As2_025_fortissimo_normal_w000.wav,bassoon,train,bassoon/As2/bassoon_As2_025_fortissimo_normal.mp3,0.0,0.5224,0.05758,0.1
work/windows/bassoon/As2/bassoon_As2_025_mezzo-piano_normal_w000.wav,bassoon,train,bassoon/As2/bassoon_As2_025_mezzo-piano_normal.mp3,0.0,0.3251,0.03349,0.1
work/windows/bassoon/As2/bassoon_As2_025_piano_normal_w000.wav,bassoon,train,bassoon/As2/bassoon_As2_025_piano_normal.mp3,0.0,0.2786,0.01971,0.1
work/windows/bassoon/As2/bassoon_As2_05_forte_normal_w000.wav,bassoon,train,bassoon/As2/bassoon_As2_05_forte_normal.mp3,0.0,1.3932,0.05986,0.1
work/windows/bassoon/As2/bassoon_As2_05_fortissimo_normal_w000.wav,bassoon,train,bassoon/As2/bassoon_As2_05_fortissimo_normal.mp3,0.0,1.4367,0.0643,0.1
work/windows/bassoon/As2/bassoon_As2_05_mezzo-forte_normal_w000.wav,bassoon,train,bassoon/As2/bassoon_As2_05_mezzo-forte_normal.mp3,0.0,0.3918,0.03844,0.1
work/windows/bassoon/As2/bassoon_As2_05_mezzo-piano_normal_w000.wav,bassoon,train,bassoon/As2/bassoon_As2_05_mezzo-piano_normal.mp3,0.0,0.4412,0.03858,0.1
work/windows/bassoon/As2/bassoon_As2_05_piano_normal_w000.wav,bassoon,train,bassoon/As2/bassoon_As2_05_piano_normal.mp3,0.0,0.418,0.02423,0.1
work/windows/bassoon/As2/bassoon_As2_15_piano_normal_w000.wav,bassoon,train,bassoon/As2/bassoon_As2_15_piano_normal.mp3,0.0,1.4106,0.02994,0.1
work/windows/bassoon/As2/bassoon_As2_1_forte_normal_w000.wav,bassoon,train,bassoon/As2/bassoon_As2_1_forte_normal.mp3,0.0,0.9752,0.04332,0.1
work/windows/bassoon/As2/bassoon_As2_1_mezzo-forte_normal_w000.wav,bassoon,train,bassoon/As2/bassoon_As2_1_mezzo-forte_normal.mp3,0.0,1.3003,0.06251,0.1
work/windows/bassoon/As2/bassoon_As2_1_mezzo-piano_normal_w000.wav,bassoon,train,bassoon/As2/bassoon_As2_1_mezzo-piano_normal.mp3,0.0,1.3235,0.05026,0.1
work/windows/bassoon/As2/bassoon_As2_1_piano_normal_w000.wav,bassoon,train,bassoon/As2/bassoon_As2_1_piano_normal.mp3,0.0,1.3003,0.02994,0.1
work/windows/bassoon/As2/bassoon_As2_very-long_cresc-decresc_normal_w000.wav,bassoon,train,bassoon/As2/bassoon_As2_very-long_cresc-decresc_normal.mp3,0.0,3.0,0.06435,0.1
work/windows/bassoon/As2/bassoon_As2_very-long_cresc-decresc_normal_w001.wav,bassoon,train,bassoon/As2/bassoon_As2_very-long_cresc-decresc_normal.mp3,3.0,2.5031,0.04549,0.1
work/windows/bassoon/As3/bassoon_As3_025_forte_normal_w000.wav,bassoon,train,bassoon/As3/bassoon_As3_025_forte_normal.mp3,0.0,0.3918,0.04898,0.1
work/windows/bassoon/As3/bassoon_As3_025_fortissimo_normal_w000.wav,bassoon,train,bassoon/As3/bassoon_As3_025_fortissimo_normal.mp3,0.0,0.4644,0.0654,0.1
work/windows/bassoon/As3/bassoon_As3_025_mezzo-piano_normal_w000.wav,bassoon,train,bassoon/As3/bassoon_As3_025_mezzo-piano_normal.mp3,0.0,0.2322,0.04195,0.1
work/windows/bassoon/As3/bassoon_As3_025_piano_normal_w000.wav,bassoon,train,bassoon/As3/bassoon_As3_025_piano_normal.mp3,0.0,0.2612,0.02627,0.1
work/windows/bassoon/As3/bassoon_As3_05_forte_normal_w000.wav,bassoon,train,bassoon/As3/bassoon_As3_05_forte_normal.mp3,0.0,0.4412,0.05812,0.1
work/windows/bassoon/As3/bassoon_As3_05_fortissimo_normal_w000.wav,bassoon,train,bassoon/As3/bassoon_As3_05_fortissimo_normal.mp3,0.0,1.3468,0.07518,0.1
work/windows/bassoon/As3/bassoon_As3_05_mezzo-forte_normal_w000.wav,bassoon,train,bassoon/As3/bassoon_As3_05_mezzo-forte_normal.mp3,0.0,0.3251,0.0544,0.1
work/windows/bassoon/As3/bassoon_As3_05_mezzo-piano_normal_w000.wav,bassoon,train,bassoon/As3/bassoon_As3_05_mezzo-piano_normal.mp3,0.0,0.4412,0.04485,0.1
work/windows/bassoon/As3/bassoon_As3_05_piano_normal_w000.wav,bassoon,train,bassoon/As3/bassoon_As3_05_piano_normal.mp3,0.0,0.3918,0.02579,0.1
work/windows/bassoon/As3/bassoon_As3_15_forte_normal_w000.wav,bassoon,train,bassoon/As3/bassoon_As3_15_forte_normal.mp3,0.0,1.3003,0.06824,0.1
work/windows/bassoon/As3/bassoon_As3_15_mezzo-piano_normal_w000.wav,bassoon,train,bassoon/As3/bassoon_As3_15_mezzo-piano_normal.mp3,0.0,1.2539,0.06092,0.1
work/windows/bassoon/As3/bassoon_As3_15_piano_normal_w000.wav,bassoon,train,bassoon/As3/bassoon_As3_15_piano_normal.mp3,0.0,1.3468,0.03602,0.1
work/windows/bassoon/As3/bassoon_As3_1_forte_normal_w000.wav,bassoon,train,bassoon/As3/bassoon_As3_1_forte_normal.mp3,0.0,1.161,0.06199,0.1
work/windows/bassoon/As3/bassoon_As3_1_mezzo-forte_normal_w000.wav,bassoon,train,bassoon/As3/bassoon_As3_1_mezzo-forte_normal.mp3,0.0,1.3468,0.07668,0.1
work/windows/bassoon/As3/bassoon_As3_1_mezzo-piano_normal_w000.wav,bassoon,train,bassoon/As3/bassoon_As3_1_mezzo-piano_normal.mp3,0.0,1.3468,0.05976,0.1
work/windows/bassoon/As3/bassoon_As3_1_piano_normal_w000.wav,bassoon,train,bassoon/As3/bassoon_As3_1_piano_normal.mp3,0.0,1.3061,0.03418,0.1
work/windows/bassoon/As3/bassoon_As3_very-long_cresc-decresc_normal_w000.wav,bassoon,train,bassoon/As3/bassoon_As3_very-long_cresc-decresc_normal.mp3,0.0,3.0,0.06997,0.1
work/windows/bassoon/As3/bassoon_As3_very-long_cresc-decresc_normal_w001.wav,bassoon,train,bassoon/As3/bassoon_As3_very-long_cresc-decresc_normal.mp3,3.0,2.7121,0.05974,0.1
work/windows/bassoon/As4/bassoon_As4_025_forte_normal_w000.wav,bassoon,train,bassoon/As4/bassoon_As4_025_forte_normal.mp3,0.0,0.2786,0.06684,0.1
work/windows/bassoon/As4/bassoon_As4_025_fortissimo_normal_w000.wav,bassoon,train,bassoon/As4/bassoon_As4_025_fortissimo_normal.mp3,0.0,0.5108,0.11215,0.1
work/windows/bassoon/As4/bassoon_As4_025_mezzo-piano_normal_w000.wav,bassoon,train,bassoon/As4/bassoon_As4_025_mezzo-piano_normal.mp3,0.0,0.2554,0.05295,0.1
work/windows/bassoon/As4/bassoon_As4_025_piano_normal_w000.wav,bassoon,train,bassoon/As4/bassoon_As4_025_piano_normal.mp3,0.0,0.2554,0.03509,0.1
work/windows/bassoon/As4/bassoon_As4_05_forte_normal_w000.wav,bassoon,train,bassoon/As4/bassoon_As4_05_forte_normal.mp3,0.0,0.4644,0.07078,0.1
work/windows/bassoon/As4/bassoon_As4_05_fortissimo_normal_w000.wav,bassoon,train,bassoon/As4/bassoon_As4_05_fortissimo_normal.mp3,0.0,1.2771,0.11513,0.1
work/windows/bassoon/As4/bassoon_As4_05_mezzo-piano_normal_w000.wav,bassoon,train,bassoon/As4/bassoon_As4_05_mezzo-piano_normal.mp3,0.0,0.418,0.06083,0.1
work/windows/bassoon/As4/bassoon_As4_05_piano_normal_w000.wav,bassoon,train,bassoon/As4/bassoon_As4_05_piano_normal.mp3,0.0,0.5341,0.03714,0.1
work/windows/bassoon/As4/bassoon_As4_15_forte_normal_w000.wav,bassoon,train,bassoon/As4/bassoon_As4_15_forte_normal.mp3,0.0,1.2074,0.0785,0.1
work/windows/bassoon/As4/bassoon_As4_15_mezzo-piano_normal_w000.wav,bassoon,train,bassoon/As4/bassoon_As4_15_mezzo-piano_normal.mp3,0.0,1.2278,0.06959,0.1
work/windows/bassoon/As4/bassoon_As4_15_piano_normal_w000.wav,bassoon,train,bassoon/As4/bassoon_As4_15_piano_normal.mp3,0.0,1.1842,0.04251,0.1
work/windows/bassoon/As4/bassoon_As4_1_forte_normal_w000.wav,bassoon,train,bassoon/As4/bassoon_As4_1_forte_normal.mp3,0.0,0.3251,0.09952,0.1
work/windows/bassoon/As4/bassoon_As4_1_fortissimo_normal_w000.wav,bassoon,train,bassoon/As4/bassoon_As4_1_fortissimo_normal.mp3,0.0,1.1378,0.12234,0.1
work/windows/bassoon/As4/bassoon_As4_1_mezzo-piano_normal_w000.wav,bassoon,train,bassoon/As4/bassoon_As4_1_mezzo-piano_normal.mp3,0.0,1.37,0.06523,0.1
work/windows/bassoon/As4/bassoon_As4_1_piano_normal_w000.wav,bassoon,train,bassoon/As4/bassoon_As4_1_piano_normal.mp3,0.0,1.1146,0.04534,0.1
work/windows/bassoon/B1/bassoon_B1_025_forte_normal_w000.wav,bassoon,train,bassoon/B1/bassoon_B1_025_forte_normal.mp3,0.0,0.3135,0.03227,0.1
work/windows/bassoon/B1/bassoon_B1_025_fortissimo_normal_w000.wav,bassoon,train,bassoon/B1/bassoon_B1_025_fortissimo_normal.mp3,0.0,0.3019,0.03514,0.1
work/windows/bassoon/B1/bassoon_B1_025_mezzo-piano_normal_w000.wav,bassoon,train,bassoon/B1/bassoon_B1_025_mezzo-piano_normal.mp3,0.0,0.3396,0.02862,0.1
work/windows/bassoon/B1/bassoon_B1_025_piano_normal_w000.wav,bassoon,train,bassoon/B1/bassoon_B1_025_piano_normal.mp3,0.0,0.2612,0.01513,0.1
work/windows/bassoon/B1/bassoon_B1_05_forte_normal_w000.wav,bassoon,train,bassoon/B1/bassoon_B1_05_forte_normal.mp3,0.0,0.5341,0.03701,0.1
work/windows/bassoon/B1/bassoon_B1_05_fortissimo_normal_w000.wav,bassoon,train,bassoon/B1/bassoon_B1_05_fortissimo_normal.mp3,0.0,0.5805,0.04518,0.1
work/windows/bassoon/B1/bassoon_B1_05_mezzo-piano_normal_w000.wav,bassoon,train,bassoon/B1/bassoon_B1_05_mezzo-piano_normal.mp3,0.0,0.5747,0.03,0.1
work/windows/bassoon/B1/bassoon_B1_05_piano_normal_w000.wav,bassoon,train,bassoon/B1/bassoon_B1_05_piano_normal.mp3,0.0,0.4644,0.01592,0.1
work/windows/bassoon/B1/bassoon_B1_15_forte_normal_w000.wav,bassoon,train,bassoon/B1/bassoon_B1_15_forte_normal.mp3,0.0,1.2074,0.03918,0.1
work/windows/bassoon/B1/bassoon_B1_15_fortissimo_normal_w000.wav,bassoon,train,bassoon/B1/bassoon_B1_15_fortissimo_normal.mp3,0.0,1.2539,0.04593,0.1
work/windows/bassoon/B1/bassoon_B1_15_mezzo-piano_normal_w000.wav,bassoon,train,bassoon/B1/bassoon_B1_15_mezzo-piano_normal.mp3,0.0,1.2539,0.03492,0.1
work/windows/bassoon/B1/bassoon_B1_15_piano_normal_w000.wav,bassoon,train,bassoon/B1/bassoon_B1_15_piano_normal.mp3,0.0,1.2278,0.02052,0.1
work/windows/bassoon/B1/bassoon_B1_1_forte_normal_w000.wav,bassoon,train,bassoon/B1/bassoon_B1_1_forte_normal.mp3,0.0,1.3845,0.03936,0.1
work/windows/bassoon/B1/bassoon_B1_1_fortissimo_normal_w000.wav,bassoon,train,bassoon/B1/bassoon_B1_1_fortissimo_normal.mp3,0.0,1.5325,0.04258,0.1
work/windows/bassoon/B1/bassoon_B1_1_mezzo-piano_normal_w000.wav,bassoon,train,bassoon/B1/bassoon_B1_1_mezzo-piano_normal.mp3,0.0,1.1233,0.03196,0.1
work/windows/bassoon/B1/bassoon_B1_1_piano_normal_w000.wav,bassoon,train,bassoon/B1/bassoon_B1_1_piano_normal.mp3,0.0,1.0681,0.01895,0.1
work/windows/bassoon/B2/bassoon_B2_025_forte_normal_w000.wav,bassoon,train,bassoon/B2/bassoon_B2_025_forte_normal.mp3,0.0,0.4644,0.07035,0.1
work/windows/bassoon/B2/bassoon_B2_025_fortissimo_normal_w000.wav,bassoon,train,bassoon/B2/bassoon_B2_025_fortissimo_normal.mp3,0.0,0.5341,0.07365,0.1
work/windows/bassoon/B2/bassoon_B2_025_mezzo-piano_normal_w000.wav,bassoon,train,bassoon/B2/bassoon_B2_025_mezzo-piano_normal.mp3,0.0,0.418,0.04737,0.1
work/windows/bassoon/B2/bassoon_B2_025_piano_normal_w000.wav,bassoon,train,bassoon/B2/bassoon_B2_025_piano_normal.mp3,0.0,0.2554,0.02728,0.1
work/windows/bassoon/B2/bassoon_B2_05_forte_normal_w000.wav,bassoon,train,bassoon/B2/bassoon_B2_05_forte_normal.mp3,0.0,0.3947,0.0571,0.1
work/windows/bassoon/B2/bassoon_B2_05_fortissimo_normal_w000.wav,bassoon,train,bassoon/B2/bassoon_B2_05_fortissimo_normal.mp3,0.0,1.3003,0.08609,0.1
work/windows/bassoon/B2/bassoon_B2_05_mezzo-forte_normal_w000.wav,bassoon,train,bassoon/B2/bassoon_B2_05_mezzo-forte_normal.mp3,0.0,0.3483,0.07162,0.1
work/windows/bassoon/B2/bassoon_B2_05_mezzo-piano_normal_w000.wav,bassoon,train,bassoon/B2/bassoon_B2_05_mezzo-piano_normal.mp3,0.0,1.2539,0.05945,0.1
work/windows/bassoon/B2/bassoon_B2_05_piano_normal_w000.wav,bassoon,train,bassoon/B2/bassoon_B2_05_piano_normal.mp3,0.0,0.3918,0.02883,0.1
work/windows/bassoon/B2/bassoon_B2_15_piano_normal_w000.wav,bassoon,train,bassoon/B2/bassoon_B2_15_piano_normal.mp3,0.0,1.3468,0.03984,0.1
work/windows/bassoon/B2/bassoon_B2_1_forte_normal_w000.wav,bassoon,train,bassoon/B2/bassoon_B2_1_forte_normal.mp3,0.0,1.2539,0.07521,0.1
work/windows/bassoon/B2/bassoon_B2_1_mezzo-forte_normal_w000.wav,bassoon,train,bassoon/B2/bassoon_B2_1_mezzo-forte_normal.mp3,0.0,1.3235,0.08222,0.1
work/windows/bassoon/B2/bassoon_B2_1_mezzo-piano_normal_w000.wav,bassoon,train,bassoon/B2/bassoon_B2_1_mezzo-piano_normal.mp3,0.0,1.2771,0.05965,0.1
work/windows/bassoon/B2/bassoon_B2_1_piano_normal_w000.wav,bassoon,train,bassoon/B2/bassoon_B2_1_piano_normal.mp3,0.0,1.2307,0.04103,0.1
work/windows/bassoon/B3/bassoon_B3_025_forte_normal_w000.wav,bassoon,train,bassoon/B3/bassoon_B3_025_forte_normal.mp3,0.0,0.2786,0.06951,0.1
work/windows/bassoon/B3/bassoon_B3_025_fortissimo_normal_w000.wav,bassoon,train,bassoon/B3/bassoon_B3_025_fortissimo_normal.mp3,0.0,0.4412,0.09941,0.1
work/windows/bassoon/B3/bassoon_B3_025_mezzo-piano_normal_w000.wav,bassoon,train,bassoon/B3/bassoon_B3_025_mezzo-piano_normal.mp3,0.0,0.3019,0.05702,0.1
work/windows/bassoon/B3/bassoon_B3_025_piano_normal_w000.wav,bassoon,train,bassoon/B3/bassoon_B3_025_piano_normal.mp3,0.0,0.2322,0.03151,0.1
work/windows/bassoon/B3/bassoon_B3_05_forte_normal_w000.wav,bassoon,train,bassoon/B3/bassoon_B3_05_forte_normal.mp3,0.0,0.3947,0.07602,0.1
work/windows/bassoon/B3/bassoon_B3_05_fortissimo_normal_w000.wav,bassoon,train,bassoon/B3/bassoon_B3_05_fortissimo_normal.mp3,0.0,1.37,0.10549,0.1
work/windows/bassoon/B3/bassoon_B3_05_mezzo-forte_normal_w000.wav,bassoon,train,bassoon/B3/bassoon_B3_05_mezzo-forte_normal.mp3,0.0,0.2786,0.09075,0.1
work/windows/bassoon/B3/bassoon_B3_05_mezzo-piano_normal_w000.wav,bassoon,train,bassoon/B3/bassoon_B3_05_mezzo-piano_normal.mp3,0.0,0.418,0.05841,0.1
