path,label,family,duration_s,sample_rate,note,midi,dynamic,technique,is_plain,is_phrase,resampled_path,resampled_dur_s,status,trimmed_path,trimmed_dur_s,trim_flag
bassoon/A4/bassoon_A4_025_mezzo-piano_normal.mp3,bassoon,woodwind,0.2351,44100,A4,69,mezzo-piano,normal,1,0,work/resampled/bassoon/A4/bassoon_A4_025_mezzo-piano_normal.wav,0.2351,ok,work/trimmed/bassoon/A4/bassoon_A4_025_mezzo-piano_normal.wav,0.2322,ok
bassoon/A4/bassoon_A4_025_piano_normal.mp3,bassoon,woodwind,0.3919,44100,A4,69,piano,normal,1,0,work/resampled/bassoon/A4/bassoon_A4_025_piano_normal.wav,0.3918,ok,work/trimmed/bassoon/A4/bassoon_A4_025_piano_normal.wav,0.3918,ok
bassoon/A4/bassoon_A4_05_forte_normal.mp3,bassoon,woodwind,0.418,44100,A4,69,forte,normal,1,0,work/resampled/bassoon/A4/bassoon_A4_05_forte_normal.wav,0.418,ok,work/trimmed/bassoon/A4/bassoon_A4_05_forte_normal.wav,0.418,ok
bassoon/A4/bassoon_A4_05_fortissimo_normal.mp3,bassoon,woodwind,1.3845,44100,A4,69,fortissimo,normal,1,0,work/resampled/bassoon/A4/bassoon_A4_05_fortissimo_normal.wav,1.3845,ok,work/trimmed/bassoon/A4/bassoon_A4_05_fortissimo_normal.wav,1.3468,ok
bassoon/A4/bassoon_A4_05_mezzo-forte_normal.mp3,bassoon,woodwind,0.3135,44100,A4,69,mezzo-forte,normal,1,0,work/resampled/bassoon/A4/bassoon_A4_05_mezzo-forte_normal.wav,0.3135,ok,work/trimmed/bassoon/A4/bassoon_A4_05_mezzo-forte_normal.wav,0.3019,ok
bassoon/A4/bassoon_A4_05_mezzo-piano_normal.mp3,bassoon,woodwind,0.418,44100,A4,69,mezzo-piano,normal,1,0,work/resampled/bassoon/A4/bassoon_A4_05_mezzo-piano_normal.wav,0.418,ok,work/trimmed/bassoon/A4/bassoon_A4_05_mezzo-piano_normal.wav,0.3947,ok
bassoon/A4/bassoon_A4_05_piano_normal.mp3,bassoon,woodwind,0.5225,44100,A4,69,piano,normal,1,0,work/resampled/bassoon/A4/bassoon_A4_05_piano_normal.wav,0.5224,ok,work/trimmed/bassoon/A4/bassoon_A4_05_piano_normal.wav,0.5224,ok
bassoon/A4/bassoon_A4_15_forte_normal.mp3,bassoon,woodwind,1.2279,44100,A4,69,forte,normal,1,0,work/resampled/bassoon/A4/bassoon_A4_15_forte_normal.wav,1.2278,ok,work/trimmed/bassoon/A4/bassoon_A4_15_forte_normal.wav,1.2074,ok
bassoon/A4/bassoon_A4_15_mezzo-piano_normal.mp3,bassoon,woodwind,1.28,44100,A4,69,mezzo-piano,normal,1,0,work/resampled/bassoon/A4/bassoon_A4_15_mezzo-piano_normal.wav,1.28,ok,work/trimmed/bassoon/A4/bassoon_A4_15_mezzo-piano_normal.wav,1.2771,ok
bassoon/A4/bassoon_A4_15_piano_normal.mp3,bassoon,woodwind,1.3845,44100,A4,69,piano,normal,1,0,work/resampled/bassoon/A4/bassoon_A4_15_piano_normal.wav,1.3845,ok,work/trimmed/bassoon/A4/bassoon_A4_15_piano_normal.wav,1.3845,ok
bassoon/A4/bassoon_A4_1_forte_normal.mp3,bassoon,woodwind,1.4367,44100,A4,69,forte,normal,1,0,work/resampled/bassoon/A4/bassoon_A4_1_forte_normal.wav,1.4367,ok,work/trimmed/bassoon/A4/bassoon_A4_1_forte_normal.wav,1.4164,ok
bassoon/A4/bassoon_A4_1_mezzo-piano_normal.mp3,bassoon,woodwind,1.28,44100,A4,69,mezzo-piano,normal,1,0,work/resampled/bassoon/A4/bassoon_A4_1_mezzo-piano_normal.wav,1.28,ok,work/trimmed/bassoon/A4/bassoon_A4_1_mezzo-piano_normal.wav,1.2771,ok
bassoon/A4/bassoon_A4_1_piano_normal.mp3,bassoon,woodwind,1.2279,44100,A4,69,piano,normal,1,0,work/resampled/bassoon/A4/bassoon_A4_1_piano_normal.wav,1.2278,ok,work/trimmed/bassoon/A4/bassoon_A4_1_piano_normal.wav,1.2278,ok
bassoon/As1/bassoon_As1_025_fortissimo_normal.mp3,bassoon,woodwind,0.3396,44100,As1,34,fortissimo,normal,1,0,work/resampled/bassoon/As1/bassoon_As1_025_fortissimo_normal.wav,0.3396,ok,work/trimmed/bassoon/As1/bassoon_As1_025_fortissimo_normal.wav,0.3396,ok
bassoon/As1/bassoon_As1_025_mezzo-piano_normal.mp3,bassoon,woodwind,0.3396,44100,As1,34,mezzo-piano,normal,1,0,work/resampled/bassoon/As1/bassoon_As1_025_mezzo-piano_normal.wav,0.3396,ok,work/trimmed/bassoon/As1/bassoon_As1_025_mezzo-piano_normal.wav,0.3396,ok
bassoon/As1/bassoon_As1_025_piano_normal.mp3,bassoon,woodwind,0.2612,44100,As1,34,piano,normal,1,0,work/resampled/bassoon/As1/bassoon_As1_025_piano_normal.wav,0.2612,ok,work/trimmed/bassoon/As1/bassoon_As1_025_piano_normal.wav,0.2612,ok
bassoon/As1/bassoon_As1_05_forte_normal.mp3,bassoon,woodwind,0.6793,44100,As1,34,forte,normal,1,0,work/resampled/bassoon/As1/bassoon_As1_05_forte_normal.wav,0.6792,ok,work/trimmed/bassoon/As1/bassoon_As1_05_forte_normal.wav,0.6792,ok
bassoon/As1/bassoon_As1_05_fortissimo_normal.mp3,bassoon,woodwind,0.5747,44100,As1,34,fortissimo,normal,1,0,work/resampled/bassoon/As1/bassoon_As1_05_fortissimo_normal.wav,0.5747,ok,work/trimmed/bassoon/As1/bassoon_As1_05_fortissimo_normal.wav,0.5747,ok
bassoon/As1/bassoon_As1_05_mezzo-piano_normal.mp3,bassoon,woodwind,0.4441,44100,As1,34,mezzo-piano,normal,1,0,work/resampled/bassoon/As1/bassoon_As1_05_mezzo-piano_normal.wav,0.4441,ok,work/trimmed/bassoon/As1/bassoon_As1_05_mezzo-piano_normal.wav,0.4412,ok
bassoon/As1/bassoon_As1_05_piano_normal.mp3,bassoon,woodwind,0.5747,44100,As1,34,piano,normal,1,0,work/resampled/bassoon/As1/bassoon_As1_05_piano_normal.wav,0.5747,ok,work/trimmed/bassoon/As1/bassoon_As1_05_piano_normal.wav,0.5747,ok
bassoon/As1/bassoon_As1_15_forte_normal.mp3,bassoon,woodwind,1.1495,44100,As1,34,forte,normal,1,0,work/resampled/bassoon/As1/bassoon_As1_15_forte_normal.wav,1.1494,ok,work/trimmed/bassoon/As1/bassoon_As1_15_forte_normal.wav,1.1378,ok
bassoon/As1/bassoon_As1_15_fortissimo_normal.mp3,bassoon,woodwind,1.3322,44100,As1,34,fortissimo,normal,1,0,work/resampled/bassoon/As1/bassoon_As1_15_fortissimo_normal.wav,1.3322,ok,work/trimmed/bassoon/As1/bassoon_As1_15_fortissimo_normal.wav,1.3322,ok
bassoon/As1/bassoon_As1_15_mezzo-piano_normal.mp3,bassoon,woodwind,1.3584,44100,As1,34,mezzo-piano,normal,1,0,work/resampled/bassoon/As1/bassoon_As1_15_mezzo-piano_normal.wav,1.3584,ok,work/trimmed/bassoon/As1/bassoon_As1_15_mezzo-piano_normal.wav,1.3235,ok
bassoon/As1/bassoon_As1_15_piano_normal.mp3,bassoon,woodwind,1.1756,44100,As1,34,piano,normal,1,0,work/resampled/bassoon/As1/bassoon_As1_15_piano_normal.wav,1.1755,ok,work/trimmed/bassoon/As1/bassoon_As1_15_piano_normal.wav,1.161,ok
bassoon/As1/bassoon_As1_1_forte_normal.mp3,bassoon,woodwind,1.3845,44100,As1,34,forte,normal,1,0,work/resampled/bassoon/As1/bassoon_As1_1_forte_normal.wav,1.3845,ok,work/trimmed/bassoon/As1/bassoon_As1_1_forte_normal.wav,1.37,ok
bassoon/As1/bassoon_As1_1_fortissimo_normal.mp3,bassoon,woodwind,1.489,44100,As1,34,fortissimo,normal,1,0,work/resampled/bassoon/As1/bassoon_As1_1_fortissimo_normal.wav,1.489,ok,work/trimmed/bassoon/As1/bassoon_As1_1_fortissimo_normal.wav,1.4861,ok
bassoon/As1/bassoon_As1_1_mezzo-forte_normal.mp3,bassoon,woodwind,0.9144,44100,As1,34,mezzo-forte,normal,1,0,work/resampled/bassoon/As1/bassoon_As1_1_mezzo-forte_normal.wav,0.9143,ok,work/trimmed/bassoon/As1/bassoon_As1_1_mezzo-forte_normal.wav,0.9143,ok
bassoon/As1/bassoon_As1_1_mezzo-piano_normal.mp3,bassoon,woodwind,1.2279,44100,As1,34,mezzo-piano,normal,1,0,work/resampled/bassoon/As1/bassoon_As1_1_mezzo-piano_normal.wav,1.2278,ok,work/trimmed/bassoon/As1/bassoon_As1_1_mezzo-piano_normal.wav,1.2278,ok
bassoon/As1/bassoon_As1_1_piano_normal.mp3,bassoon,woodwind,1.045,44100,As1,34,piano,normal,1,0,work/resampled/bassoon/As1/bassoon_As1_1_piano_normal.wav,1.0449,ok,work/trimmed/bassoon/As1/bassoon_As1_1_piano_normal.wav,1.0449,ok
bassoon/As1/bassoon_As1_phrase_forte_fluttertonguing.mp3,bassoon,woodwind,6.8964,44100,As1,34,forte,fluttertonguing,0,1,work/resampled/bassoon/As1/bassoon_As1_phrase_forte_fluttertonguing.wav,6.8963,ok,work/trimmed/bassoon/As1/bassoon_As1_phrase_forte_fluttertonguing.wav,6.7802,ok
bassoon/As1/bassoon_As1_phrase_mezzo-forte_legato.mp3,bassoon,woodwind,7.445,44100,As1,34,mezzo-forte,legato,0,1,work/resampled/bassoon/As1/bassoon_As1_phrase_mezzo-forte_legato.wav,7.4449,ok,work/trimmed/bassoon/As1/bassoon_As1_phrase_mezzo-forte_legato.wav,7.4072,ok
bassoon/As1/bassoon_As1_phrase_mezzo-forte_staccatissimo.mp3,bassoon,woodwind,7.7584,44100,As1,34,mezzo-forte,staccatissimo,0,1,work/resampled/bassoon/As1/bassoon_As1_phrase_mezzo-forte_staccatissimo.wav,7.7584,ok,work/trimmed/bassoon/As1/bassoon_As1_phrase_mezzo-forte_staccatissimo.wav,7.5465,ok
bassoon/As1/bassoon_As1_phrase_mezzo-forte_staccato.mp3,bassoon,woodwind,7.0531,44100,As1,34,mezzo-forte,staccato,0,1,work/resampled/bassoon/As1/bassoon_As1_phrase_mezzo-forte_staccato.wav,7.0531,ok,work/trimmed/bassoon/As1/bassoon_As1_phrase_mezzo-forte_staccato.wav,6.9892,ok
bassoon/As1/bassoon_As1_phrase_mezzo-forte_tenuto.mp3,bassoon,woodwind,7.4711,44100,As1,34,mezzo-forte,tenuto,0,1,work/resampled/bassoon/As1/bassoon_As1_phrase_mezzo-forte_tenuto.wav,7.471,ok,work/trimmed/bassoon/As1/bassoon_As1_phrase_mezzo-forte_tenuto.wav,7.2446,ok
bassoon/As1/bassoon_As1_very-long_cresc-decresc_normal.mp3,bassoon,woodwind,5.747,44100,As1,34,cresc-decresc,normal,1,0,work/resampled/bassoon/As1/bassoon_As1_very-long_cresc-decresc_normal.wav,5.7469,ok,work/trimmed/bassoon/As1/bassoon_As1_very-long_cresc-decresc_normal.wav,5.6192,ok
bassoon/As2/bassoon_As2_025_forte_normal.mp3,bassoon,woodwind,0.4703,44100,As2,46,forte,normal,1,0,work/resampled/bassoon/As2/bassoon_As2_025_forte_normal.wav,0.4702,ok,work/trimmed/bassoon/As2/bassoon_As2_025_forte_normal.wav,0.4644,ok
bassoon/As2/bassoon_As2_025_fortissimo_normal.mp3,bassoon,woodwind,0.5225,44100,As2,46,fortissimo,normal,1,0,work/resampled/bassoon/As2/bassoon_As2_025_fortissimo_normal.wav,0.5224,ok,work/trimmed/bassoon/As2/bassoon_As2_025_fortissimo_normal.wav,0.5224,ok
bassoon/As2/bassoon_As2_025_mezzo-piano_normal.mp3,bassoon,woodwind,0.3396,44100,As2,46,mezzo-piano,normal,1,0,work/resampled/bassoon/As2/bassoon_As2_025_mezzo-piano_normal.wav,0.3396,ok,work/trimmed/bassoon/As2/bassoon_As2_025_mezzo-piano_normal.wav,0.3251,ok
bassoon/As2/bassoon_As2_025_piano_normal.mp3,bassoon,woodwind,0.2874,44100,As2,46,piano,normal,1,0,work/resampled/bassoon/As2/bassoon_As2_025_piano_normal.wav,0.2873,ok,work/trimmed/bassoon/As2/bassoon_As2_025_piano_normal.wav,0.2786,ok
bassoon/As2/bassoon_As2_05_forte_normal.mp3,bassoon,woodwind,1.4106,44100,As2,46,forte,normal,1,0,work/resampled/bassoon/As2/bassoon_As2_05_forte_normal.wav,1.4106,ok,work/trimmed/bassoon/As2/bassoon_As2_05_forte_normal.wav,1.3932,ok
bassoon/As2/bassoon_As2_05_fortissimo_normal.mp3,bassoon,woodwind,1.4367,44100,As2,46,fortissimo,normal,1,0,work/resampled/bassoon/As2/bassoon_As2_05_fortissimo_normal.wav,1.4367,ok,work/trimmed/bassoon/As2/bassoon_As2_05_fortissimo_normal.wav,1.4367,ok
bassoon/As2/bassoon_As2_05_mezzo-forte_normal.mp3,bassoon,woodwind,0.3919,44100,As2,46,mezzo-forte,normal,1,0,work/resampled/bassoon/As2/bassoon_As2_05_mezzo-forte_normal.wav,0.3918,ok,work/trimmed/bassoon/As2/bassoon_As2_05_mezzo-forte_normal.wav,0.3918,ok
bassoon/As2/bassoon_As2_05_mezzo-piano_normal.mp3,bassoon,woodwind,0.4703,44100,As2,46,mezzo-piano,normal,1,0,work/resampled/bassoon/As2/bassoon_As2_05_mezzo-piano_normal.wav,0.4702,ok,work/trimmed/bassoon/As2/bassoon_As2_05_mezzo-piano_normal.wav,0.4412,ok
bassoon/As2/bassoon_As2_05_piano_normal.mp3,bassoon,woodwind,0.418,44100,As2,46,piano,normal,1,0,work/resampled/bassoon/As2/bassoon_As2_05_piano_normal.wav,0.418,ok,work/trimmed/bassoon/As2/bassoon_As2_05_piano_normal.wav,0.418,ok
bassoon/As2/bassoon_As2_15_piano_normal.mp3,bassoon,woodwind,1.4106,44100,As2,46,piano,normal,1,0,work/resampled/bassoon/As2/bassoon_As2_15_piano_normal.wav,1.4106,ok,work/trimmed/bassoon/As2/bassoon_As2_15_piano_normal.wav,1.4106,ok
bassoon/As2/bassoon_As2_1_forte_normal.mp3,bassoon,woodwind,0.9928,44100,As2,46,forte,normal,1,0,work/resampled/bassoon/As2/bassoon_As2_1_forte_normal.wav,0.9927,ok,work/trimmed/bassoon/As2/bassoon_As2_1_forte_normal.wav,0.9752,ok
bassoon/As2/bassoon_As2_1_mezzo-forte_normal.mp3,bassoon,woodwind,1.3322,44100,As2,46,mezzo-forte,normal,1,0,work/resampled/bassoon/As2/bassoon_As2_1_mezzo-forte_normal.wav,1.3322,ok,work/trimmed/bassoon/As2/bassoon_As2_1_mezzo-forte_normal.wav,1.3003,ok
bassoon/As2/bassoon_As2_1_mezzo-piano_normal.mp3,bassoon,woodwind,1.3584,44100,As2,46,mezzo-piano,normal,1,0,work/resampled/bassoon/As2/bassoon_As2_1_mezzo-piano_normal.wav,1.3584,ok,work/trimmed/bassoon/As2/bassoon_As2_1_mezzo-piano_normal.wav,1.3235,ok
bassoon/As2/bassoon_As2_1_piano_normal.mp3,bassoon,woodwind,1.3061,44100,As2,46,piano,normal,1,0,work/resampled/bassoon/As2/bassoon_As2_1_piano_normal.wav,1.3061,ok,work/trimmed/bassoon/As2/bassoon_As2_1_piano_normal.wav,1.3003,ok
bassoon/As2/bassoon_As2_long_forte_major-trill.mp3,bassoon,woodwind,2.2466,44100,As2,46,forte,major-trill,0,0,work/resampled/bassoon/As2/bassoon_As2_long_forte_major-trill.wav,2.2465,ok,work/trimmed/bassoon/As2/bassoon_As2_long_forte_major-trill.wav,2.1362,ok
bassoon/As2/bassoon_As2_phrase_forte_fluttertonguing.mp3,bassoon,woodwind,6.8703,44100,As2,46,forte,fluttertonguing,0,1,work/resampled/bassoon/As2/bassoon_As2_phrase_forte_fluttertonguing.wav,6.8702,ok,work/trimmed/bassoon/As2/bassoon_As2_phrase_forte_fluttertonguing.wav,6.8034,ok
bassoon/As2/bassoon_As2_phrase_mezzo-forte_legato.mp3,bassoon,woodwind,7.1315,44100,As2,46,mezzo-forte,legato,0,1,work/resampled/bassoon/As2/bassoon_As2_phrase_mezzo-forte_legato.wav,7.1314,ok,work/trimmed/bassoon/As2/bassoon_As2_phrase_mezzo-forte_legato.wav,7.1053,ok
bassoon/As2/bassoon_As2_phrase_mezzo-forte_staccato.mp3,bassoon,woodwind,7.0009,44100,As2,46,mezzo-forte,staccato,0,1,work/resampled/bassoon/As2/bassoon_As2_phrase_mezzo-forte_staccato.wav,7.0008,ok,work/trimmed/bassoon/As2/bassoon_As2_phrase_mezzo-forte_staccato.wav,6.757,ok
bassoon/As2/bassoon_As2_phrase_mezzo-forte_tenuto.mp3,bassoon,woodwind,7.2621,44100,As2,46,mezzo-forte,tenuto,0,1,work/resampled/bassoon/As2/bassoon_As2_phrase_mezzo-forte_tenuto.wav,7.262,ok,work/trimmed/bassoon/As2/bassoon_As2_phrase_mezzo-forte_tenuto.wav,7.2214,ok
bassoon/As2/bassoon_As2_phrase_mezzo-forte_tongued-slur.mp3,bassoon,woodwind,7.3405,44100,As2,46,mezzo-forte,tongued-slur,0,1,work/resampled/bassoon/As2/bassoon_As2_phrase_mezzo-forte_tongued-slur.wav,7.3404,ok,work/trimmed/bassoon/As2/bassoon_As2_phrase_mezzo-forte_tongued-slur.wav,7.3143,ok
bassoon/As2/bassoon_As2_very-long_cresc-decresc_normal.mp3,bassoon,woodwind,5.9037,44100,As2,46,cresc-decresc,normal,1,0,work/resampled/bassoon/As2/bassoon_As2_very-long_cresc-decresc_normal.wav,5.9037,ok,work/trimmed/bassoon/As2/bassoon_As2_very-long_cresc-decresc_normal.wav,5.5031,ok
bassoon/As3/bassoon_As3_025_forte_normal.mp3,bassoon,woodwind,0.3919,44100,As3,58,forte,normal,1,0,work/resampled/bassoon/As3/bassoon_As3_025_forte_normal.wav,0.3918,ok,work/trimmed/bassoon/As3/bassoon_As3_025_forte_normal.wav,0.3918,ok
