path,label,family,duration_s,sample_rate,note,midi,dynamic,technique,is_plain,is_phrase,resampled_path,resampled_dur_s,status
bassoon/A4/bassoon_A4_025_fortissimo_normal.mp3,bassoon,woodwind,0.4703,44100,A4,69,fortissimo,normal,1,0,work/resampled/bassoon/A4/bassoon_A4_025_fortissimo_normal.wav,0.4702,ok
bassoon/A4/bassoon_A4_025_mezzo-piano_normal.mp3,bassoon,woodwind,0.2351,44100,A4,69,mezzo-piano,normal,1,0,work/resampled/bassoon/A4/bassoon_A4_025_mezzo-piano_normal.wav,0.2351,ok
bassoon/A4/bassoon_A4_025_piano_normal.mp3,bassoon,woodwind,0.3919,44100,A4,69,piano,normal,1,0,work/resampled/bassoon/A4/bassoon_A4_025_piano_normal.wav,0.3918,ok
bassoon/A4/bassoon_A4_05_forte_normal.mp3,bassoon,woodwind,0.418,44100,A4,69,forte,normal,1,0,work/resampled/bassoon/A4/bassoon_A4_05_forte_normal.wav,0.418,ok
bassoon/A4/bassoon_A4_05_fortissimo_normal.mp3,bassoon,woodwind,1.3845,44100,A4,69,fortissimo,normal,1,0,work/resampled/bassoon/A4/bassoon_A4_05_fortissimo_normal.wav,1.3845,ok
bassoon/A4/bassoon_A4_05_mezzo-forte_normal.mp3,bassoon,woodwind,0.3135,44100,A4,69,mezzo-forte,normal,1,0,work/resampled/bassoon/A4/bassoon_A4_05_mezzo-forte_normal.wav,0.3135,ok
bassoon/A4/bassoon_A4_05_mezzo-piano_normal.mp3,bassoon,woodwind,0.418,44100,A4,69,mezzo-piano,normal,1,0,work/resampled/bassoon/A4/bassoon_A4_05_mezzo-piano_normal.wav,0.418,ok
bassoon/A4/bassoon_A4_05_piano_normal.mp3,bassoon,woodwind,0.5225,44100,A4,69,piano,normal,1,0,work/resampled/bassoon/A4/bassoon_A4_05_piano_normal.wav,0.5224,ok
bassoon/A4/bassoon_A4_15_forte_normal.mp3,bassoon,woodwind,1.2279,44100,A4,69,forte,normal,1,0,work/resampled/bassoon/A4/bassoon_A4_15_forte_normal.wav,1.2278,ok
bassoon/A4/bassoon_A4_15_mezzo-piano_normal.mp3,bassoon,woodwind,1.28,44100,A4,69,mezzo-piano,normal,1,0,work/resampled/bassoon/A4/bassoon_A4_15_mezzo-piano_normal.wav,1.28,ok
bassoon/A4/bassoon_A4_15_piano_normal.mp3,bassoon,woodwind,1.3845,44100,A4,69,piano,normal,1,0,work/resampled/bassoon/A4/bassoon_A4_15_piano_normal.wav,1.3845,ok
bassoon/A4/bassoon_A4_1_forte_normal.mp3,bassoon,woodwind,1.4367,44100,A4,69,forte,normal,1,0,work/resampled/bassoon/A4/bassoon_A4_1_forte_normal.wav,1.4367,ok
bassoon/A4/bassoon_A4_1_mezzo-piano_normal.mp3,bassoon,woodwind,1.28,44100,A4,69,mezzo-piano,normal,1,0,work/resampled/bassoon/A4/bassoon_A4_1_mezzo-piano_normal.wav,1.28,ok
bassoon/A4/bassoon_A4_1_piano_normal.mp3,bassoon,woodwind,1.2279,44100,A4,69,piano,normal,1,0,work/resampled/bassoon/A4/bassoon_A4_1_piano_normal.wav,1.2278,ok
bassoon/As1/bassoon_As1_025_fortissimo_normal.mp3,bassoon,woodwind,0.3396,44100,As1,34,fortissimo,normal,1,0,work/resampled/bassoon/As1/bassoon_As1_025_fortissimo_normal.wav,0.3396,ok
bassoon/As1/bassoon_As1_025_mezzo-piano_normal.mp3,bassoon,woodwind,0.3396,44100,As1,34,mezzo-piano,normal,1,0,work/resampled/bassoon/As1/bassoon_As1_025_mezzo-piano_normal.wav,0.3396,ok
bassoon/As1/bassoon_As1_025_piano_normal.mp3,bassoon,woodwind,0.2612,44100,As1,34,piano,normal,1,0,work/resampled/bassoon/As1/bassoon_As1_025_piano_normal.wav,0.2612,ok
bassoon/As1/bassoon_As1_05_forte_normal.mp3,bassoon,woodwind,0.6793,44100,As1,34,forte,normal,1,0,work/resampled/bassoon/As1/bassoon_As1_05_forte_normal.wav,0.6792,ok
bassoon/As1/bassoon_As1_05_fortissimo_normal.mp3,bassoon,woodwind,0.5747,44100,As1,34,fortissimo,normal,1,0,work/resampled/bassoon/As1/bassoon_As1_05_fortissimo_normal.wav,0.5747,ok
bassoon/As1/bassoon_As1_05_mezzo-piano_normal.mp3,bassoon,woodwind,0.4441,44100,As1,34,mezzo-piano,normal,1,0,work/resampled/bassoon/As1/bassoon_As1_05_mezzo-piano_normal.wav,0.4441,ok
bassoon/As1/bassoon_As1_05_piano_normal.mp3,bassoon,woodwind,0.5747,44100,As1,34,piano,normal,1,0,work/resampled/bassoon/As1/bassoon_As1_05_piano_normal.wav,0.5747,ok
bassoon/As1/bassoon_As1_15_forte_normal.mp3,bassoon,woodwind,1.1495,44100,As1,34,forte,normal,1,0,work/resampled/bassoon/As1/bassoon_As1_15_forte_normal.wav,1.1494,ok
bassoon/As1/bassoon_As1_15_fortissimo_normal.mp3,bassoon,woodwind,1.3322,44100,As1,34,fortissimo,normal,1,0,work/resampled/bassoon/As1/bassoon_As1_15_fortissimo_normal.wav,1.3322,ok
bassoon/As1/bassoon_As1_15_mezzo-piano_normal.mp3,bassoon,woodwind,1.3584,44100,As1,34,mezzo-piano,normal,1,0,work/resampled/bassoon/As1/bassoon_As1_15_mezzo-piano_normal.wav,1.3584,ok
bassoon/As1/bassoon_As1_15_piano_normal.mp3,bassoon,woodwind,1.1756,44100,As1,34,piano,normal,1,0,work/resampled/bassoon/As1/bassoon_As1_15_piano_normal.wav,1.1755,ok
bassoon/As1/bassoon_As1_1_forte_normal.mp3,bassoon,woodwind,1.3845,44100,As1,34,forte,normal,1,0,work/resampled/bassoon/As1/bassoon_As1_1_forte_normal.wav,1.3845,ok
bassoon/As1/bassoon_As1_1_fortissimo_normal.mp3,bassoon,woodwind,1.489,44100,As1,34,fortissimo,normal,1,0,work/resampled/bassoon/As1/bassoon_As1_1_fortissimo_normal.wav,1.489,ok
bassoon/As1/bassoon_As1_1_mezzo-forte_normal.mp3,bassoon,woodwind,0.9144,44100,As1,34,mezzo-forte,normal,1,0,work/resampled/bassoon/As1/bassoon_As1_1_mezzo-forte_normal.wav,0.9143,ok
bassoon/As1/bassoon_As1_1_mezzo-piano_normal.mp3,bassoon,woodwind,1.2279,44100,As1,34,mezzo-piano,normal,1,0,work/resampled/bassoon/As1/bassoon_As1_1_mezzo-piano_normal.wav,1.2278,ok
bassoon/As1/bassoon_As1_1_piano_normal.mp3,bassoon,woodwind,1.045,44100,As1,34,piano,normal,1,0,work/resampled/bassoon/As1/bassoon_As1_1_piano_normal.wav,1.0449,ok
bassoon/As1/bassoon_As1_very-long_cresc-decresc_normal.mp3,bassoon,woodwind,5.747,44100,As1,34,cresc-decresc,normal,1,0,work/resampled/bassoon/As1/bassoon_As1_very-long_cresc-decresc_normal.wav,5.7469,ok
bassoon/As2/bassoon_As2_025_forte_normal.mp3,bassoon,woodwind,0.4703,44100,As2,46,forte,normal,1,0,work/resampled/bassoon/As2/bassoon_As2_025_forte_normal.wav,0.4702,ok
bassoon/As2/bassoon_As2_025_fortissimo_normal.mp3,bassoon,woodwind,0.5225,44100,As2,46,fortissimo,normal,1,0,work/resampled/bassoon/As2/bassoon_As2_025_fortissimo_normal.wav,0.5224,ok
bassoon/As2/bassoon_As2_025_mezzo-piano_normal.mp3,bassoon,woodwind,0.3396,44100,As2,46,mezzo-piano,normal,1,0,work/resampled/bassoon/As2/bassoon_As2_025_mezzo-piano_normal.wav,0.3396,ok
bassoon/As2/bassoon_As2_025_piano_normal.mp3,bassoon,woodwind,0.2874,44100,As2,46,piano,normal,1,0,work/resampled/bassoon/As2/bassoon_As2_025_piano_normal.wav,0.2873,ok
bassoon/As2/bassoon_As2_05_forte_normal.mp3,bassoon,woodwind,1.4106,44100,As2,46,forte,normal,1,0,work/resampled/bassoon/As2/bassoon_As2_05_forte_normal.wav,1.4106,ok
bassoon/As2/bassoon_As2_05_fortissimo_normal.mp3,bassoon,woodwind,1.4367,44100,As2,46,fortissimo,normal,1,0,work/resampled/bassoon/As2/bassoon_As2_05_fortissimo_normal.wav,1.4367,ok
bassoon/As2/bassoon_As2_05_mezzo-forte_normal.mp3,bassoon,woodwind,0.3919,44100,As2,46,mezzo-forte,normal,1,0,work/resampled/bassoon/As2/bassoon_As2_05_mezzo-forte_normal.wav,0.3918,ok
bassoon/As2/bassoon_As2_05_mezzo-piano_normal.mp3,bassoon,woodwind,0.4703,44100,As2,46,mezzo-piano,normal,1,0,work/resampled/bassoon/As2/bassoon_As2_05_mezzo-piano_normal.wav,0.4702,ok
bassoon/As2/bassoon_As2_05_piano_normal.mp3,bassoon,woodwind,0.418,44100,As2,46,piano,normal,1,0,work/resampled/bassoon/As2/bassoon_As2_05_piano_normal.wav,0.418,ok
bassoon/As2/bassoon_As2_15_piano_normal.mp3,bassoon,woodwind,1.4106,44100,As2,46,piano,normal,1,0,work/resampled/bassoon/As2/bassoon_As2_15_piano_normal.wav,1.4106,ok
bassoon/As2/bassoon_As2_1_forte_normal.mp3,bassoon,woodwind,0.9928,44100,As2,46,forte,normal,1,0,work/resampled/bassoon/As2/bassoon_As2_1_forte_normal.wav,0.9927,ok
bassoon/As2/bassoon_As2_1_mezzo-forte_normal.mp3,bassoon,woodwind,1.3322,44100,As2,46,mezzo-forte,normal,1,0,work/resampled/bassoon/As2/bassoon_As2_1_mezzo-forte_normal.wav,1.3322,ok
bassoon/As2/bassoon_As2_1_mezzo-piano_normal.mp3,bassoon,woodwind,1.3584,44100,As2,46,mezzo-piano,normal,1,0,work/resampled/bassoon/As2/bassoon_As2_1_mezzo-piano_normal.wav,1.3584,ok
bassoon/As2/bassoon_As2_1_piano_normal.mp3,bassoon,woodwind,1.3061,44100,As2,46,piano,normal,1,0,work/resampled/bassoon/As2/bassoon_As2_1_piano_normal.wav,1.3061,ok
bassoon/As2/bassoon_As2_very-long_cresc-decresc_normal.mp3,bassoon,woodwind,5.9037,44100,As2,46,cresc-decresc,normal,1,0,work/resampled/bassoon/As2/bassoon_As2_very-long_cresc-decresc_normal.wav,5.9037,ok
bassoon/As3/bassoon_As3_025_forte_normal.mp3,bassoon,woodwind,0.3919,44100,As3,58,forte,normal,1,0,work/resampled/bassoon/As3/bassoon_As3_025_forte_normal.wav,0.3918,ok
bassoon/As3/bassoon_As3_025_fortissimo_normal.mp3,bassoon,woodwind,0.4703,44100,As3,58,fortissimo,normal,1,0,work/resampled/bassoon/As3/bassoon_As3_025_fortissimo_normal.wav,0.4702,ok
bassoon/As3/bassoon_As3_025_mezzo-piano_normal.mp3,bassoon,woodwind,0.2612,44100,As3,58,mezzo-piano,normal,1,0,work/resampled/bassoon/As3/bassoon_As3_025_mezzo-piano_normal.wav,0.2612,ok
bassoon/As3/bassoon_As3_025_piano_normal.mp3,bassoon,woodwind,0.2612,44100,As3,58,piano,normal,1,0,work/resampled/bassoon/As3/bassoon_As3_025_piano_normal.wav,0.2612,ok
bassoon/As3/bassoon_As3_05_forte_normal.mp3,bassoon,woodwind,0.4703,44100,As3,58,forte,normal,1,0,work/resampled/bassoon/As3/bassoon_As3_05_forte_normal.wav,0.4702,ok
bassoon/As3/bassoon_As3_05_fortissimo_normal.mp3,bassoon,woodwind,1.3845,44100,As3,58,fortissimo,normal,1,0,work/resampled/bassoon/As3/bassoon_As3_05_fortissimo_normal.wav,1.3845,ok
bassoon/As3/bassoon_As3_05_mezzo-forte_normal.mp3,bassoon,woodwind,0.3658,44100,As3,58,mezzo-forte,normal,1,0,work/resampled/bassoon/As3/bassoon_As3_05_mezzo-forte_normal.wav,0.3657,ok
bassoon/As3/bassoon_As3_05_mezzo-piano_normal.mp3,bassoon,woodwind,0.4441,44100,As3,58,mezzo-piano,normal,1,0,work/resampled/bassoon/As3/bassoon_As3_05_mezzo-piano_normal.wav,0.4441,ok
bassoon/As3/bassoon_As3_05_piano_normal.mp3,bassoon,woodwind,0.3919,44100,As3,58,piano,normal,1,0,work/resampled/bassoon/As3/bassoon_As3_05_piano_normal.wav,0.3918,ok
bassoon/As3/bassoon_As3_15_forte_normal.mp3,bassoon,woodwind,1.3322,44100,As3,58,forte,normal,1,0,work/resampled/bassoon/As3/bassoon_As3_15_forte_normal.wav,1.3322,ok
bassoon/As3/bassoon_As3_15_mezzo-piano_normal.mp3,bassoon,woodwind,1.28,44100,As3,58,mezzo-piano,normal,1,0,work/resampled/bassoon/As3/bassoon_As3_15_mezzo-piano_normal.wav,1.28,ok
bassoon/As3/bassoon_As3_15_piano_normal.mp3,bassoon,woodwind,1.3584,44100,As3,58,piano,normal,1,0,work/resampled/bassoon/As3/bassoon_As3_15_piano_normal.wav,1.3584,ok
bassoon/As3/bassoon_As3_1_forte_normal.mp3,bassoon,woodwind,1.28,44100,As3,58,forte,normal,1,0,work/resampled/bassoon/As3/bassoon_As3_1_forte_normal.wav,1.28,ok
bassoon/As3/bassoon_As3_1_mezzo-forte_normal.mp3,bassoon,woodwind,1.3845,44100,As3,58,mezzo-forte,normal,1,0,work/resampled/bassoon/As3/bassoon_As3_1_mezzo-forte_normal.wav,1.3845,ok
bassoon/As3/bassoon_As3_1_mezzo-piano_normal.mp3,bassoon,woodwind,1.3584,44100,As3,58,mezzo-piano,normal,1,0,work/resampled/bassoon/As3/bassoon_As3_1_mezzo-piano_normal.wav,1.3584,ok
bassoon/As3/bassoon_As3_1_piano_normal.mp3,bassoon,woodwind,1.3061,44100,As3,58,piano,normal,1,0,work/resampled/bassoon/As3/bassoon_As3_1_piano_normal.wav,1.3061,ok
bassoon/As3/bassoon_As3_very-long_cresc-decresc_normal.mp3,bassoon,woodwind,6.1389,44100,As3,58,cresc-decresc,normal,1,0,work/resampled/bassoon/As3/bassoon_As3_very-long_cresc-decresc_normal.wav,6.1388,ok
bassoon/As4/bassoon_As4_025_forte_normal.mp3,bassoon,woodwind,0.3135,44100,As4,70,forte,normal,1,0,work/resampled/bassoon/As4/bassoon_As4_025_forte_normal.wav,0.3135,ok
bassoon/As4/bassoon_As4_025_fortissimo_normal.mp3,bassoon,woodwind,0.5225,44100,As4,70,fortissimo,normal,1,0,work/resampled/bassoon/As4/bassoon_As4_025_fortissimo_normal.wav,0.5224,ok
bassoon/As4/bassoon_As4_025_mezzo-piano_normal.mp3,bassoon,woodwind,0.2612,44100,As4,70,mezzo-piano,normal,1,0,work/resampled/bassoon/As4/bassoon_As4_025_mezzo-piano_normal.wav,0.2612,ok
bassoon/As4/bassoon_As4_025_piano_normal.mp3,bassoon,woodwind,0.2612,44100,As4,70,piano,normal,1,0,work/resampled/bassoon/As4/bassoon_As4_025_piano_normal.wav,0.2612,ok
bassoon/As4/bassoon_As4_05_forte_normal.mp3,bassoon,woodwind,0.4964,44100,As4,70,forte,normal,1,0,work/resampled/bassoon/As4/bassoon_As4_05_forte_normal.wav,0.4963,ok
bassoon/As4/bassoon_As4_05_fortissimo_normal.mp3,bassoon,woodwind,1.3061,44100,As4,70,fortissimo,normal,1,0,work/resampled/bassoon/As4/bassoon_As4_05_fortissimo_normal.wav,1.3061,ok
bassoon/As4/bassoon_As4_05_mezzo-piano_normal.mp3,bassoon,woodwind,0.4441,44100,As4,70,mezzo-piano,normal,1,0,work/resampled/bassoon/As4/bassoon_As4_05_mezzo-piano_normal.wav,0.4441,ok
bassoon/As4/bassoon_As4_05_piano_normal.mp3,bassoon,woodwind,0.5486,44100,As4,70,piano,normal,1,0,work/resampled/bassoon/As4/bassoon_As4_05_piano_normal.wav,0.5486,ok
bassoon/As4/bassoon_As4_15_forte_normal.mp3,bassoon,woodwind,1.2279,44100,As4,70,forte,normal,1,0,work/resampled/bassoon/As4/bassoon_As4_15_forte_normal.wav,1.2278,ok
bassoon/As4/bassoon_As4_15_mezzo-piano_normal.mp3,bassoon,woodwind,1.2279,44100,As4,70,mezzo-piano,normal,1,0,work/resampled/bassoon/As4/bassoon_As4_15_mezzo-piano_normal.wav,1.2278,ok
bassoon/As4/bassoon_As4_15_piano_normal.mp3,bassoon,woodwind,1.2018,44100,As4,70,piano,normal,1,0,work/resampled/bassoon/As4/bassoon_As4_15_piano_normal.wav,1.2016,ok
bassoon/As4/bassoon_As4_1_forte_normal.mp3,bassoon,woodwind,0.3658,44100,As4,70,forte,normal,1,0,work/resampled/bassoon/As4/bassoon_As4_1_forte_normal.wav,0.3657,ok
bassoon/As4/bassoon_As4_1_fortissimo_normal.mp3,bassoon,woodwind,1.1756,44100,As4,70,fortissimo,normal,1,0,work/resampled/bassoon/As4/bassoon_As4_1_fortissimo_normal.wav,1.1755,ok
bassoon/As4/bassoon_As4_1_mezzo-piano_normal.mp3,bassoon,woodwind,1.3845,44100,As4,70,mezzo-piano,normal,1,0,work/resampled/bassoon/As4/bassoon_As4_1_mezzo-piano_normal.wav,1.3845,ok
bassoon/As4/bassoon_As4_1_piano_normal.mp3,bassoon,woodwind,1.1234,44100,As4,70,piano,normal,1,0,work/resampled/bassoon/As4/bassoon_As4_1_piano_normal.wav,1.1233,ok
bassoon/B1/bassoon_B1_025_forte_normal.mp3,bassoon,woodwind,0.3135,44100,B1,35,forte,normal,1,0,work/resampled/bassoon/B1/bassoon_B1_025_forte_normal.wav,0.3135,ok
bassoon/B1/bassoon_B1_025_fortissimo_normal.mp3,bassoon,woodwind,0.3135,44100,B1,35,fortissimo,normal,1,0,work/resampled/bassoon/B1/bassoon_B1_025_fortissimo_normal.wav,0.3135,ok
bassoon/B1/bassoon_B1_025_mezzo-piano_normal.mp3,bassoon,woodwind,0.3396,44100,B1,35,mezzo-piano,normal,1,0,work/resampled/bassoon/B1/bassoon_B1_025_mezzo-piano_normal.wav,0.3396,ok
bassoon/B1/bassoon_B1_025_piano_normal.mp3,bassoon,woodwind,0.2612,44100,B1,35,piano,normal,1,0,work/resampled/bassoon/B1/bassoon_B1_025_piano_normal.wav,0.2612,ok
bassoon/B1/bassoon_B1_05_forte_normal.mp3,bassoon,woodwind,0.5486,44100,B1,35,forte,normal,1,0,work/resampled/bassoon/B1/bassoon_B1_05_forte_normal.wav,0.5486,ok
bassoon/B1/bassoon_B1_05_fortissimo_normal.mp3,bassoon,woodwind,0.6009,44100,B1,35,fortissimo,normal,1,0,work/resampled/bassoon/B1/bassoon_B1_05_fortissimo_normal.wav,0.6008,ok
bassoon/B1/bassoon_B1_05_mezzo-piano_normal.mp3,bassoon,woodwind,0.5747,44100,B1,35,mezzo-piano,normal,1,0,work/resampled/bassoon/B1/bassoon_B1_05_mezzo-piano_normal.wav,0.5747,ok
bassoon/B1/bassoon_B1_05_piano_normal.mp3,bassoon,woodwind,0.4703,44100,B1,35,piano,normal,1,0,work/resampled/bassoon/B1/bassoon_B1_05_piano_normal.wav,0.4702,ok
bassoon/B1/bassoon_B1_15_forte_normal.mp3,bassoon,woodwind,1.2279,44100,B1,35,forte,normal,1,0,work/resampled/bassoon/B1/bassoon_B1_15_forte_normal.wav,1.2278,ok
bassoon/B1/bassoon_B1_15_fortissimo_normal.mp3,bassoon,woodwind,1.2539,44100,B1,35,fortissimo,normal,1,0,work/resampled/bassoon/B1/bassoon_B1_15_fortissimo_normal.wav,1.2539,ok
bassoon/B1/bassoon_B1_15_mezzo-piano_normal.mp3,bassoon,woodwind,1.2539,44100,B1,35,mezzo-piano,normal,1,0,work/resampled/bassoon/B1/bassoon_B1_15_mezzo-piano_normal.wav,1.2539,ok
bassoon/B1/bassoon_B1_15_piano_normal.mp3,bassoon,woodwind,1.2279,44100,B1,35,piano,normal,1,0,work/resampled/bassoon/B1/bassoon_B1_15_piano_normal.wav,1.2278,ok
bassoon/B1/bassoon_B1_1_forte_normal.mp3,bassoon,woodwind,1.3845,44100,B1,35,forte,normal,1,0,work/resampled/bassoon/B1/bassoon_B1_1_forte_normal.wav,1.3845,ok
bassoon/B1/bassoon_B1_1_fortissimo_normal.mp3,bassoon,woodwind,1.5413,44100,B1,35,fortissimo,normal,1,0,work/resampled/bassoon/B1/bassoon_B1_1_fortissimo_normal.wav,1.5412,ok
bassoon/B1/bassoon_B1_1_mezzo-piano_normal.mp3,bassoon,woodwind,1.1234,44100,B1,35,mezzo-piano,normal,1,0,work/resampled/bassoon/B1/bassoon_B1_1_mezzo-piano_normal.wav,1.1233,ok
bassoon/B1/bassoon_B1_1_piano_normal.mp3,bassoon,woodwind,1.0711,44100,B1,35,piano,normal,1,0,work/resampled/bassoon/B1/bassoon_B1_1_piano_normal.wav,1.071,ok
bassoon/B2/bassoon_B2_025_forte_normal.mp3,bassoon,woodwind,0.4964,44100,B2,47,forte,normal,1,0,work/resampled/bassoon/B2/bassoon_B2_025_forte_normal.wav,0.4963,ok
bassoon/B2/bassoon_B2_025_fortissimo_normal.mp3,bassoon,woodwind,0.5747,44100,B2,47,fortissimo,normal,1,0,work/resampled/bassoon/B2/bassoon_B2_025_fortissimo_normal.wav,0.5747,ok
