model,instrument_a,instrument_b,noise_type,replicate,confusion_increase_auc
crnn,french-horn,trumpet,studio,1,0.0120752239728
crnn,french-horn,tuba,studio,1,0.0307459677419
crnn,french-horn,viola,studio,1,0.00602409638554
crnn,french-horn,violin,studio,1,0.0281124497992
crnn,oboe,trombone,studio,1,0
crnn,oboe,trumpet,studio,1,0.00501054852321
crnn,oboe,tuba,studio,1,0
crnn,oboe,viola,studio,1,0.0118670886076
crnn,oboe,violin,studio,1,0.158755274262
crnn,trombone,trumpet,studio,1,0.057172177238
crnn,trombone,tuba,studio,1,0.103998655914
crnn,trombone,viola,studio,1,0.00968567251462
crnn,trombone,violin,studio,1,0.0981359649123
crnn,trumpet,tuba,studio,1,0.000672043010753
crnn,trumpet,viola,studio,1,0.0160256410256
crnn,trumpet,violin,studio,1,0.158012820513
crnn,tuba,viola,studio,1,0.000504032258065
crnn,tuba,violin,studio,1,0.0141129032258
crnn,viola,violin,studio,1,0.1507940861
mert,bassoon,cello,white,0,0.000429553264605
mert,bassoon,clarinet,white,0,0.00300687285223
mert,bassoon,double-bass,white,0,0.0700171821306
mert,bassoon,flute,white,0,0.0111683848797
mert,bassoon,french-horn,white,0,0.0403728315323
mert,bassoon,oboe,white,0,-0.014175257732
mert,bassoon,trombone,white,0,0.00442364502321
mert,bassoon,trumpet,white,0,-0.00560401797515
mert,bassoon,tuba,white,0,0
mert,bassoon,viola,white,0,0
mert,bassoon,violin,white,0,0.101367910706
mert,cello,clarinet,white,0,0.00398550724638
mert,cello,double-bass,white,0,0.165217391304
mert,cello,flute,white,0,0.00577232751146
mert,cello,french-horn,white,0,-0.011546184739
mert,cello,oboe,white,0,0.0168776371308
mert,cello,trombone,white,0,0.0102402745995
mert,cello,trumpet,white,0,-0.00303790412486
mert,cello,tuba,white,0,0.0141129032258
mert,cello,viola,white,0,-0.0166666666667
mert,cello,violin,white,0,0.0742191888552
mert,clarinet,double-bass,white,0,0.00713213213213
mert,clarinet,flute,white,0,0.0667301917302
mert,clarinet,french-horn,white,0,0
mert,clarinet,oboe,white,0,-0.0116033755274
mert,clarinet,trombone,white,0,0.0103228228228
mert,clarinet,trumpet,white,0,-0.00830445830446
mert,clarinet,tuba,white,0,0.0225134408602
mert,clarinet,viola,white,0,0
mert,clarinet,violin,white,0,0.156605733641
mert,double-bass,flute,white,0,0.0335439118048
mert,double-bass,french-horn,white,0,0.0717871485944
mert,double-bass,oboe,white,0,0.0247890295359
mert,double-bass,trombone,white,0,0.0473255148741
mert,double-bass,trumpet,white,0,0.0278846153846
mert,double-bass,tuba,white,0,0.374495967742
mert,double-bass,viola,white,0,0.0285736259229
mert,double-bass,violin,white,0,0.0383678800135
mert,flute,french-horn,white,0,0.0476907630522
mert,flute,oboe,white,0,0.137495942876
mert,flute,trombone,white,0,0
mert,flute,trumpet,white,0,0.0616096866097
mert,flute,tuba,white,0,0.00100806451613
mert,flute,viola,white,0,-0.00427014460033
mert,flute,violin,white,0,0.147792022792
mert,french-horn,oboe,white,0,0
mert,french-horn,trombone,white,0,-0.00205206792081
mert,french-horn,trumpet,white,0,0.00407012666049
mert,french-horn,tuba,white,0,0.0144489247312
mert,french-horn,viola,white,0,0.000786163522013
mert,french-horn,violin,white,0,0.113453815261
mert,oboe,trombone,white,0,0.0179324894515
mert,oboe,trumpet,white,0,0.00351346965271
mert,oboe,tuba,white,0,0
mert,oboe,viola,white,0,-0.00142803120771
mert,oboe,violin,white,0,0.155063291139
mert,trombone,trumpet,white,0,0.0425157444894
mert,trombone,tuba,white,0,0.0117607526882
mert,trombone,viola,white,0,0
mert,trombone,violin,white,0,0.0952417380661
mert,trumpet,tuba,white,0,0
mert,trumpet,viola,white,0,0
mert,trumpet,violin,white,0,0.152571556351
mert,tuba,viola,white,0,0
mert,tuba,violin,white,0,0.000840053763441
mert,viola,violin,white,0,0.144274718444
mert,bassoon,cello,white,1,0.000429553264605
mert,bassoon,clarinet,white,1,0.00300687285223
mert,bassoon,double-bass,white,1,0.0751718213058
mert,bassoon,flute,white,1,0.0111683848797
mert,bassoon,french-horn,white,1,0.0403728315323
mert,bassoon,oboe,white,1,-0.014175257732
mert,bassoon,trombone,white,1,0.00317643335142
mert,bassoon,trumpet,white,1,-0.00560401797515
mert,bassoon,tuba,white,1,0
mert,bassoon,viola,white,1,0
mert,bassoon,violin,white,1,0.0994349210155
mert,cello,clarinet,white,1,0.00471014492754
mert,cello,double-bass,white,1,0.159239130435
mert,cello,flute,white,1,0.0050476898303
mert,cello,french-horn,white,1,-0.0125502008032
mert,cello,oboe,white,1,0.0184599156118
mert,cello,trombone,white,1,0.00878464276634
mert,cello,trumpet,white,1,-0.00303790412486
mert,cello,tuba,white,1,0.0120967741935
mert,cello,viola,white,1,-0.0166666666667
mert,cello,violin,white,1,0.0809220874059
mert,clarinet,double-bass,white,1,0.00750750750751
mert,clarinet,flute,white,1,0.0686263186263
mert,clarinet,french-horn,white,1,0
mert,clarinet,oboe,white,1,-0.0126582278481
mert,clarinet,trombone,white,1,0.00882132132132
mert,clarinet,trumpet,white,1,-0.00627165627166
mert,clarinet,tuba,white,1,0.0221774193548
mert,clarinet,viola,white,1,0
mert,clarinet,violin,white,1,0.153332111181
mert,double-bass,flute,white,1,0.0321070234114
mert,double-bass,french-horn,white,1,0.0732931726908
mert,double-bass,oboe,white,1,0.0237341772152
mert,double-bass,trombone,white,1,0.0480565090262
mert,double-bass,trumpet,white,1,0.0259615384615
mert,double-bass,tuba,white,1,0.374495967742
mert,double-bass,viola,white,1,0.0325779327317
mert,double-bass,violin,white,1,0.0399393326593
mert,flute,french-horn,white,1,0.0476907630522
mert,flute,oboe,white,1,0.139605647517
mert,flute,trombone,white,1,0
mert,flute,trumpet,white,1,0.0606837606838
mert,flute,tuba,white,1,0.00100806451613
mert,flute,viola,white,1,-0.00584247164436
mert,flute,violin,white,1,0.14707977208
mert,french-horn,oboe,white,1,0
mert,french-horn,trombone,white,1,-0.00330708800113
mert,french-horn,trumpet,white,1,0.00407012666049
mert,french-horn,tuba,white,1,0.0157930107527
mert,french-horn,viola,white,1,0.000786163522013
mert,french-horn,violin,white,1,0.113202811245
mert,oboe,trombone,white,1,0.0168776371308
mert,oboe,trumpet,white,1,0.00430460889322
mert,oboe,tuba,white,1,0
mert,oboe,viola,white,1,-0.00142803120771
mert,oboe,violin,white,1,0.152162447257
mert,trombone,trumpet,white,1,0.0463618983356
mert,trombone,tuba,white,1,0.0110887096774
mert,trombone,viola,white,1,0
mert,trombone,violin,white,1,0.0918120155039
mert,trumpet,tuba,white,1,0
mert,trumpet,viola,white,1,0
mert,trumpet,violin,white,1,0.153858576824
mert,tuba,viola,white,1,0
mert,tuba,violin,white,1,0.00117607526882
mert,viola,violin,white,1,0.140610526059
mert,bassoon,cello,audience,0,0.0103092783505
mert,bassoon,clarinet,audience,0,0.0193473112288
mert,bassoon,double-bass,audience,0,0.0273027790229
mert,bassoon,flute,audience,0,-0.00128865979381
mert,bassoon,french-horn,audience,0,0.028746429015
mert,bassoon,oboe,audience,0,-0.0111683848797
mert,bassoon,trombone,audience,0,0.025192922168
mert,bassoon,trumpet,audience,0,0.00691911181602
mert,bassoon,tuba,audience,0,0.00421932158297
mert,bassoon,viola,audience,0,0.00236254295533
mert,bassoon,violin,audience,0,0.0680775326993
mert,cello,clarinet,audience,0,0.0249689907299
mert,cello,double-bass,audience,0,0.0557971014493
mert,cello,flute,audience,0,0.0321194103803
mert,cello,french-horn,audience,0,-0.000753012048193
mert,cello,oboe,audience,0,0.0271624472574
mert,cello,trombone,audience,0,0.0257246376812
mert,cello,trumpet,audience,0,0.0156772575251
mert,cello,tuba,audience,0,0.0347782258065
mert,cello,viola,audience,0,0.00338733934919
mert,cello,violin,audience,0,0.0694360184249
mert,clarinet,double-bass,audience,0,0.00659355007181
mert,clarinet,flute,audience,0,0.00701181951182
mert,clarinet,french-horn,audience,0,0.00577309236948
mert,clarinet,oboe,audience,0,0.00804443684191
mert,clarinet,trombone,audience,0,0.0149508060692
mert,clarinet,trumpet,audience,0,0.0290280665281
mert,clarinet,tuba,audience,0,0.0158323646227
mert,clarinet,viola,audience,0,0.00601485919882
mert,clarinet,violin,audience,0,0.0570788812068
mert,double-bass,flute,audience,0,0.025462962963
mert,double-bass,french-horn,audience,0,0.0366465863454
mert,double-bass,oboe,audience,0,0.0118670886076
mert,double-bass,trombone,audience,0,0.0253797991355
mert,double-bass,trumpet,audience,0,0.0163740245262
mert,double-bass,tuba,audience,0,0.16935483871
mert,double-bass,viola,audience,0,0.0213545939295
mert,double-bass,violin,audience,0,0.037369396697
mert,flute,french-horn,audience,0,0.0122991967871
mert,flute,oboe,audience,0,0.0307935735151
mert,flute,trombone,audience,0,0.00411418503524
mert,flute,trumpet,audience,0,0.0398148148148
mert,flute,tuba,audience,0,0.00100806451613
mert,flute,viola,audience,0,0.00568624684191
mert,flute,violin,audience,0,0.0629927781091
mert,french-horn,oboe,audience,0,0
mert,french-horn,trombone,audience,0,0.0120481927711
mert,french-horn,trumpet,audience,0,0.00552208835341
mert,french-horn,tuba,audience,0,0.00369623655914
mert,french-horn,viola,audience,0,0.00753012048193
mert,french-horn,violin,audience,0,0.0745481927711
mert,oboe,trombone,audience,0,0.00764767932489
mert,oboe,trumpet,audience,0,0.0131247971438
mert,oboe,tuba,audience,0,0
mert,oboe,viola,audience,0,0.0182011782501
mert,oboe,violin,audience,0,0.0627637130802
mert,trombone,trumpet,audience,0,0.0258350202429
mert,trombone,tuba,audience,0,0.0157930107527
mert,trombone,viola,audience,0,0.00276881275516
mert,trombone,violin,audience,0,0.0509443424453
mert,trumpet,tuba,audience,0,0.00487231182796
mert,trumpet,viola,audience,0,0.0217132317368
mert,trumpet,violin,audience,0,0.0602762870205
mert,tuba,viola,audience,0,0.00907258064516
mert,tuba,violin,audience,0,0.00772849462366
mert,viola,violin,audience,0,0.0664064404466
mert,bassoon,cello,audience,1,0.00451030927835
mert,bassoon,clarinet,audience,1,0.0162069285781
mert,bassoon,double-bass,audience,1,0.027638951143
mert,bassoon,flute,audience,1,0.00300687285223
mert,bassoon,french-horn,audience,1,0.0342711050387
mert,bassoon,oboe,audience,1,-0.00816151202749
mert,bassoon,trombone,audience,1,0.0227060348466
mert,bassoon,trumpet,audience,1,0.00300026434047
mert,bassoon,tuba,audience,1,0.00504032258065
mert,bassoon,viola,audience,1,0.00322164948454
mert,bassoon,violin,audience,1,0.0634673273129
mert,cello,clarinet,audience,1,0.0104582843713
mert,cello,double-bass,audience,1,0.066847826087
mert,cello,flute,audience,1,0.0151012634708
mert,cello,french-horn,audience,1,-0.00225903614458
mert,cello,oboe,audience,1,0.0245413685562
mert,cello,trombone,audience,1,0.0176916475973
mert,cello,trumpet,audience,1,0.0165969899666
mert,cello,tuba,audience,1,0.0360068957457
mert,cello,viola,audience,1,0.00261655728739
mert,cello,violin,audience,1,0.0552901359398
mert,clarinet,double-bass,audience,1,0.00690527484006
mert,clarinet,flute,audience,1,0.0091581966582
mert,clarinet,french-horn,audience,1,0.00903614457831
mert,clarinet,oboe,audience,1,0.00832240468316
mert,clarinet,trombone,audience,1,0.00844594594595
mert,clarinet,trumpet,audience,1,0.0261521136521
mert,clarinet,tuba,audience,1,0.0112567204301
mert,clarinet,viola,audience,1,0.00487987987988
mert,clarinet,violin,audience,1,0.0804918290383
mert,double-bass,flute,audience,1,0.0215455840456
mert,double-bass,french-horn,audience,1,0.0256024096386
mert,double-bass,oboe,audience,1,0.00553797468354
mert,double-bass,trombone,audience,1,0.0235284769896
mert,double-bass,trumpet,audience,1,0.0161928651059
mert,double-bass,tuba,audience,1,0.145497311828
mert,double-bass,viola,audience,1,0.0141765791632
mert,double-bass,violin,audience,1,0.0300879114706
mert,flute,french-horn,audience,1,0.00276104417671
mert,flute,oboe,audience,1,0.0248949655595
mert,flute,trombone,audience,1,0.00670546558704
mert,flute,trumpet,audience,1,0.0474002849003
mert,flute,tuba,audience,1,0.000168010752688
mert,flute,viola,audience,1,0.00748535182497
mert,flute,violin,audience,1,0.0697136089578
mert,french-horn,oboe,audience,1,0
mert,french-horn,trombone,audience,1,0.0107711547946
mert,french-horn,trumpet,audience,1,0.0133032128514
mert,french-horn,tuba,audience,1,0.00520833333333
mert,french-horn,viola,audience,1,0.0107931726908
mert,french-horn,violin,audience,1,0.0735441767068
mert,oboe,trombone,audience,1,0.00685654008439
mert,oboe,trumpet,audience,1,0.0266755923401
mert,oboe,tuba,audience,1,0
mert,oboe,viola,audience,1,0.0225549319322
mert,oboe,violin,audience,1,0.0693565400844
mert,trombone,trumpet,audience,1,0.0244433198381
mert,trombone,tuba,audience,1,0.0191532258065
mert,trombone,viola,audience,1,0.00439975725477
mert,trombone,violin,audience,1,0.0597247722018
mert,trumpet,tuba,audience,1,0.00352822580645
mert,trumpet,viola,audience,1,0.00487119013062
mert,trumpet,violin,audience,1,0.0646019677996
mert,tuba,viola,audience,1,0.0115927419355
mert,tuba,violin,audience,1,0.00588037634409
mert,viola,violin,audience,1,0.0666151699088
mert,bassoon,cello,studio,0,0.00171821305842
mert,bassoon,clarinet,studio,0,0.00356606606607
mert,bassoon,double-bass,studio,0,0.0687285223368
mert,bassoon,flute,studio,0,0.0146048109966
mert,bassoon,french-horn,studio,0,0.0386882581874
mert,bassoon,oboe,studio,0,-0.00558419243986
mert,bassoon,trombone,studio,0,0.00265833182613
mert,bassoon,trumpet,studio,0,-0.00387258789321
mert,bassoon,tuba,studio,0,0
mert,bassoon,viola,studio,0,0.00794673539519
mert,bassoon,violin,studio,0,0.039622126322
mert,cello,clarinet,studio,0,0.010375048962
mert,cello,double-bass,studio,0,0.0559782608696
mert,cello,flute,studio,0,0.0312832899789
mert,cello,french-horn,studio,0,-0.00426706827309
mert,cello,oboe,studio,0,0.0316455696203
mert,cello,trombone,studio,0,0.0148248792271
mert,cello,trumpet,studio,0,-0.00160256410256
mert,cello,tuba,studio,0,0.0201612903226
mert,cello,viola,studio,0,0.0369719031993
mert,cello,violin,studio,0,0.0301468936075
mert,clarinet,double-bass,studio,0,0.0168918918919
mert,clarinet,flute,studio,0,0.0400881650882
mert,clarinet,french-horn,studio,0,0.00156707912732
mert,clarinet,oboe,studio,0,0.021652982096
mert,clarinet,trombone,studio,0,0
mert,clarinet,trumpet,studio,0,-0.0015939015939
mert,clarinet,tuba,studio,0,0.00470430107527
mert,clarinet,viola,studio,0,0.0493618618619
mert,clarinet,violin,studio,0,0.0610115929883
mert,double-bass,flute,studio,0,0.0230475040258
mert,double-bass,french-horn,studio,0,0.0619979919679
mert,double-bass,oboe,studio,0,0.0145042194093
mert,double-bass,trombone,studio,0,0.0531798245614
mert,double-bass,trumpet,studio,0,0.0275641025641
mert,double-bass,tuba,studio,0,0.212365591398
mert,double-bass,viola,studio,0,0.0210486737763
mert,double-bass,violin,studio,0,0.0302985619593
mert,flute,french-horn,studio,0,0.0338855421687
mert,flute,oboe,studio,0,0.0706931371488
mert,flute,trombone,studio,0,0.0105994152047
mert,flute,trumpet,studio,0,0.0581196581197
mert,flute,tuba,studio,0,0.00302419354839
mert,flute,viola,studio,0,0.0153217894963
mert,flute,violin,studio,0,0.0538039157225
mert,french-horn,oboe,studio,0,0
mert,french-horn,trombone,studio,0,0.0021115162404
mert,french-horn,trumpet,studio,0,0.00457213469262
mert,french-horn,tuba,studio,0,0.0216733870968
mert,french-horn,viola,studio,0,0.00727911646586
mert,french-horn,violin,studio,0,0.0418106534666
mert,oboe,trombone,studio,0,0.00182748538012
mert,oboe,trumpet,studio,0,-0.00365141187926
mert,oboe,tuba,studio,0,0
mert,oboe,viola,studio,0,0.046557797946
mert,oboe,violin,studio,0,0.0519514767932
mert,trombone,trumpet,studio,0,0.00823774179037
mert,trombone,tuba,studio,0,0.00806451612903
mert,trombone,viola,studio,0,0.0347222222222
mert,trombone,violin,studio,0,0.062695498436
mert,trumpet,tuba,studio,0,0
mert,trumpet,viola,studio,0,0.0477564102564
mert,trumpet,violin,studio,0,0.0583333333333
mert,tuba,viola,studio,0,0.00940860215054
mert,tuba,violin,studio,0,0.00117607526882
mert,viola,violin,studio,0,0.0807280239871
mert,bassoon,cello,studio,1,0.00837628865979
mert,bassoon,clarinet,studio,1,0.0015015015015
mert,bassoon,double-bass,studio,1,0.0584192439863
mert,bassoon,flute,studio,1,0.0100945017182
mert,bassoon,french-horn,studio,1,0.0360048441187
mert,bassoon,oboe,studio,1,-0.00816151202749
mert,bassoon,trombone,studio,1,0.00866265750286
mert,bassoon,trumpet,studio,1,-0.00462926249009
mert,bassoon,tuba,studio,1,0
mert,bassoon,viola,studio,1,0.00708762886598
mert,bassoon,violin,studio,1,0.0490706332081
mert,cello,clarinet,studio,1,0.00947578012795
mert,cello,double-bass,studio,1,0.0717391304348
mert,cello,flute,studio,1,0.0306561996779
mert,cello,french-horn,studio,1,-0.00753012048193
mert,cello,oboe,studio,1,0.0263713080169
mert,cello,trombone,studio,1,0.0120836511569
mert,cello,trumpet,studio,1,0.00801282051282
mert,cello,tuba,studio,1,0.0305779569892
mert,cello,viola,studio,1,0.0250922887613
mert,cello,violin,studio,1,0.0281934614088
mert,clarinet,double-bass,studio,1,0.0189042303173
mert,clarinet,flute,studio,1,0.0639774389774
mert,clarinet,french-horn,studio,1,0.0015015015015
mert,clarinet,oboe,studio,1,0.0182389668149
mert,clarinet,trombone,studio,1,0.000730994152047
mert,clarinet,trumpet,studio,1,-0.0041118041118
mert,clarinet,tuba,studio,1,0.00403225806452
mert,clarinet,viola,studio,1,0.0531156156156
mert,clarinet,violin,studio,1,0.0377601438648
mert,double-bass,flute,studio,1,0.0216137123746
mert,double-bass,french-horn,studio,1,0.0572289156627
mert,double-bass,oboe,studio,1,0.0142405063291
mert,double-bass,trombone,studio,1,0.0504385964912
mert,double-bass,trumpet,studio,1,0.0310897435897
mert,double-bass,tuba,studio,1,0.206485215054
mert,double-bass,viola,studio,1,0.0289461990703
mert,double-bass,violin,studio,1,0.0370730816762
mert,flute,french-horn,studio,1,0.0368975903614
mert,flute,oboe,studio,1,0.0696833639872
mert,flute,trombone,studio,1,0.0144371345029
mert,flute,trumpet,studio,1,0.0507834757835
mert,flute,tuba,studio,1,0.00436827956989
mert,flute,viola,studio,1,0.0130120141913
mert,flute,violin,studio,1,0.0542718478765
mert,french-horn,oboe,studio,1,0
mert,french-horn,trombone,studio,1,0.0158154548017
mert,french-horn,trumpet,studio,1,0.00681572443621
mert,french-horn,tuba,studio,1,0.0199932795699
mert,french-horn,viola,studio,1,0.00727911646586
mert,french-horn,violin,studio,1,0.0301204819277
mert,oboe,trombone,studio,1,0
mert,oboe,trumpet,studio,1,-0.00583820188251
mert,oboe,tuba,studio,1,0
mert,oboe,viola,studio,1,0.0410198232625
mert,oboe,violin,studio,1,0.0548523206751
mert,trombone,trumpet,studio,1,0.0025641025641
mert,trombone,tuba,studio,1,0.00672043010753
mert,trombone,viola,studio,1,0.031067251462
mert,trombone,violin,studio,1,0.0571280429757
mert,trumpet,tuba,studio,1,0
mert,trumpet,viola,studio,1,0.0471153846154
mert,trumpet,violin,studio,1,0.063141025641
mert,tuba,viola,studio,1,0.00823252688172
mert,tuba,violin,studio,1,0.00184811827957
mert,viola,violin,studio,1,0.102416081615
ast,bassoon,cello,white,0,0.00257731958763
ast,bassoon,clarinet,white,0,-0.00816151202749
ast,bassoon,double-bass,white,0,0.000429553264605
ast,bassoon,flute,white,0,0.0399484536082
ast,bassoon,french-horn,white,0,0.078823024055
ast,bassoon,oboe,white,0,4.62592926927e-19
ast,bassoon,trombone,white,0,0.153135738832
ast,bassoon,trumpet,white,0,0.00128865979381
ast,bassoon,tuba,white,0,0
ast,bassoon,viola,white,0,0
ast,bassoon,violin,white,0,0.0120274914089
ast,cello,clarinet,white,0,0.00746670583627
ast,cello,double-bass,white,0,0.0519927536232
ast,cello,flute,white,0,0.00832404310665
ast,cello,french-horn,white,0,0
ast,cello,oboe,white,0,0
ast,cello,trombone,white,0,0.0539855072464
ast,cello,trumpet,white,0,0.00128205128205
ast,cello,tuba,white,0,0.00387739597943
ast,cello,viola,white,0,0.000589622641509
ast,cello,violin,white,0,0.115760869565
ast,clarinet,double-bass,white,0,0.000187687687688
ast,clarinet,flute,white,0,0.0251645876646
ast,clarinet,french-horn,white,0,0.00577309236948
ast,clarinet,oboe,white,0,0.037447257384
ast,clarinet,trombone,white,0,0.0467292950846
ast,clarinet,trumpet,white,0,0.0198717948718
ast,clarinet,tuba,white,0,0
ast,clarinet,viola,white,0,0
ast,clarinet,violin,white,0,0.056576925763
ast,double-bass,flute,white,0,0.00634057971014
ast,double-bass,french-horn,white,0,0.00423869390606
ast,double-bass,oboe,white,0,0.000263713080169
ast,double-bass,trombone,white,0,0.0121551614544
ast,double-bass,trumpet,white,0,0.000320512820513
ast,double-bass,tuba,white,0,0.0845094086022
ast,double-bass,viola,white,0,-6.15258408532e-05
ast,double-bass,violin,white,0,0.0410894843276
ast,flute,french-horn,white,0,0.0165662650602
ast,flute,oboe,white,0,0.0382383966245
ast,flute,trombone,white,0,0.00891719148298
ast,flute,trumpet,white,0,0.00192307692308
ast,flute,tuba,white,0,0.00436827956989
ast,flute,viola,white,0,0.0115959119497
ast,flute,violin,white,0,0.143414993706
ast,french-horn,oboe,white,0,0
ast,french-horn,trombone,white,0,0.147590361446
ast,french-horn,trumpet,white,0,0
ast,french-horn,tuba,white,0,0.0828293010753
ast,french-horn,viola,white,0,0
ast,french-horn,violin,white,0,0.0218373493976
ast,oboe,trombone,white,0,0.0878164556962
ast,oboe,trumpet,white,0,0.040611814346
ast,oboe,tuba,white,0,0
ast,oboe,viola,white,0,0
ast,oboe,violin,white,0,0.0872890295359
ast,trombone,trumpet,white,0,0.225
ast,trombone,tuba,white,0,0.0221774193548
ast,trombone,viola,white,0,0.0229952830189
ast,trombone,violin,white,0,0.0418196654427
ast,trumpet,tuba,white,0,0
ast,trumpet,viola,white,0,0
ast,trumpet,violin,white,0,0.0445512820513
ast,tuba,viola,white,0,0
ast,tuba,violin,white,0,0.00235215053763
ast,viola,violin,white,0,0.148191823899
ast,bassoon,cello,white,1,0.00257731958763
ast,bassoon,clarinet,white,1,-0.00601374570447
ast,bassoon,double-bass,white,1,0.00085910652921
ast,bassoon,flute,white,1,0.0386597938144
ast,bassoon,french-horn,white,1,0.0721649484536
ast,bassoon,oboe,white,1,4.62592926927e-19
ast,bassoon,trombone,white,1,0.15206185567
ast,bassoon,trumpet,white,1,0.000429553264605
ast,bassoon,tuba,white,1,0
ast,bassoon,viola,white,1,0
ast,bassoon,violin,white,1,0.0133161512027
ast,cello,clarinet,white,1,0.00636016451234
ast,cello,double-bass,white,1,0.0483695652174
ast,cello,flute,white,1,0.0124752260622
ast,cello,french-horn,white,1,0
ast,cello,oboe,white,1,0.00210970464135
ast,cello,trombone,white,1,0.0586956521739
ast,cello,trumpet,white,1,0.00160256410256
ast,cello,tuba,white,1,0.00118922393642
ast,cello,viola,white,1,0.000589622641509
ast,cello,violin,white,1,0.108798168745
ast,clarinet,double-bass,white,1,0.000375375375375
ast,clarinet,flute,white,1,0.019995957496
ast,clarinet,french-horn,white,1,0.00401606425703
ast,clarinet,oboe,white,1,0.0392932489451
ast,clarinet,trombone,white,1,0.0391328828829
ast,clarinet,trumpet,white,1,0.0195512820513
ast,clarinet,tuba,white,1,0
ast,clarinet,viola,white,1,0.000982704402516
ast,clarinet,violin,white,1,0.0584538026398
ast,double-bass,flute,white,1,0.0105072463768
ast,double-bass,french-horn,white,1,0.00248166579361
ast,double-bass,oboe,white,1,0
ast,double-bass,trombone,white,1,0.0103419781337
ast,double-bass,trumpet,white,1,0.000320512820513
ast,double-bass,tuba,white,1,0.0850134408602
ast,double-bass,viola,white,1,-0.00176886792453
ast,double-bass,violin,white,1,0.0361785192675
ast,flute,french-horn,white,1,0.0150602409639
ast,flute,oboe,white,1,0.0348101265823
ast,flute,trombone,white,1,0.00890313390313
ast,flute,trumpet,white,1,0.00192307692308
ast,flute,tuba,white,1,0.00352822580645
ast,flute,viola,white,1,0.0121855345912
ast,flute,violin,white,1,0.138131087259
ast,french-horn,oboe,white,1,0
ast,french-horn,trombone,white,1,0.145833333333
ast,french-horn,trumpet,white,1,0
ast,french-horn,tuba,white,1,0.0756048387097
ast,french-horn,viola,white,1,0
ast,french-horn,violin,white,1,0.023343373494
ast,oboe,trombone,white,1,0.0981012658228
ast,oboe,trumpet,white,1,0.0297995780591
ast,oboe,tuba,white,1,0
ast,oboe,viola,white,1,0
ast,oboe,violin,white,1,0.0864978902954
ast,trombone,trumpet,white,1,0.220833333333
ast,trombone,tuba,white,1,0.0252016129032
ast,trombone,viola,white,1,0.0239779874214
ast,trombone,violin,white,1,0.046545627635
ast,trumpet,tuba,white,1,0
ast,trumpet,viola,white,1,0
ast,trumpet,violin,white,1,0.0490384615385
ast,tuba,viola,white,1,0
ast,tuba,violin,white,1,0.00252016129032
ast,viola,violin,white,1,0.14465408805
ast,bassoon,cello,audience,0,0.0209136411176
ast,bassoon,clarinet,audience,0,0.0198116931364
ast,bassoon,double-bass,audience,0,0.0371563573883
ast,bassoon,flute,audience,0,0.023588715599
ast,bassoon,french-horn,audience,0,0.0207764045874
ast,bassoon,oboe,audience,0,-0.00156052894863
ast,bassoon,trombone,audience,0,0.0188268674263
ast,bassoon,trumpet,audience,0,0.0167327517843
ast,bassoon,tuba,audience,0,0.00722446236559
ast,bassoon,viola,audience,0,0.00492162679116
ast,bassoon,violin,audience,0,0.00311675857109
ast,cello,clarinet,audience,0,0.00849001175088
ast,cello,double-bass,audience,0,0.0471014492754
ast,cello,flute,audience,0,0.0529542920847
ast,cello,french-horn,audience,0,0.0110441767068
ast,cello,oboe,audience,0,0.01555907173
ast,cello,trombone,audience,0,0.00581299262649
ast,cello,trumpet,audience,0,0.0266722408027
ast,cello,tuba,audience,0,0.0134540088827
ast,cello,viola,audience,0,0.0258015449822
ast,cello,violin,audience,0,0.0480578024941
ast,clarinet,double-bass,audience,0,0.010678613396
ast,clarinet,flute,audience,0,0.00940844690845
ast,clarinet,french-horn,audience,0,0.0070281124498
ast,clarinet,oboe,audience,0,0.0366561181435
ast,clarinet,trombone,audience,0,0.0278765607713
ast,clarinet,trumpet,audience,0,0.0476928851929
ast,clarinet,tuba,audience,0,0.00151209677419
ast,clarinet,viola,audience,0,0.00461959601111
ast,clarinet,violin,audience,0,0.00423824987778
ast,double-bass,flute,audience,0,0.0188746438746
ast,double-bass,french-horn,audience,0,0.031375502008
ast,double-bass,oboe,audience,0,0.0134493670886
ast,double-bass,trombone,audience,0,0.0147899186372
ast,double-bass,trumpet,audience,0,0.0135312151616
ast,double-bass,tuba,audience,0,0.132224462366
ast,double-bass,viola,audience,0,0.0124709461307
ast,double-bass,violin,audience,0,0.039744129873
ast,flute,french-horn,audience,0,0.0253514056225
ast,flute,oboe,audience,0,0.0331760070684
ast,flute,trombone,audience,0,0.00381897585845
ast,flute,trumpet,audience,0,0.0306267806268
ast,flute,tuba,audience,0,0.00722446236559
ast,flute,viola,audience,0,0.00351925764662
ast,flute,violin,audience,0,0.0274672033393
ast,french-horn,oboe,audience,0,0.00105485232068
ast,french-horn,trombone,audience,0,0.0507534524061
ast,french-horn,trumpet,audience,0,0.012828236021
ast,french-horn,tuba,audience,0,0.0248655913978
ast,french-horn,viola,audience,0,0.00176886792453
ast,french-horn,violin,audience,0,0.00175702811245
ast,oboe,trombone,audience,0,0.00580168776371
ast,oboe,trumpet,audience,0,0.0508966244726
ast,oboe,tuba,audience,0,0
ast,oboe,viola,audience,0,0.00369198312236
ast,oboe,violin,audience,0,0.0084388185654
ast,trombone,trumpet,audience,0,0.0383603238866
ast,trombone,tuba,audience,0,0.0127688172043
