instrument,family,note,midi,octave,length,dynamic,technique,duration_s,sample_rate,channels,bitrate,bytes,folder_note,path,filename
bassoon,woodwind,Cs2,37,2,025,forte,normal,0.3396,44100,1,64000,4820,Cs2,bassoon/Cs2/bassoon_Cs2_025_forte_normal.mp3,bassoon_Cs2_025_forte_normal.mp3
bassoon,woodwind,Cs2,37,2,025,fortissimo,normal,0.5225,44100,1,64000,6284,Cs2,bassoon/Cs2/bassoon_Cs2_025_fortissimo_normal.mp3,bassoon_Cs2_025_fortissimo_normal.mp3
bassoon,woodwind,Cs2,37,2,025,mezzo-piano,normal,0.3135,44100,1,64000,4611,Cs2,bassoon/Cs2/bassoon_Cs2_025_mezzo-piano_normal.mp3,bassoon_Cs2_025_mezzo-piano_normal.mp3
bassoon,woodwind,Cs2,37,2,025,piano,normal,0.2612,44100,1,64000,4192,Cs2,bassoon/Cs2/bassoon_Cs2_025_piano_normal.mp3,bassoon_Cs2_025_piano_normal.mp3
bassoon,woodwind,Cs2,37,2,05,forte,normal,0.4964,44100,1,64000,6074,Cs2,bassoon/Cs2/bassoon_Cs2_05_forte_normal.mp3,bassoon_Cs2_05_forte_normal.mp3
bassoon,woodwind,Cs2,37,2,05,fortissimo,normal,1.3584,44100,1,64000,12971,Cs2,bassoon/Cs2/bassoon_Cs2_05_fortissimo_normal.mp3,bassoon_Cs2_05_fortissimo_normal.mp3
bassoon,woodwind,Cs2,37,2,05,mezzo-forte,normal,0.3658,44100,1,64000,5030,Cs2,bassoon/Cs2/bassoon_Cs2_05_mezzo-forte_normal.mp3,bassoon_Cs2_05_mezzo-forte_normal.mp3
bassoon,woodwind,Cs2,37,2,05,mezzo-piano,normal,0.4703,44100,1,64000,5865,Cs2,bassoon/Cs2/bassoon_Cs2_05_mezzo-piano_normal.mp3,bassoon_Cs2_05_mezzo-piano_normal.mp3
bassoon,woodwind,Cs2,37,2,05,piano,normal,0.3919,44100,1,64000,5237,Cs2,bassoon/Cs2/bassoon_Cs2_05_piano_normal.mp3,bassoon_Cs2_05_piano_normal.mp3
bassoon,woodwind,Cs2,37,2,15,forte,normal,1.1234,44100,1,64000,11090,Cs2,bassoon/Cs2/bassoon_Cs2_15_forte_normal.mp3,bassoon_Cs2_15_forte_normal.mp3
bassoon,woodwind,Cs2,37,2,15,mezzo-piano,normal,1.28,44100,1,64000,12343,Cs2,bassoon/Cs2/bassoon_Cs2_15_mezzo-piano_normal.mp3,bassoon_Cs2_15_mezzo-piano_normal.mp3
bassoon,woodwind,Cs2,37,2,15,piano,normal,1.3322,44100,1,64000,12760,Cs2,bassoon/Cs2/bassoon_Cs2_15_piano_normal.mp3,bassoon_Cs2_15_piano_normal.mp3
bassoon,woodwind,Cs2,37,2,1,forte,normal,1.4367,44100,1,64000,13597,Cs2,bassoon/Cs2/bassoon_Cs2_1_forte_normal.mp3,bassoon_Cs2_1_forte_normal.mp3
bassoon,woodwind,Cs2,37,2,1,fortissimo,normal,1.2279,44100,1,64000,11927,Cs2,bassoon/Cs2/bassoon_Cs2_1_fortissimo_normal.mp3,bassoon_Cs2_1_fortissimo_normal.mp3
bassoon,woodwind,Cs2,37,2,1,mezzo-piano,normal,1.28,44100,1,64000,12343,Cs2,bassoon/Cs2/bassoon_Cs2_1_mezzo-piano_normal.mp3,bassoon_Cs2_1_mezzo-piano_normal.mp3
bassoon,woodwind,Cs2,37,2,1,piano,normal,1.1495,44100,1,64000,11298,Cs2,bassoon/Cs2/bassoon_Cs2_1_piano_normal.mp3,bassoon_Cs2_1_piano_normal.mp3
bassoon,woodwind,Cs2,37,2,very-long,cresc-decresc,normal,6.609,44100,1,64000,54976,Cs2,bassoon/Cs2/bassoon_Cs2_very-long_cresc-decresc_normal.mp3,bassoon_Cs2_very-long_cresc-decresc_normal.mp3
bassoon,woodwind,D2,38,2,025,forte,normal,0.2874,44100,1,64000,4402,D2,bassoon/D2/bassoon_D2_025_forte_normal.mp3,bassoon_D2_025_forte_normal.mp3
bassoon,woodwind,D2,38,2,025,fortissimo,normal,0.3919,44100,1,64000,5239,D2,bassoon/D2/bassoon_D2_025_fortissimo_normal.mp3,bassoon_D2_025_fortissimo_normal.mp3
bassoon,woodwind,D2,38,2,025,mezzo-piano,normal,0.3135,44100,1,64000,4611,D2,bassoon/D2/bassoon_D2_025_mezzo-piano_normal.mp3,bassoon_D2_025_mezzo-piano_normal.mp3
bassoon,woodwind,D2,38,2,025,piano,normal,0.2612,44100,1,64000,4192,D2,bassoon/D2/bassoon_D2_025_piano_normal.mp3,bassoon_D2_025_piano_normal.mp3
bassoon,woodwind,D2,38,2,05,forte,normal,0.5225,44100,1,64000,6283,D2,bassoon/D2/bassoon_D2_05_forte_normal.mp3,bassoon_D2_05_forte_normal.mp3
bassoon,woodwind,D2,38,2,05,fortissimo,normal,0.4703,44100,1,64000,5866,D2,bassoon/D2/bassoon_D2_05_fortissimo_normal.mp3,bassoon_D2_05_fortissimo_normal.mp3
bassoon,woodwind,D2,38,2,05,mezzo-piano,normal,0.3919,44100,1,64000,5238,D2,bassoon/D2/bassoon_D2_05_mezzo-piano_normal.mp3,bassoon_D2_05_mezzo-piano_normal.mp3
bassoon,woodwind,D2,38,2,05,piano,normal,0.4441,44100,1,64000,5655,D2,bassoon/D2/bassoon_D2_05_piano_normal.mp3,bassoon_D2_05_piano_normal.mp3
bassoon,woodwind,D2,38,2,15,fortissimo,normal,1.28,44100,1,64000,12344,D2,bassoon/D2/bassoon_D2_15_fortissimo_normal.mp3,bassoon_D2_15_fortissimo_normal.mp3
bassoon,woodwind,D2,38,2,15,mezzo-piano,normal,1.3322,44100,1,64000,12761,D2,bassoon/D2/bassoon_D2_15_mezzo-piano_normal.mp3,bassoon_D2_15_mezzo-piano_normal.mp3
bassoon,woodwind,D2,38,2,15,piano,normal,1.3322,44100,1,64000,12760,D2,bassoon/D2/bassoon_D2_15_piano_normal.mp3,bassoon_D2_15_piano_normal.mp3
bassoon,woodwind,D2,38,2,1,forte,normal,1.2539,44100,1,64000,12134,D2,bassoon/D2/bassoon_D2_1_forte_normal.mp3,bassoon_D2_1_forte_normal.mp3
bassoon,woodwind,D2,38,2,1,fortissimo,normal,1.4367,44100,1,64000,13598,D2,bassoon/D2/bassoon_D2_1_fortissimo_normal.mp3,bassoon_D2_1_fortissimo_normal.mp3
bassoon,woodwind,D2,38,2,1,mezzo-piano,normal,1.3584,44100,1,64000,12970,D2,bassoon/D2/bassoon_D2_1_mezzo-piano_normal.mp3,bassoon_D2_1_mezzo-piano_normal.mp3
bassoon,woodwind,D2,38,2,1,piano,normal,1.3845,44100,1,64000,13178,D2,bassoon/D2/bassoon_D2_1_piano_normal.mp3,bassoon_D2_1_piano_normal.mp3
bassoon,woodwind,Ds2,39,2,025,forte,normal,0.418,44100,1,64000,5447,Ds2,bassoon/Ds2/bassoon_Ds2_025_forte_normal.mp3,bassoon_Ds2_025_forte_normal.mp3
bassoon,woodwind,Ds2,39,2,025,fortissimo,normal,0.3919,44100,1,64000,5239,Ds2,bassoon/Ds2/bassoon_Ds2_025_fortissimo_normal.mp3,bassoon_Ds2_025_fortissimo_normal.mp3
bassoon,woodwind,Ds2,39,2,025,mezzo-piano,normal,0.3135,44100,1,64000,4611,Ds2,bassoon/Ds2/bassoon_Ds2_025_mezzo-piano_normal.mp3,bassoon_Ds2_025_mezzo-piano_normal.mp3
bassoon,woodwind,Ds2,39,2,025,piano,normal,0.2874,44100,1,64000,4401,Ds2,bassoon/Ds2/bassoon_Ds2_025_piano_normal.mp3,bassoon_Ds2_025_piano_normal.mp3
bassoon,woodwind,Ds2,39,2,05,forte,normal,1.3322,44100,1,64000,12761,Ds2,bassoon/Ds2/bassoon_Ds2_05_forte_normal.mp3,bassoon_Ds2_05_forte_normal.mp3
bassoon,woodwind,Ds2,39,2,05,fortissimo,normal,0.5225,44100,1,64000,6284,Ds2,bassoon/Ds2/bassoon_Ds2_05_fortissimo_normal.mp3,bassoon_Ds2_05_fortissimo_normal.mp3
bassoon,woodwind,Ds2,39,2,05,mezzo-piano,normal,0.4441,44100,1,64000,5656,Ds2,bassoon/Ds2/bassoon_Ds2_05_mezzo-piano_normal.mp3,bassoon_Ds2_05_mezzo-piano_normal.mp3
bassoon,woodwind,Ds2,39,2,05,piano,normal,0.4703,44100,1,64000,5864,Ds2,bassoon/Ds2/bassoon_Ds2_05_piano_normal.mp3,bassoon_Ds2_05_piano_normal.mp3
bassoon,woodwind,Ds2,39,2,15,fortissimo,normal,1.1756,44100,1,64000,11509,Ds2,bassoon/Ds2/bassoon_Ds2_15_fortissimo_normal.mp3,bassoon_Ds2_15_fortissimo_normal.mp3
bassoon,woodwind,Ds2,39,2,15,mezzo-piano,normal,1.28,44100,1,64000,12343,Ds2,bassoon/Ds2/bassoon_Ds2_15_mezzo-piano_normal.mp3,bassoon_Ds2_15_mezzo-piano_normal.mp3
bassoon,woodwind,Ds2,39,2,15,piano,normal,1.3061,44100,1,64000,12551,Ds2,bassoon/Ds2/bassoon_Ds2_15_piano_normal.mp3,bassoon_Ds2_15_piano_normal.mp3
bassoon,woodwind,Ds2,39,2,1,forte,normal,0.3919,44100,1,64000,5238,Ds2,bassoon/Ds2/bassoon_Ds2_1_forte_normal.mp3,bassoon_Ds2_1_forte_normal.mp3
bassoon,woodwind,Ds2,39,2,1,fortissimo,normal,1.4629,44100,1,64000,13807,Ds2,bassoon/Ds2/bassoon_Ds2_1_fortissimo_normal.mp3,bassoon_Ds2_1_fortissimo_normal.mp3
bassoon,woodwind,Ds2,39,2,1,mezzo-piano,normal,1.3061,44100,1,64000,12552,Ds2,bassoon/Ds2/bassoon_Ds2_1_mezzo-piano_normal.mp3,bassoon_Ds2_1_mezzo-piano_normal.mp3
bassoon,woodwind,Ds2,39,2,1,piano,normal,1.2018,44100,1,64000,11716,Ds2,bassoon/Ds2/bassoon_Ds2_1_piano_normal.mp3,bassoon_Ds2_1_piano_normal.mp3
bassoon,woodwind,Ds2,39,2,phrase,forte,fluttertonguing,6.7919,44100,1,64000,56439,Ds2,bassoon/Ds2/bassoon_Ds2_phrase_forte_fluttertonguing.mp3,bassoon_Ds2_phrase_forte_fluttertonguing.mp3
bassoon,woodwind,Ds2,39,2,phrase,mezzo-forte,legato,6.4784,44100,1,64000,53931,Ds2,bassoon/Ds2/bassoon_Ds2_phrase_mezzo-forte_legato.mp3,bassoon_Ds2_phrase_mezzo-forte_legato.mp3
bassoon,woodwind,Ds2,39,2,phrase,mezzo-forte,nonlegato,7.4711,44100,1,64000,61873,Ds2,bassoon/Ds2/bassoon_Ds2_phrase_mezzo-forte_nonlegato.mp3,bassoon_Ds2_phrase_mezzo-forte_nonlegato.mp3
bassoon,woodwind,Ds2,39,2,phrase,mezzo-forte,staccatissimo,6.7396,44100,1,64000,56021,Ds2,bassoon/Ds2/bassoon_Ds2_phrase_mezzo-forte_staccatissimo.mp3,bassoon_Ds2_phrase_mezzo-forte_staccatissimo.mp3
bassoon,woodwind,Ds2,39,2,phrase,mezzo-forte,staccato,7.0009,44100,1,64000,58111,Ds2,bassoon/Ds2/bassoon_Ds2_phrase_mezzo-forte_staccato.mp3,bassoon_Ds2_phrase_mezzo-forte_staccato.mp3
bassoon,woodwind,Ds2,39,2,phrase,mezzo-forte,tenuto,7.2882,44100,1,64000,60410,Ds2,bassoon/Ds2/bassoon_Ds2_phrase_mezzo-forte_tenuto.mp3,bassoon_Ds2_phrase_mezzo-forte_tenuto.mp3
bassoon,woodwind,Ds2,39,2,phrase,mezzo-forte,tongued-slur,7.1837,44100,1,64000,59574,Ds2,bassoon/Ds2/bassoon_Ds2_phrase_mezzo-forte_tongued-slur.mp3,bassoon_Ds2_phrase_mezzo-forte_tongued-slur.mp3
bassoon,woodwind,E2,40,2,025,forte,normal,0.3396,44100,1,64000,4820,E2,bassoon/E2/bassoon_E2_025_forte_normal.mp3,bassoon_E2_025_forte_normal.mp3
bassoon,woodwind,E2,40,2,025,fortissimo,normal,0.3396,44100,1,64000,4821,E2,bassoon/E2/bassoon_E2_025_fortissimo_normal.mp3,bassoon_E2_025_fortissimo_normal.mp3
bassoon,woodwind,E2,40,2,025,mezzo-piano,normal,0.3919,44100,1,64000,5238,E2,bassoon/E2/bassoon_E2_025_mezzo-piano_normal.mp3,bassoon_E2_025_mezzo-piano_normal.mp3
bassoon,woodwind,E2,40,2,025,piano,normal,0.2612,44100,1,64000,4192,E2,bassoon/E2/bassoon_E2_025_piano_normal.mp3,bassoon_E2_025_piano_normal.mp3
bassoon,woodwind,E2,40,2,05,forte,normal,0.418,44100,1,64000,5447,E2,bassoon/E2/bassoon_E2_05_forte_normal.mp3,bassoon_E2_05_forte_normal.mp3
bassoon,woodwind,E2,40,2,05,fortissimo,normal,0.5486,44100,1,64000,6493,E2,bassoon/E2/bassoon_E2_05_fortissimo_normal.mp3,bassoon_E2_05_fortissimo_normal.mp3
bassoon,woodwind,E2,40,2,05,mezzo-piano,normal,0.4703,44100,1,64000,5865,E2,bassoon/E2/bassoon_E2_05_mezzo-piano_normal.mp3,bassoon_E2_05_mezzo-piano_normal.mp3
bassoon,woodwind,E2,40,2,05,piano,normal,0.2874,44100,1,64000,4401,E2,bassoon/E2/bassoon_E2_05_piano_normal.mp3,bassoon_E2_05_piano_normal.mp3
bassoon,woodwind,E2,40,2,15,piano,normal,1.3322,44100,1,64000,12760,E2,bassoon/E2/bassoon_E2_15_piano_normal.mp3,bassoon_E2_15_piano_normal.mp3
bassoon,woodwind,E2,40,2,1,forte,normal,1.2539,44100,1,64000,12135,E2,bassoon/E2/bassoon_E2_1_forte_normal.mp3,bassoon_E2_1_forte_normal.mp3
bassoon,woodwind,E2,40,2,1,fortissimo,normal,1.4367,44100,1,64000,13598,E2,bassoon/E2/bassoon_E2_1_fortissimo_normal.mp3,bassoon_E2_1_fortissimo_normal.mp3
bassoon,woodwind,E2,40,2,1,mezzo-piano,normal,1.2279,44100,1,64000,11926,E2,bassoon/E2/bassoon_E2_1_mezzo-piano_normal.mp3,bassoon_E2_1_mezzo-piano_normal.mp3
bassoon,woodwind,E2,40,2,1,piano,normal,1.4629,44100,1,64000,13805,E2,bassoon/E2/bassoon_E2_1_piano_normal.mp3,bassoon_E2_1_piano_normal.mp3
bassoon,woodwind,E2,40,2,very-long,cresc-decresc,normal,6.1128,44100,1,64000,51006,E2,bassoon/E2/bassoon_E2_very-long_cresc-decresc_normal.mp3,bassoon_E2_very-long_cresc-decresc_normal.mp3
bassoon,woodwind,E2,40,2,very-long,forte,normal,26.6189,44100,1,64000,215055,E2,bassoon/E2/bassoon_E2_very-long_forte_normal.mp3,bassoon_E2_very-long_forte_normal.mp3
bassoon,woodwind,E2,40,2,very-long,mezzo-piano,normal,46.6809,44100,1,64000,375551,E2,bassoon/E2/bassoon_E2_very-long_mezzo-piano_normal.mp3,bassoon_E2_very-long_mezzo-piano_normal.mp3
bassoon,woodwind,F2,41,2,025,forte,normal,0.5225,44100,1,64000,6283,F2,bassoon/F2/bassoon_F2_025_forte_normal.mp3,bassoon_F2_025_forte_normal.mp3
bassoon,woodwind,F2,41,2,025,fortissimo,normal,0.5486,44100,1,64000,6493,F2,bassoon/F2/bassoon_F2_025_fortissimo_normal.mp3,bassoon_F2_025_fortissimo_normal.mp3
bassoon,woodwind,F2,41,2,025,mezzo-piano,normal,0.4441,44100,1,64000,5656,F2,bassoon/F2/bassoon_F2_025_mezzo-piano_normal.mp3,bassoon_F2_025_mezzo-piano_normal.mp3
bassoon,woodwind,F2,41,2,025,piano,normal,0.2874,44100,1,64000,4401,F2,bassoon/F2/bassoon_F2_025_piano_normal.mp3,bassoon_F2_025_piano_normal.mp3
bassoon,woodwind,F2,41,2,05,forte,normal,1.4106,44100,1,64000,13388,F2,bassoon/F2/bassoon_F2_05_forte_normal.mp3,bassoon_F2_05_forte_normal.mp3
bassoon,woodwind,F2,41,2,05,fortissimo,normal,1.4106,44100,1,64000,13389,F2,bassoon/F2/bassoon_F2_05_fortissimo_normal.mp3,bassoon_F2_05_fortissimo_normal.mp3
bassoon,woodwind,F2,41,2,05,mezzo-forte,normal,0.3135,44100,1,64000,4612,F2,bassoon/F2/bassoon_F2_05_mezzo-forte_normal.mp3,bassoon_F2_05_mezzo-forte_normal.mp3
bassoon,woodwind,F2,41,2,05,mezzo-piano,normal,1.3322,44100,1,64000,12761,F2,bassoon/F2/bassoon_F2_05_mezzo-piano_normal.mp3,bassoon_F2_05_mezzo-piano_normal.mp3
bassoon,woodwind,F2,41,2,05,piano,normal,0.418,44100,1,64000,5446,F2,bassoon/F2/bassoon_F2_05_piano_normal.mp3,bassoon_F2_05_piano_normal.mp3
bassoon,woodwind,F2,41,2,15,piano,normal,1.5151,44100,1,64000,14223,F2,bassoon/F2/bassoon_F2_15_piano_normal.mp3,bassoon_F2_15_piano_normal.mp3
