path,label,family,duration_s,sample_rate,is_plain,is_phrase
Brass/Bass_Tuba/ordinario/BTb-ord-B3-ff-N-T18d.wav,tuba,brass,1.4124,44100,1,0
Brass/Bass_Tuba/ordinario/BTb-ord-B3-mf-N-N.wav,tuba,brass,3.7698,44100,1,0
Brass/Bass_Tuba/ordinario/BTb-ord-B3-pp-N-T14d.wav,tuba,brass,3.1388,44100,1,0
Brass/Bass_Tuba/ordinario/BTb-ord-C#2-ff-N-N.wav,tuba,brass,1.4388,44100,1,0
Brass/Bass_Tuba/ordinario/BTb-ord-C#2-mf-N-N.wav,tuba,brass,2.8742,44100,1,0
Brass/Bass_Tuba/ordinario/BTb-ord-C#2-pp-N-N.wav,tuba,brass,3.1817,44100,1,0
Brass/Bass_Tuba/ordinario/BTb-ord-C#3-ff-N-N.wav,tuba,brass,1.5946,44100,1,0
Brass/Bass_Tuba/ordinario/BTb-ord-C#3-mf-N-T25u.wav,tuba,brass,3.8503,44100,1,0
Brass/Bass_Tuba/ordinario/BTb-ord-C#3-pp-N-N.wav,tuba,brass,3.6465,44100,1,0
Brass/Bass_Tuba/ordinario/BTb-ord-C#4-ff-N-T21u.wav,tuba,brass,1.558,44100,1,0
Brass/Bass_Tuba/ordinario/BTb-ord-C#4-mf-N-N.wav,tuba,brass,3.9468,44100,1,0
Brass/Bass_Tuba/ordinario/BTb-ord-C#4-pp-N-N.wav,tuba,brass,3.0625,44100,1,0
Brass/Bass_Tuba/ordinario/BTb-ord-C2-ff-N-N.wav,tuba,brass,1.353,44100,1,0
Brass/Bass_Tuba/ordinario/BTb-ord-C2-mf-N-T23u.wav,tuba,brass,2.9489,44100,1,0
Brass/Bass_Tuba/ordinario/BTb-ord-C2-pp-N-T13d.wav,tuba,brass,2.7144,44100,1,0
Brass/Bass_Tuba/ordinario/BTb-ord-C3-ff-N-T18u.wav,tuba,brass,1.4193,44100,1,0
Brass/Bass_Tuba/ordinario/BTb-ord-C3-mf-N-T28u.wav,tuba,brass,3.0769,44100,1,0
Brass/Bass_Tuba/ordinario/BTb-ord-C3-pp-N-T11d.wav,tuba,brass,3.1137,44100,1,0
Brass/Bass_Tuba/ordinario/BTb-ord-C4-ff-N-N.wav,tuba,brass,1.5844,44100,1,0
Brass/Bass_Tuba/ordinario/BTb-ord-C4-mf-N-N.wav,tuba,brass,3.465,44100,1,0
Brass/Bass_Tuba/ordinario/BTb-ord-C4-pp-N-N.wav,tuba,brass,3.2269,44100,1,0
Brass/Bass_Tuba/ordinario/BTb-ord-D#2-ff-N-N.wav,tuba,brass,1.633,44100,1,0
Brass/Bass_Tuba/ordinario/BTb-ord-D#2-mf-N-T34u.wav,tuba,brass,2.252,44100,1,0
Brass/Bass_Tuba/ordinario/BTb-ord-D#2-pp-N-T11u.wav,tuba,brass,3.514,44100,1,0
Brass/Bass_Tuba/ordinario/BTb-ord-D#3-ff-N-T17u.wav,tuba,brass,1.472,44100,1,0
Brass/Bass_Tuba/ordinario/BTb-ord-D#3-mf-N-T25u.wav,tuba,brass,4.0885,44100,1,0
Brass/Bass_Tuba/ordinario/BTb-ord-D#3-pp-N-N.wav,tuba,brass,3.2811,44100,1,0
Brass/Bass_Tuba/ordinario/BTb-ord-D#4-ff-N-N.wav,tuba,brass,1.5758,44100,1,0
Brass/Bass_Tuba/ordinario/BTb-ord-D#4-mf-N-N.wav,tuba,brass,3.306,44100,1,0
Brass/Bass_Tuba/ordinario/BTb-ord-D#4-pp-N-N.wav,tuba,brass,2.39,44100,1,0
Brass/Bass_Tuba/ordinario/BTb-ord-D2-ff-N-T13u.wav,tuba,brass,1.4154,44100,1,0
Brass/Bass_Tuba/ordinario/BTb-ord-D2-mf-N-T15u.wav,tuba,brass,3.5107,44100,1,0
Brass/Bass_Tuba/ordinario/BTb-ord-D2-pp-N-T18u.wav,tuba,brass,3.4293,44100,1,0
Brass/Bass_Tuba/ordinario/BTb-ord-D3-ff-N-T15u.wav,tuba,brass,1.3152,44100,1,0
Brass/Bass_Tuba/ordinario/BTb-ord-D3-mf-N-T16u.wav,tuba,brass,3.5542,44100,1,0
Brass/Bass_Tuba/ordinario/BTb-ord-D3-pp-N-N.wav,tuba,brass,3.1248,44100,1,0
Brass/Bass_Tuba/ordinario/BTb-ord-D4-ff-N-N.wav,tuba,brass,1.3932,44100,1,0
Brass/Bass_Tuba/ordinario/BTb-ord-D4-mf-N-N.wav,tuba,brass,3.7147,44100,1,0
Brass/Bass_Tuba/ordinario/BTb-ord-D4-pp-N-N.wav,tuba,brass,2.4599,44100,1,0
Brass/Bass_Tuba/ordinario/BTb-ord-E2-ff-N-T10u.wav,tuba,brass,1.48,44100,1,0
Brass/Bass_Tuba/ordinario/BTb-ord-E2-mf-N-T27u.wav,tuba,brass,3.1236,44100,1,0
Brass/Bass_Tuba/ordinario/BTb-ord-E2-pp-N-T25u.wav,tuba,brass,3.0375,44100,1,0
Brass/Bass_Tuba/ordinario/BTb-ord-E3-ff-N-T16u.wav,tuba,brass,1.4456,44100,1,0
Brass/Bass_Tuba/ordinario/BTb-ord-E3-mf-N-T23u.wav,tuba,brass,3.5877,44100,1,0
Brass/Bass_Tuba/ordinario/BTb-ord-E3-pp-N-N.wav,tuba,brass,3.1282,44100,1,0
Brass/Bass_Tuba/ordinario/BTb-ord-E4-ff-N-N.wav,tuba,brass,1.6626,44100,1,0
Brass/Bass_Tuba/ordinario/BTb-ord-E4-mf-N-T11d.wav,tuba,brass,4.0258,44100,1,0
Brass/Bass_Tuba/ordinario/BTb-ord-E4-pp-N-N.wav,tuba,brass,1.7772,44100,1,0
Brass/Bass_Tuba/ordinario/BTb-ord-F#1-ff-N-N.wav,tuba,brass,1.6936,44100,1,0
Brass/Bass_Tuba/ordinario/BTb-ord-F#1-mf-N-T18u.wav,tuba,brass,3.0712,44100,1,0
Brass/Bass_Tuba/ordinario/BTb-ord-F#1-pp-N-N.wav,tuba,brass,3.05,44100,1,0
Brass/Bass_Tuba/ordinario/BTb-ord-F#2-ff-N-N.wav,tuba,brass,1.4454,44100,1,0
Brass/Bass_Tuba/ordinario/BTb-ord-F#2-mf-N-T19u.wav,tuba,brass,3.5734,44100,1,0
Brass/Bass_Tuba/ordinario/BTb-ord-F#2-pp-N-T14u.wav,tuba,brass,2.8862,44100,1,0
Brass/Bass_Tuba/ordinario/BTb-ord-F#3-ff-N-N.wav,tuba,brass,1.4465,44100,1,0
Brass/Bass_Tuba/ordinario/BTb-ord-F#3-mf-N-N.wav,tuba,brass,3.4717,44100,1,0
Brass/Bass_Tuba/ordinario/BTb-ord-F#3-pp-N-N.wav,tuba,brass,3.6088,44100,1,0
Brass/Bass_Tuba/ordinario/BTb-ord-F2-ff-N-T15u.wav,tuba,brass,1.3843,44100,1,0
Brass/Bass_Tuba/ordinario/BTb-ord-F2-mf-N-T24u.wav,tuba,brass,3.4172,44100,1,0
Brass/Bass_Tuba/ordinario/BTb-ord-F2-pp-N-T25u_R100u.wav,tuba,brass,2.867,44100,1,0
Brass/Bass_Tuba/ordinario/BTb-ord-F3-ff-N-N.wav,tuba,brass,1.4164,44100,1,0
Brass/Bass_Tuba/ordinario/BTb-ord-F3-mf-N-N.wav,tuba,brass,3.6984,44100,1,0
Brass/Bass_Tuba/ordinario/BTb-ord-F3-pp-N-N.wav,tuba,brass,2.8852,44100,1,0
Brass/Bass_Tuba/ordinario/BTb-ord-F4-ff-N-N.wav,tuba,brass,1.3251,44100,1,0
Brass/Bass_Tuba/ordinario/BTb-ord-F4-mf-N-N.wav,tuba,brass,3.9861,44100,1,0
Brass/Bass_Tuba/ordinario/BTb-ord-F4-pp-N-N.wav,tuba,brass,1.7043,44100,1,0
Brass/Bass_Tuba/ordinario/BTb-ord-G#1-ff-N-T12u.wav,tuba,brass,1.4616,44100,1,0
Brass/Bass_Tuba/ordinario/BTb-ord-G#1-mf-N-T18u.wav,tuba,brass,2.8237,44100,1,0
Brass/Bass_Tuba/ordinario/BTb-ord-G#1-pp-N-T16u.wav,tuba,brass,3.3388,44100,1,0
Brass/Bass_Tuba/ordinario/BTb-ord-G#2-ff-N-N.wav,tuba,brass,1.5041,44100,1,0
Brass/Bass_Tuba/ordinario/BTb-ord-G#2-mf-N-T26u.wav,tuba,brass,3.8849,44100,1,0
Brass/Bass_Tuba/ordinario/BTb-ord-G#2-pp-N-T16u.wav,tuba,brass,3.2447,44100,1,0
Brass/Bass_Tuba/ordinario/BTb-ord-G#3-ff-N-N.wav,tuba,brass,1.6201,44100,1,0
Brass/Bass_Tuba/ordinario/BTb-ord-G#3-mf-N-T11u.wav,tuba,brass,3.7382,44100,1,0
Brass/Bass_Tuba/ordinario/BTb-ord-G#3-pp-N-N.wav,tuba,brass,2.7198,44100,1,0
Brass/Bass_Tuba/ordinario/BTb-ord-G1-ff-N-T15d.wav,tuba,brass,1.3233,44100,1,0
Brass/Bass_Tuba/ordinario/BTb-ord-G1-mf-N-N.wav,tuba,brass,2.8519,44100,1,0
Brass/Bass_Tuba/ordinario/BTb-ord-G1-pp-N-R100u.wav,tuba,brass,2.8788,44100,1,0
Brass/Bass_Tuba/ordinario/BTb-ord-G2-ff-N-N.wav,tuba,brass,1.4997,44100,1,0
Brass/Bass_Tuba/ordinario/BTb-ord-G2-mf-N-T15u.wav,tuba,brass,3.288,44100,1,0
Brass/Bass_Tuba/ordinario/BTb-ord-G2-pp-N-N.wav,tuba,brass,3.1454,44100,1,0
Brass/Bass_Tuba/ordinario/BTb-ord-G3-ff-N-T14u.wav,tuba,brass,1.4464,44100,1,0
Brass/Bass_Tuba/ordinario/BTb-ord-G3-mf-N-T14u.wav,tuba,brass,3.7023,44100,1,0
Brass/Bass_Tuba/ordinario/BTb-ord-G3-pp-N-T14d.wav,tuba,brass,3.2635,44100,1,0
Brass/Horn/ordinario/Hn-ord-A#1-mf-N-T17d.wav,french-horn,brass,6.0218,44100,1,0
Brass/Horn/ordinario/Hn-ord-A#1-pp-N-N.wav,french-horn,brass,6.8302,44100,1,0
Brass/Horn/ordinario/Hn-ord-A#2-ff-N-N.wav,french-horn,brass,6.2289,44100,1,0
Brass/Horn/ordinario/Hn-ord-A#2-mf-N-N.wav,french-horn,brass,6.6224,44100,1,0
Brass/Horn/ordinario/Hn-ord-A#2-pp-N-R100d.wav,french-horn,brass,5.8351,44100,1,0
Brass/Horn/ordinario/Hn-ord-A#3-ff-N-N.wav,french-horn,brass,6.361,44100,1,0
Brass/Horn/ordinario/Hn-ord-A#3-mf-N-N.wav,french-horn,brass,6.2494,44100,1,0
Brass/Horn/ordinario/Hn-ord-A#3-pp-N-N.wav,french-horn,brass,5.9005,44100,1,0
Brass/Horn/ordinario/Hn-ord-A#4-ff-N-N.wav,french-horn,brass,6.3457,44100,1,0
Brass/Horn/ordinario/Hn-ord-A#4-mf-N-N.wav,french-horn,brass,6.3722,44100,1,0
Brass/Horn/ordinario/Hn-ord-A#4-pp-N-N.wav,french-horn,brass,6.2295,44100,1,0
Brass/Horn/ordinario/Hn-ord-A1-mf-N-N.wav,french-horn,brass,6.1276,44100,1,0
Brass/Horn/ordinario/Hn-ord-A2-ff-N-N.wav,french-horn,brass,6.4838,44100,1,0
Brass/Horn/ordinario/Hn-ord-A2-mf-N-N.wav,french-horn,brass,6.2382,44100,1,0
Brass/Horn/ordinario/Hn-ord-A2-pp-N-R100u.wav,french-horn,brass,5.7899,44100,1,0
Brass/Horn/ordinario/Hn-ord-A3-ff-N-N.wav,french-horn,brass,6.4542,44100,1,0
Brass/Horn/ordinario/Hn-ord-A3-mf-N-N.wav,french-horn,brass,6.2292,44100,1,0
Brass/Horn/ordinario/Hn-ord-A3-pp-N-N.wav,french-horn,brass,6.2469,44100,1,0
Brass/Horn/ordinario/Hn-ord-A4-ff-N-N.wav,french-horn,brass,6.3202,44100,1,0
Brass/Horn/ordinario/Hn-ord-A4-mf-N-N.wav,french-horn,brass,6.3414,44100,1,0
Brass/Horn/ordinario/Hn-ord-A4-pp-N-N.wav,french-horn,brass,5.9969,44100,1,0
Brass/Horn/ordinario/Hn-ord-B1-ff-N-N.wav,french-horn,brass,6.8056,44100,1,0
Brass/Horn/ordinario/Hn-ord-B1-mf-N-N.wav,french-horn,brass,6.2639,44100,1,0
Brass/Horn/ordinario/Hn-ord-B1-pp-N-T15d.wav,french-horn,brass,6.4966,44100,1,0
Brass/Horn/ordinario/Hn-ord-B2-ff-N-N.wav,french-horn,brass,6.1599,44100,1,0
Brass/Horn/ordinario/Hn-ord-B2-mf-N-N.wav,french-horn,brass,6.4825,44100,1,0
Brass/Horn/ordinario/Hn-ord-B2-pp-N-N.wav,french-horn,brass,5.5076,44100,1,0
Brass/Horn/ordinario/Hn-ord-B3-ff-N-N.wav,french-horn,brass,5.706,44100,1,0
Brass/Horn/ordinario/Hn-ord-B3-mf-N-N.wav,french-horn,brass,6.3918,44100,1,0
Brass/Horn/ordinario/Hn-ord-B3-pp-N-N.wav,french-horn,brass,5.8122,44100,1,0
Brass/Horn/ordinario/Hn-ord-B4-ff-N-N.wav,french-horn,brass,6.1332,44100,1,0
Brass/Horn/ordinario/Hn-ord-B4-mf-N-N.wav,french-horn,brass,6.2333,44100,1,0
Brass/Horn/ordinario/Hn-ord-B4-pp-N-N.wav,french-horn,brass,6.0577,44100,1,0
Brass/Horn/ordinario/Hn-ord-C#2-ff-N-N.wav,french-horn,brass,6.1774,44100,1,0
Brass/Horn/ordinario/Hn-ord-C#2-mf-N-N.wav,french-horn,brass,6.3833,44100,1,0
Brass/Horn/ordinario/Hn-ord-C#2-pp-N-N.wav,french-horn,brass,6.4091,44100,1,0
Brass/Horn/ordinario/Hn-ord-C#3-ff-N-N.wav,french-horn,brass,6.57,44100,1,0
Brass/Horn/ordinario/Hn-ord-C#3-mf-N-N.wav,french-horn,brass,6.2372,44100,1,0
Brass/Horn/ordinario/Hn-ord-C#3-pp-N-N.wav,french-horn,brass,6.3061,44100,1,0
Brass/Horn/ordinario/Hn-ord-C#4-ff-N-N.wav,french-horn,brass,6.3348,44100,1,0
Brass/Horn/ordinario/Hn-ord-C#4-mf-N-T12u.wav,french-horn,brass,6.5342,44100,1,0
Brass/Horn/ordinario/Hn-ord-C#4-pp-N-N.wav,french-horn,brass,6.2294,44100,1,0
Brass/Horn/ordinario/Hn-ord-C#5-ff-N-N.wav,french-horn,brass,6.4474,44100,1,0
Brass/Horn/ordinario/Hn-ord-C#5-mf-N-N.wav,french-horn,brass,6.1324,44100,1,0
Brass/Horn/ordinario/Hn-ord-C#5-pp-N-N.wav,french-horn,brass,5.9694,44100,1,0
Brass/Horn/ordinario/Hn-ord-C2-ff-N-N.wav,french-horn,brass,5.9796,44100,1,0
Brass/Horn/ordinario/Hn-ord-C2-mf-N-N.wav,french-horn,brass,6.1432,44100,1,0
Brass/Horn/ordinario/Hn-ord-C2-pp-N-N.wav,french-horn,brass,6.6254,44100,1,0
Brass/Horn/ordinario/Hn-ord-C3-ff-N-N.wav,french-horn,brass,6.5081,44100,1,0
Brass/Horn/ordinario/Hn-ord-C3-mf-N-N.wav,french-horn,brass,6.0215,44100,1,0
Brass/Horn/ordinario/Hn-ord-C3-pp-N-N.wav,french-horn,brass,6.3565,44100,1,0
Brass/Horn/ordinario/Hn-ord-C4-ff-N-N.wav,french-horn,brass,6.3761,44100,1,0
Brass/Horn/ordinario/Hn-ord-C4-mf-N-N.wav,french-horn,brass,6.2847,44100,1,0
Brass/Horn/ordinario/Hn-ord-C4-pp-N-N.wav,french-horn,brass,6.3133,44100,1,0
Brass/Horn/ordinario/Hn-ord-C5-ff-N-N.wav,french-horn,brass,6.4282,44100,1,0
Brass/Horn/ordinario/Hn-ord-C5-mf-N-N.wav,french-horn,brass,6.065,44100,1,0
Brass/Horn/ordinario/Hn-ord-C5-pp-N-N.wav,french-horn,brass,6.0376,44100,1,0
Brass/Horn/ordinario/Hn-ord-D#2-ff-N-T11u.wav,french-horn,brass,5.8409,44100,1,0
Brass/Horn/ordinario/Hn-ord-D#2-mf-N-N.wav,french-horn,brass,6.3354,44100,1,0
Brass/Horn/ordinario/Hn-ord-D#2-pp-N-R100u.wav,french-horn,brass,5.5074,44100,1,0
Brass/Horn/ordinario/Hn-ord-D#3-ff-N-N.wav,french-horn,brass,6.4057,44100,1,0
Brass/Horn/ordinario/Hn-ord-D#3-mf-N-N.wav,french-horn,brass,6.3464,44100,1,0
Brass/Horn/ordinario/Hn-ord-D#3-pp-N-N.wav,french-horn,brass,6.2213,44100,1,0
Brass/Horn/ordinario/Hn-ord-D#4-ff-N-N.wav,french-horn,brass,6.3672,44100,1,0
Brass/Horn/ordinario/Hn-ord-D#4-mf-N-N.wav,french-horn,brass,5.61,44100,1,0
Brass/Horn/ordinario/Hn-ord-D#4-pp-N-N.wav,french-horn,brass,6.0904,44100,1,0
Brass/Horn/ordinario/Hn-ord-D#5-ff-N-T10u.wav,french-horn,brass,6.1348,44100,1,0
Brass/Horn/ordinario/Hn-ord-D#5-mf-N-N.wav,french-horn,brass,5.9735,44100,1,0
Brass/Horn/ordinario/Hn-ord-D#5-pp-N-N.wav,french-horn,brass,6.0149,44100,1,0
Brass/Horn/ordinario/Hn-ord-D2-ff-N-N.wav,french-horn,brass,6.1533,44100,1,0
Brass/Horn/ordinario/Hn-ord-D2-mf-N-N.wav,french-horn,brass,6.1179,44100,1,0
Brass/Horn/ordinario/Hn-ord-D2-pp-N-N.wav,french-horn,brass,5.8349,44100,1,0
Brass/Horn/ordinario/Hn-ord-D3-ff-N-N.wav,french-horn,brass,6.6085,44100,1,0
Brass/Horn/ordinario/Hn-ord-D3-mf-N-N.wav,french-horn,brass,6.3576,44100,1,0
Brass/Horn/ordinario/Hn-ord-D3-pp-N-N.wav,french-horn,brass,6.3006,44100,1,0
Brass/Horn/ordinario/Hn-ord-D4-ff-N-N.wav,french-horn,brass,6.0767,44100,1,0
Brass/Horn/ordinario/Hn-ord-D4-mf-N-N.wav,french-horn,brass,6.2877,44100,1,0
Brass/Horn/ordinario/Hn-ord-D4-pp-N-N.wav,french-horn,brass,6.0075,44100,1,0
Brass/Horn/ordinario/Hn-ord-D5-ff-N-N.wav,french-horn,brass,6.191,44100,1,0
Brass/Horn/ordinario/Hn-ord-D5-mf-N-N.wav,french-horn,brass,6.0509,44100,1,0
Brass/Horn/ordinario/Hn-ord-D5-pp-N-T10u.wav,french-horn,brass,6.2859,44100,1,0
Brass/Horn/ordinario/Hn-ord-E2-ff-N-T18u.wav,french-horn,brass,5.8435,44100,1,0
Brass/Horn/ordinario/Hn-ord-E2-mf-N-N.wav,french-horn,brass,6.0299,44100,1,0
Brass/Horn/ordinario/Hn-ord-E2-pp-N-N.wav,french-horn,brass,5.6471,44100,1,0
Brass/Horn/ordinario/Hn-ord-E3-ff-N-N.wav,french-horn,brass,6.6467,44100,1,0
Brass/Horn/ordinario/Hn-ord-E3-mf-N-N.wav,french-horn,brass,6.2604,44100,1,0
Brass/Horn/ordinario/Hn-ord-E3-pp-N-N.wav,french-horn,brass,6.664,44100,1,0
Brass/Horn/ordinario/Hn-ord-E4-ff-N-N.wav,french-horn,brass,6.4486,44100,1,0
Brass/Horn/ordinario/Hn-ord-E4-mf-N-N.wav,french-horn,brass,6.1563,44100,1,0
Brass/Horn/ordinario/Hn-ord-E4-pp-N-N.wav,french-horn,brass,6.1493,44100,1,0
Brass/Horn/ordinario/Hn-ord-E5-ff-N-N.wav,french-horn,brass,6.2127,44100,1,0
Brass/Horn/ordinario/Hn-ord-E5-mf-N-T13u.wav,french-horn,brass,5.926,44100,1,0
Brass/Horn/ordinario/Hn-ord-E5-pp-N-N.wav,french-horn,brass,6.1272,44100,1,0
Brass/Horn/ordinario/Hn-ord-F#2-ff-N-N.wav,french-horn,brass,6.1502,44100,1,0
Brass/Horn/ordinario/Hn-ord-F#2-mf-N-N.wav,french-horn,brass,6.3076,44100,1,0
Brass/Horn/ordinario/Hn-ord-F#2-pp-N-N.wav,french-horn,brass,6.2579,44100,1,0
Brass/Horn/ordinario/Hn-ord-F#3-ff-N-N.wav,french-horn,brass,6.526,44100,1,0
Brass/Horn/ordinario/Hn-ord-F#3-mf-N-N.wav,french-horn,brass,6.4076,44100,1,0
Brass/Horn/ordinario/Hn-ord-F#3-pp-N-N.wav,french-horn,brass,6.2533,44100,1,0
Brass/Horn/ordinario/Hn-ord-F#4-ff-N-N.wav,french-horn,brass,6.3806,44100,1,0
Brass/Horn/ordinario/Hn-ord-F#4-mf-N-N.wav,french-horn,brass,6.4903,44100,1,0
Brass/Horn/ordinario/Hn-ord-F#4-pp-N-T10u.wav,french-horn,brass,6.1137,44100,1,0
Brass/Horn/ordinario/Hn-ord-F2-ff-N-T11u.wav,french-horn,brass,5.6507,44100,1,0
Brass/Horn/ordinario/Hn-ord-F2-mf-N-N.wav,french-horn,brass,6.0888,44100,1,0
Brass/Horn/ordinario/Hn-ord-F2-pp-N-N.wav,french-horn,brass,6.3815,44100,1,0
Brass/Horn/ordinario/Hn-ord-F3-ff-N-N.wav,french-horn,brass,6.308,44100,1,0
Brass/Horn/ordinario/Hn-ord-F3-mf-N-N.wav,french-horn,brass,6.361,44100,1,0
Brass/Horn/ordinario/Hn-ord-F3-pp-N-N.wav,french-horn,brass,6.2349,44100,1,0
Brass/Horn/ordinario/Hn-ord-F4-ff-N-N.wav,french-horn,brass,6.3852,44100,1,0
Brass/Horn/ordinario/Hn-ord-F4-mf-N-N.wav,french-horn,brass,6.1025,44100,1,0
Brass/Horn/ordinario/Hn-ord-F4-pp-N-N.wav,french-horn,brass,6.2754,44100,1,0
Brass/Horn/ordinario/Hn-ord-F5-ff-N-N.wav,french-horn,brass,6.2335,44100,1,0
Brass/Horn/ordinario/Hn-ord-F5-mf-N-N.wav,french-horn,brass,5.5603,44100,1,0
Brass/Horn/ordinario/Hn-ord-F5-pp-N-T11u.wav,french-horn,brass,5.4544,44100,1,0
Brass/Horn/ordinario/Hn-ord-G#1-mf-N-N.wav,french-horn,brass,6.8064,44100,1,0
Brass/Horn/ordinario/Hn-ord-G#2-ff-N-N.wav,french-horn,brass,6.2421,44100,1,0
Brass/Horn/ordinario/Hn-ord-G#2-mf-N-N.wav,french-horn,brass,6.3889,44100,1,0
Brass/Horn/ordinario/Hn-ord-G#2-pp-N-N.wav,french-horn,brass,6.1342,44100,1,0
Brass/Horn/ordinario/Hn-ord-G#3-ff-N-N.wav,french-horn,brass,6.3751,44100,1,0
Brass/Horn/ordinario/Hn-ord-G#3-mf-N-N.wav,french-horn,brass,6.4752,44100,1,0
Brass/Horn/ordinario/Hn-ord-G#3-pp-N-N.wav,french-horn,brass,7.0249,44100,1,0
Brass/Horn/ordinario/Hn-ord-G#4-ff-N-N.wav,french-horn,brass,6.5469,44100,1,0
Brass/Horn/ordinario/Hn-ord-G#4-mf-N-N.wav,french-horn,brass,6.4243,44100,1,0
Brass/Horn/ordinario/Hn-ord-G#4-pp-N-T10u.wav,french-horn,brass,6.0152,44100,1,0
Brass/Horn/ordinario/Hn-ord-G1-mf-N-T40d.wav,french-horn,brass,6.3598,44100,1,0
Brass/Horn/ordinario/Hn-ord-G2-ff-N-R100u.wav,french-horn,brass,5.8051,44100,1,0
Brass/Horn/ordinario/Hn-ord-G2-mf-N-N.wav,french-horn,brass,6.3499,44100,1,0
Brass/Horn/ordinario/Hn-ord-G2-pp-N-N.wav,french-horn,brass,6.0948,44100,1,0
Brass/Horn/ordinario/Hn-ord-G3-ff-N-N.wav,french-horn,brass,6.4449,44100,1,0
Brass/Horn/ordinario/Hn-ord-G3-mf-N-N.wav,french-horn,brass,6.4979,44100,1,0
Brass/Horn/ordinario/Hn-ord-G3-pp-N-N.wav,french-horn,brass,6.1781,44100,1,0
Brass/Horn/ordinario/Hn-ord-G4-ff-N-N.wav,french-horn,brass,6.5222,44100,1,0
Brass/Horn/ordinario/Hn-ord-G4-mf-N-N.wav,french-horn,brass,6.1015,44100,1,0
Brass/Horn/ordinario/Hn-ord-G4-pp-N-N.wav,french-horn,brass,5.9404,44100,1,0
Brass/Trombone/ordinario/Tbn-ord-A#1-ff-N-T14d.wav,trombone,brass,2.9979,44100,1,0
Brass/Trombone/ordinario/Tbn-ord-A#1-mf-N-N.wav,trombone,brass,4.1862,44100,1,0
Brass/Trombone/ordinario/Tbn-ord-A#1-pp-N-N.wav,trombone,brass,4.486,44100,1,0
Brass/Trombone/ordinario/Tbn-ord-A#2-ff-N-N.wav,trombone,brass,4.5482,44100,1,0
Brass/Trombone/ordinario/Tbn-ord-A#2-mf-N-N.wav,trombone,brass,5.5895,44100,1,0
Brass/Trombone/ordinario/Tbn-ord-A#2-pp-N-N.wav,trombone,brass,6.2305,44100,1,0
Brass/Trombone/ordinario/Tbn-ord-A#3-ff-N-N.wav,trombone,brass,5.9344,44100,1,0
Brass/Trombone/ordinario/Tbn-ord-A#3-mf-N-N.wav,trombone,brass,5.9179,44100,1,0
