window_path,label,note,split,source_path,start_time,content_s,pre_norm_rms,post_norm_rms
work/windows/Brass/Bass_Tuba/ordinario/BTb-ord-B3-ff-N-T18d_w000.wav,tuba,B3,train,Brass/Bass_Tuba/ordinario/BTb-ord-B3-ff-N-T18d.wav,0.0,1.1842,0.12021,0.1
work/windows/Brass/Bass_Tuba/ordinario/BTb-ord-B3-mf-N-N_w000.wav,tuba,B3,train,Brass/Bass_Tuba/ordinario/BTb-ord-B3-mf-N-N.wav,0.0,3.0,0.02596,0.1
work/windows/Brass/Bass_Tuba/ordinario/BTb-ord-B3-pp-N-T14d_w000.wav,tuba,B3,train,Brass/Bass_Tuba/ordinario/BTb-ord-B3-pp-N-T14d.wav,0.0,3.0,0.00827,0.1
work/windows/Brass/Bass_Tuba/ordinario/BTb-ord-C#2-ff-N-N_w000.wav,tuba,C#2,val,Brass/Bass_Tuba/ordinario/BTb-ord-C#2-ff-N-N.wav,0.0,1.2771,0.04096,0.1
work/windows/Brass/Bass_Tuba/ordinario/BTb-ord-C#2-mf-N-N_w000.wav,tuba,C#2,val,Brass/Bass_Tuba/ordinario/BTb-ord-C#2-mf-N-N.wav,0.0,2.8096,0.01116,0.1
work/windows/Brass/Bass_Tuba/ordinario/BTb-ord-C#2-pp-N-N_w000.wav,tuba,C#2,val,Brass/Bass_Tuba/ordinario/BTb-ord-C#2-pp-N-N.wav,0.0,3.0,0.00314,0.1
work/windows/Brass/Bass_Tuba/ordinario/BTb-ord-C#3-ff-N-N_w000.wav,tuba,C#3,train,Brass/Bass_Tuba/ordinario/BTb-ord-C#3-ff-N-N.wav,0.0,1.3468,0.09845,0.1
work/windows/Brass/Bass_Tuba/ordinario/BTb-ord-C#3-mf-N-T25u_w000.wav,tuba,C#3,train,Brass/Bass_Tuba/ordinario/BTb-ord-C#3-mf-N-T25u.wav,0.0,3.0,0.01376,0.1
work/windows/Brass/Bass_Tuba/ordinario/BTb-ord-C#3-pp-N-N_w000.wav,tuba,C#3,train,Brass/Bass_Tuba/ordinario/BTb-ord-C#3-pp-N-N.wav,0.0,3.0,0.00425,0.1
work/windows/Brass/Bass_Tuba/ordinario/BTb-ord-C#4-ff-N-T21u_w000.wav,tuba,C#4,train,Brass/Bass_Tuba/ordinario/BTb-ord-C#4-ff-N-T21u.wav,0.0,1.3003,0.15132,0.1
work/windows/Brass/Bass_Tuba/ordinario/BTb-ord-C#4-mf-N-N_w000.wav,tuba,C#4,train,Brass/Bass_Tuba/ordinario/BTb-ord-C#4-mf-N-N.wav,0.0,3.0,0.03055,0.1
work/windows/Brass/Bass_Tuba/ordinario/BTb-ord-C#4-pp-N-N_w000.wav,tuba,C#4,train,Brass/Bass_Tuba/ordinario/BTb-ord-C#4-pp-N-N.wav,0.0,3.0,0.0071,0.1
work/windows/Brass/Bass_Tuba/ordinario/BTb-ord-C2-ff-N-N_w000.wav,tuba,C2,train,Brass/Bass_Tuba/ordinario/BTb-ord-C2-ff-N-N.wav,0.0,1.2074,0.03561,0.1
work/windows/Brass/Bass_Tuba/ordinario/BTb-ord-C2-mf-N-T23u_w000.wav,tuba,C2,train,Brass/Bass_Tuba/ordinario/BTb-ord-C2-mf-N-T23u.wav,0.0,2.9489,0.00918,0.1
work/windows/Brass/Bass_Tuba/ordinario/BTb-ord-C2-pp-N-T13d_w000.wav,tuba,C2,train,Brass/Bass_Tuba/ordinario/BTb-ord-C2-pp-N-T13d.wav,0.0,2.7144,0.00442,0.1
work/windows/Brass/Bass_Tuba/ordinario/BTb-ord-C3-ff-N-T18u_w000.wav,tuba,C3,train,Brass/Bass_Tuba/ordinario/BTb-ord-C3-ff-N-T18u.wav,0.0,1.2074,0.07019,0.1
work/windows/Brass/Bass_Tuba/ordinario/BTb-ord-C3-mf-N-T28u_w000.wav,tuba,C3,train,Brass/Bass_Tuba/ordinario/BTb-ord-C3-mf-N-T28u.wav,0.0,3.0,0.01347,0.1
work/windows/Brass/Bass_Tuba/ordinario/BTb-ord-C3-pp-N-T11d_w000.wav,tuba,C3,train,Brass/Bass_Tuba/ordinario/BTb-ord-C3-pp-N-T11d.wav,0.0,3.0,0.00547,0.1
work/windows/Brass/Bass_Tuba/ordinario/BTb-ord-C4-ff-N-N_w000.wav,tuba,C4,train,Brass/Bass_Tuba/ordinario/BTb-ord-C4-ff-N-N.wav,0.0,1.3468,0.11365,0.1
work/windows/Brass/Bass_Tuba/ordinario/BTb-ord-C4-mf-N-N_w000.wav,tuba,C4,train,Brass/Bass_Tuba/ordinario/BTb-ord-C4-mf-N-N.wav,0.0,3.0,0.02981,0.1
work/windows/Brass/Bass_Tuba/ordinario/BTb-ord-C4-pp-N-N_w000.wav,tuba,C4,train,Brass/Bass_Tuba/ordinario/BTb-ord-C4-pp-N-N.wav,0.0,3.0,0.01129,0.1
work/windows/Brass/Bass_Tuba/ordinario/BTb-ord-D#2-ff-N-N_w000.wav,tuba,D#2,val,Brass/Bass_Tuba/ordinario/BTb-ord-D#2-ff-N-N.wav,0.0,1.3932,0.05005,0.1
work/windows/Brass/Bass_Tuba/ordinario/BTb-ord-D#2-mf-N-T34u_w000.wav,tuba,D#2,val,Brass/Bass_Tuba/ordinario/BTb-ord-D#2-mf-N-T34u.wav,0.0,2.2059,0.01125,0.1
work/windows/Brass/Bass_Tuba/ordinario/BTb-ord-D#2-pp-N-T11u_w000.wav,tuba,D#2,val,Brass/Bass_Tuba/ordinario/BTb-ord-D#2-pp-N-T11u.wav,0.0,3.0,0.00386,0.1
work/windows/Brass/Bass_Tuba/ordinario/BTb-ord-D#3-ff-N-T17u_w000.wav,tuba,D#3,train,Brass/Bass_Tuba/ordinario/BTb-ord-D#3-ff-N-T17u.wav,0.0,1.161,0.12634,0.1
work/windows/Brass/Bass_Tuba/ordinario/BTb-ord-D#3-mf-N-T25u_w000.wav,tuba,D#3,train,Brass/Bass_Tuba/ordinario/BTb-ord-D#3-mf-N-T25u.wav,0.0,3.0,0.01529,0.1
work/windows/Brass/Bass_Tuba/ordinario/BTb-ord-D#3-pp-N-N_w000.wav,tuba,D#3,train,Brass/Bass_Tuba/ordinario/BTb-ord-D#3-pp-N-N.wav,0.0,3.0,0.00614,0.1
work/windows/Brass/Bass_Tuba/ordinario/BTb-ord-D#4-ff-N-N_w000.wav,tuba,D#4,train,Brass/Bass_Tuba/ordinario/BTb-ord-D#4-ff-N-N.wav,0.0,1.2539,0.18449,0.1
work/windows/Brass/Bass_Tuba/ordinario/BTb-ord-D#4-mf-N-N_w000.wav,tuba,D#4,train,Brass/Bass_Tuba/ordinario/BTb-ord-D#4-mf-N-N.wav,0.0,3.0,0.03757,0.1
work/windows/Brass/Bass_Tuba/ordinario/BTb-ord-D#4-pp-N-N_w000.wav,tuba,D#4,train,Brass/Bass_Tuba/ordinario/BTb-ord-D#4-pp-N-N.wav,0.0,2.2988,0.01115,0.1
work/windows/Brass/Bass_Tuba/ordinario/BTb-ord-D2-ff-N-T13u_w000.wav,tuba,D2,train,Brass/Bass_Tuba/ordinario/BTb-ord-D2-ff-N-T13u.wav,0.0,1.2307,0.04545,0.1
work/windows/Brass/Bass_Tuba/ordinario/BTb-ord-D2-mf-N-T15u_w000.wav,tuba,D2,train,Brass/Bass_Tuba/ordinario/BTb-ord-D2-mf-N-T15u.wav,0.0,3.0,0.01166,0.1
work/windows/Brass/Bass_Tuba/ordinario/BTb-ord-D2-pp-N-T18u_w000.wav,tuba,D2,train,Brass/Bass_Tuba/ordinario/BTb-ord-D2-pp-N-T18u.wav,0.0,3.0,0.00378,0.1
work/windows/Brass/Bass_Tuba/ordinario/BTb-ord-D3-ff-N-T15u_w000.wav,tuba,D3,train,Brass/Bass_Tuba/ordinario/BTb-ord-D3-ff-N-T15u.wav,0.0,1.0913,0.11489,0.1
work/windows/Brass/Bass_Tuba/ordinario/BTb-ord-D3-mf-N-T16u_w000.wav,tuba,D3,train,Brass/Bass_Tuba/ordinario/BTb-ord-D3-mf-N-T16u.wav,0.0,3.0,0.02241,0.1
work/windows/Brass/Bass_Tuba/ordinario/BTb-ord-D3-pp-N-N_w000.wav,tuba,D3,train,Brass/Bass_Tuba/ordinario/BTb-ord-D3-pp-N-N.wav,0.0,3.0,0.00481,0.1
work/windows/Brass/Bass_Tuba/ordinario/BTb-ord-D4-ff-N-N_w000.wav,tuba,D4,train,Brass/Bass_Tuba/ordinario/BTb-ord-D4-ff-N-N.wav,0.0,1.1378,0.1905,0.1
work/windows/Brass/Bass_Tuba/ordinario/BTb-ord-D4-mf-N-N_w000.wav,tuba,D4,train,Brass/Bass_Tuba/ordinario/BTb-ord-D4-mf-N-N.wav,0.0,3.0,0.04597,0.1
work/windows/Brass/Bass_Tuba/ordinario/BTb-ord-D4-pp-N-N_w000.wav,tuba,D4,train,Brass/Bass_Tuba/ordinario/BTb-ord-D4-pp-N-N.wav,0.0,2.2756,0.01163,0.1
work/windows/Brass/Bass_Tuba/ordinario/BTb-ord-E2-ff-N-T10u_w000.wav,tuba,E2,val,Brass/Bass_Tuba/ordinario/BTb-ord-E2-ff-N-T10u.wav,0.0,1.2307,0.0539,0.1
work/windows/Brass/Bass_Tuba/ordinario/BTb-ord-E2-mf-N-T27u_w000.wav,tuba,E2,val,Brass/Bass_Tuba/ordinario/BTb-ord-E2-mf-N-T27u.wav,0.0,3.0,0.01155,0.1
work/windows/Brass/Bass_Tuba/ordinario/BTb-ord-E2-pp-N-T25u_w000.wav,tuba,E2,val,Brass/Bass_Tuba/ordinario/BTb-ord-E2-pp-N-T25u.wav,0.0,2.9722,0.00419,0.1
work/windows/Brass/Bass_Tuba/ordinario/BTb-ord-E3-ff-N-T16u_w000.wav,tuba,E3,test,Brass/Bass_Tuba/ordinario/BTb-ord-E3-ff-N-T16u.wav,0.0,1.1146,0.10435,0.1
work/windows/Brass/Bass_Tuba/ordinario/BTb-ord-E3-mf-N-T23u_w000.wav,tuba,E3,test,Brass/Bass_Tuba/ordinario/BTb-ord-E3-mf-N-T23u.wav,0.0,3.0,0.02573,0.1
work/windows/Brass/Bass_Tuba/ordinario/BTb-ord-E3-pp-N-N_w000.wav,tuba,E3,test,Brass/Bass_Tuba/ordinario/BTb-ord-E3-pp-N-N.wav,0.0,3.0,0.00656,0.1
work/windows/Brass/Bass_Tuba/ordinario/BTb-ord-E4-ff-N-N_w000.wav,tuba,E4,train,Brass/Bass_Tuba/ordinario/BTb-ord-E4-ff-N-N.wav,0.0,1.1378,0.14919,0.1
work/windows/Brass/Bass_Tuba/ordinario/BTb-ord-E4-mf-N-T11d_w000.wav,tuba,E4,train,Brass/Bass_Tuba/ordinario/BTb-ord-E4-mf-N-T11d.wav,0.0,3.0,0.01586,0.1
work/windows/Brass/Bass_Tuba/ordinario/BTb-ord-E4-pp-N-N_w000.wav,tuba,E4,train,Brass/Bass_Tuba/ordinario/BTb-ord-E4-pp-N-N.wav,0.0,1.6022,0.00994,0.1
work/windows/Brass/Bass_Tuba/ordinario/BTb-ord-F#1-ff-N-N_w000.wav,tuba,F#1,train,Brass/Bass_Tuba/ordinario/BTb-ord-F#1-ff-N-N.wav,0.0,1.5557,0.02559,0.1
work/windows/Brass/Bass_Tuba/ordinario/BTb-ord-F#1-mf-N-T18u_w000.wav,tuba,F#1,train,Brass/Bass_Tuba/ordinario/BTb-ord-F#1-mf-N-T18u.wav,0.0,3.0,0.0058,0.1
work/windows/Brass/Bass_Tuba/ordinario/BTb-ord-F#1-pp-N-N_w000.wav,tuba,F#1,train,Brass/Bass_Tuba/ordinario/BTb-ord-F#1-pp-N-N.wav,0.0,3.0,0.0016,0.1
work/windows/Brass/Bass_Tuba/ordinario/BTb-ord-F#2-ff-N-N_w000.wav,tuba,F#2,train,Brass/Bass_Tuba/ordinario/BTb-ord-F#2-ff-N-N.wav,0.0,1.2539,0.04961,0.1
work/windows/Brass/Bass_Tuba/ordinario/BTb-ord-F#2-mf-N-T19u_w000.wav,tuba,F#2,train,Brass/Bass_Tuba/ordinario/BTb-ord-F#2-mf-N-T19u.wav,0.0,3.0,0.00734,0.1
work/windows/Brass/Bass_Tuba/ordinario/BTb-ord-F#2-pp-N-T14u_w000.wav,tuba,F#2,train,Brass/Bass_Tuba/ordinario/BTb-ord-F#2-pp-N-T14u.wav,0.0,2.8862,0.00223,0.1
work/windows/Brass/Bass_Tuba/ordinario/BTb-ord-F#3-ff-N-N_w000.wav,tuba,F#3,train,Brass/Bass_Tuba/ordinario/BTb-ord-F#3-ff-N-N.wav,0.0,1.161,0.06829,0.1
work/windows/Brass/Bass_Tuba/ordinario/BTb-ord-F#3-mf-N-N_w000.wav,tuba,F#3,train,Brass/Bass_Tuba/ordinario/BTb-ord-F#3-mf-N-N.wav,0.0,3.0,0.018,0.1
work/windows/Brass/Bass_Tuba/ordinario/BTb-ord-F#3-pp-N-N_w000.wav,tuba,F#3,train,Brass/Bass_Tuba/ordinario/BTb-ord-F#3-pp-N-N.wav,0.0,3.0,0.00761,0.1
work/windows/Brass/Bass_Tuba/ordinario/BTb-ord-F2-ff-N-T15u_w000.wav,tuba,F2,train,Brass/Bass_Tuba/ordinario/BTb-ord-F2-ff-N-T15u.wav,0.0,1.1842,0.06761,0.1
work/windows/Brass/Bass_Tuba/ordinario/BTb-ord-F2-mf-N-T24u_w000.wav,tuba,F2,train,Brass/Bass_Tuba/ordinario/BTb-ord-F2-mf-N-T24u.wav,0.0,3.0,0.0116,0.1
work/windows/Brass/Bass_Tuba/ordinario/BTb-ord-F2-pp-N-T25u_R100u_w000.wav,tuba,F2,train,Brass/Bass_Tuba/ordinario/BTb-ord-F2-pp-N-T25u_R100u.wav,0.0,2.8096,0.00421,0.1
work/windows/Brass/Bass_Tuba/ordinario/BTb-ord-F3-ff-N-N_w000.wav,tuba,F3,train,Brass/Bass_Tuba/ordinario/BTb-ord-F3-ff-N-N.wav,0.0,1.1842,0.08176,0.1
work/windows/Brass/Bass_Tuba/ordinario/BTb-ord-F3-mf-N-N_w000.wav,tuba,F3,train,Brass/Bass_Tuba/ordinario/BTb-ord-F3-mf-N-N.wav,0.0,3.0,0.02055,0.1
work/windows/Brass/Bass_Tuba/ordinario/BTb-ord-F3-pp-N-N_w000.wav,tuba,F3,train,Brass/Bass_Tuba/ordinario/BTb-ord-F3-pp-N-N.wav,0.0,2.8096,0.00581,0.1
work/windows/Brass/Bass_Tuba/ordinario/BTb-ord-F4-ff-N-N_w000.wav,tuba,F4,val,Brass/Bass_Tuba/ordinario/BTb-ord-F4-ff-N-N.wav,0.0,1.0449,0.10775,0.1
work/windows/Brass/Bass_Tuba/ordinario/BTb-ord-F4-mf-N-N_w000.wav,tuba,F4,val,Brass/Bass_Tuba/ordinario/BTb-ord-F4-mf-N-N.wav,0.0,3.0,0.04184,0.1
work/windows/Brass/Bass_Tuba/ordinario/BTb-ord-F4-pp-N-N_w000.wav,tuba,F4,val,Brass/Bass_Tuba/ordinario/BTb-ord-F4-pp-N-N.wav,0.0,1.5325,0.01438,0.1
work/windows/Brass/Bass_Tuba/ordinario/BTb-ord-G#1-ff-N-T12u_w000.wav,tuba,G#1,train,Brass/Bass_Tuba/ordinario/BTb-ord-G#1-ff-N-T12u.wav,0.0,1.3235,0.03253,0.1
work/windows/Brass/Bass_Tuba/ordinario/BTb-ord-G#1-mf-N-T18u_w000.wav,tuba,G#1,train,Brass/Bass_Tuba/ordinario/BTb-ord-G#1-mf-N-T18u.wav,0.0,2.8237,0.00558,0.1
work/windows/Brass/Bass_Tuba/ordinario/BTb-ord-G#1-pp-N-T16u_w000.wav,tuba,G#1,train,Brass/Bass_Tuba/ordinario/BTb-ord-G#1-pp-N-T16u.wav,0.0,3.0,0.00311,0.1
work/windows/Brass/Bass_Tuba/ordinario/BTb-ord-G#2-ff-N-N_w000.wav,tuba,G#2,test,Brass/Bass_Tuba/ordinario/BTb-ord-G#2-ff-N-N.wav,0.0,1.2539,0.06495,0.1
work/windows/Brass/Bass_Tuba/ordinario/BTb-ord-G#2-mf-N-T26u_w000.wav,tuba,G#2,test,Brass/Bass_Tuba/ordinario/BTb-ord-G#2-mf-N-T26u.wav,0.0,3.0,0.01043,0.1
work/windows/Brass/Bass_Tuba/ordinario/BTb-ord-G#2-pp-N-T16u_w000.wav,tuba,G#2,test,Brass/Bass_Tuba/ordinario/BTb-ord-G#2-pp-N-T16u.wav,0.0,3.0,0.00355,0.1
work/windows/Brass/Bass_Tuba/ordinario/BTb-ord-G#3-ff-N-N_w000.wav,tuba,G#3,train,Brass/Bass_Tuba/ordinario/BTb-ord-G#3-ff-N-N.wav,0.0,1.3235,0.10411,0.1
work/windows/Brass/Bass_Tuba/ordinario/BTb-ord-G#3-mf-N-T11u_w000.wav,tuba,G#3,train,Brass/Bass_Tuba/ordinario/BTb-ord-G#3-mf-N-T11u.wav,0.0,3.0,0.01946,0.1
work/windows/Brass/Bass_Tuba/ordinario/BTb-ord-G#3-pp-N-N_w000.wav,tuba,G#3,train,Brass/Bass_Tuba/ordinario/BTb-ord-G#3-pp-N-N.wav,0.0,2.7198,0.00502,0.1
work/windows/Brass/Bass_Tuba/ordinario/BTb-ord-G1-ff-N-T15d_w000.wav,tuba,G1,train,Brass/Bass_Tuba/ordinario/BTb-ord-G1-ff-N-T15d.wav,0.0,1.2074,0.02916,0.1
work/windows/Brass/Bass_Tuba/ordinario/BTb-ord-G1-mf-N-N_w000.wav,tuba,G1,train,Brass/Bass_Tuba/ordinario/BTb-ord-G1-mf-N-N.wav,0.0,2.8519,0.0048,0.1
work/windows/Brass/Bass_Tuba/ordinario/BTb-ord-G1-pp-N-R100u_w000.wav,tuba,G1,train,Brass/Bass_Tuba/ordinario/BTb-ord-G1-pp-N-R100u.wav,0.0,2.8789,0.00156,0.1
work/windows/Brass/Bass_Tuba/ordinario/BTb-ord-G2-ff-N-N_w000.wav,tuba,G2,test,Brass/Bass_Tuba/ordinario/BTb-ord-G2-ff-N-N.wav,0.0,1.2539,0.061,0.1
work/windows/Brass/Bass_Tuba/ordinario/BTb-ord-G2-mf-N-T15u_w000.wav,tuba,G2,test,Brass/Bass_Tuba/ordinario/BTb-ord-G2-mf-N-T15u.wav,0.0,3.0,0.0143,0.1
work/windows/Brass/Bass_Tuba/ordinario/BTb-ord-G2-pp-N-N_w000.wav,tuba,G2,test,Brass/Bass_Tuba/ordinario/BTb-ord-G2-pp-N-N.wav,0.0,3.0,0.00268,0.1
work/windows/Brass/Bass_Tuba/ordinario/BTb-ord-G3-ff-N-T14u_w000.wav,tuba,G3,val,Brass/Bass_Tuba/ordinario/BTb-ord-G3-ff-N-T14u.wav,0.0,1.2074,0.07512,0.1
work/windows/Brass/Bass_Tuba/ordinario/BTb-ord-G3-mf-N-T14u_w000.wav,tuba,G3,val,Brass/Bass_Tuba/ordinario/BTb-ord-G3-mf-N-T14u.wav,0.0,3.0,0.01442,0.1
work/windows/Brass/Bass_Tuba/ordinario/BTb-ord-G3-pp-N-T14d_w000.wav,tuba,G3,val,Brass/Bass_Tuba/ordinario/BTb-ord-G3-pp-N-T14d.wav,0.0,3.0,0.00334,0.1
work/windows/Brass/Horn/ordinario/Hn-ord-A#1-mf-N-T17d_w000.wav,french-horn,A#1,val,Brass/Horn/ordinario/Hn-ord-A#1-mf-N-T17d.wav,0.0,3.0,0.0077,0.1
work/windows/Brass/Horn/ordinario/Hn-ord-A#1-pp-N-N_w000.wav,french-horn,A#1,val,Brass/Horn/ordinario/Hn-ord-A#1-pp-N-N.wav,0.0,3.0,0.00279,0.1
work/windows/Brass/Horn/ordinario/Hn-ord-A#2-ff-N-N_w000.wav,french-horn,A#2,train,Brass/Horn/ordinario/Hn-ord-A#2-ff-N-N.wav,0.0,3.0,0.03329,0.1
work/windows/Brass/Horn/ordinario/Hn-ord-A#2-mf-N-N_w000.wav,french-horn,A#2,train,Brass/Horn/ordinario/Hn-ord-A#2-mf-N-N.wav,0.0,3.0,0.01255,0.1
work/windows/Brass/Horn/ordinario/Hn-ord-A#2-pp-N-R100d_w000.wav,french-horn,A#2,train,Brass/Horn/ordinario/Hn-ord-A#2-pp-N-R100d.wav,0.0,3.0,0.00339,0.1
work/windows/Brass/Horn/ordinario/Hn-ord-A#3-ff-N-N_w000.wav,french-horn,A#3,train,Brass/Horn/ordinario/Hn-ord-A#3-ff-N-N.wav,0.0,3.0,0.04222,0.1
work/windows/Brass/Horn/ordinario/Hn-ord-A#3-mf-N-N_w000.wav,french-horn,A#3,train,Brass/Horn/ordinario/Hn-ord-A#3-mf-N-N.wav,0.0,3.0,0.02435,0.1
work/windows/Brass/Horn/ordinario/Hn-ord-A#3-pp-N-N_w000.wav,french-horn,A#3,train,Brass/Horn/ordinario/Hn-ord-A#3-pp-N-N.wav,0.0,3.0,0.00766,0.1
work/windows/Brass/Horn/ordinario/Hn-ord-A#4-ff-N-N_w000.wav,french-horn,A#4,train,Brass/Horn/ordinario/Hn-ord-A#4-ff-N-N.wav,0.0,3.0,0.06675,0.1
work/windows/Brass/Horn/ordinario/Hn-ord-A#4-mf-N-N_w000.wav,french-horn,A#4,train,Brass/Horn/ordinario/Hn-ord-A#4-mf-N-N.wav,0.0,3.0,0.02958,0.1
work/windows/Brass/Horn/ordinario/Hn-ord-A#4-pp-N-N_w000.wav,french-horn,A#4,train,Brass/Horn/ordinario/Hn-ord-A#4-pp-N-N.wav,0.0,3.0,0.01152,0.1
work/windows/Brass/Horn/ordinario/Hn-ord-A1-mf-N-N_w000.wav,french-horn,A1,test,Brass/Horn/ordinario/Hn-ord-A1-mf-N-N.wav,0.0,3.0,0.00368,0.1
work/windows/Brass/Horn/ordinario/Hn-ord-A2-ff-N-N_w000.wav,french-horn,A2,test,Brass/Horn/ordinario/Hn-ord-A2-ff-N-N.wav,0.0,3.0,0.02736,0.1
work/windows/Brass/Horn/ordinario/Hn-ord-A2-mf-N-N_w000.wav,french-horn,A2,test,Brass/Horn/ordinario/Hn-ord-A2-mf-N-N.wav,0.0,3.0,0.0048,0.1
work/windows/Brass/Horn/ordinario/Hn-ord-A2-pp-N-R100u_w000.wav,french-horn,A2,test,Brass/Horn/ordinario/Hn-ord-A2-pp-N-R100u.wav,0.0,3.0,0.00302,0.1
